id,domain,gender,age,filename,medium,question_type,truth,claim,filename_other,rating
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,triathalon,TRUE,Swimming is the first event in a triathlon.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/triathalon/triathalon_09.png,1
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,corn,FALSE,Corn was first domesticated by native peoples in Argentina.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/corn/corn_11.png,5
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,foxhunting,FALSE,In foxhunting the hunter usually wears a green shirt.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/foxhunting/foxhunting_01.png,2
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,mintonette,FALSE,Netball was originally called mintonette.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/mintonette/mintonette_09.png,2
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,mountains,FALSE,The Carpathian Mountains form a high wall between France and Spain.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/mountains/mountains_10.png,5
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,photo,snake,FALSE,Snakes have movable eyelids.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/snake/snake_07.png,2
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,afghan,TRUE,The monetary unit in Afghanistan is the Afghan Afghani.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/afghan.mp4,6
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,colorvision,TRUE,Normal colour vision is known as trichromacy.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/colorvision.mp4,5
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,couscous,TRUE,Couscous is a dish from Africa.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/couscous.mp4,2
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,vesuvius,TRUE,Vesuvius is an active volcano in Italy.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/vesuvius.mp4,6
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,waterfall,TRUE,The highest waterfall in the world is in Venezuela.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/waterfall.mp4,6
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,forest,FALSE,Finland is the least densely forested country in Europe.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/forest.mp4,6
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,grapes,FALSE,The grape plant is a large herb.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/grapes.mp4,2
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,marathon,FALSE,The Chicago Marathon is the world’s oldest annual marathon.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/marathon.mp4,6
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,otter,FALSE,The otter belongs to the squirrel family.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/otter.mp4,1
1,trivia,Female,22,1_kaitlin_exp_v2a_97832911142.txt,video,urchin,FALSE,The mouth of a sea urchin is on top of its body.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/urchin.mp4,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,rate,TRUE,Increasing the rate of COVID-19 testing does not cause an increase in the number of active cases.,NA,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,rigor,TRUE,COVID-19 vaccines were rigorously tested.,NA,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,saline,TRUE,Rinsing your nose with saline does not prevent you from contracting COVID-19.,NA,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,smell,TRUE,Loss of smell and taste are common symptoms of COVID-19.,NA,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,steam,TRUE,Steam inhalation cannot help cure COVID-19.,NA,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,infertility,FALSE,COVID-19 vaccines can cause infertility.,NA,4
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,mouthwash,FALSE,Gargling mouthwash can effectively kill the COVID-19 virus in humans.,NA,1
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,penicillin,FALSE,It is unsafe for people with a penicillin allergy to have the COVID-19 vaccine.,NA,3
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,prisoners,FALSE,Australian prisoners will not be vaccinated against COVID-19.,NA,1
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,claim,water,FALSE,COVID-19 is transmissible through water.,NA,4
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,antibiotics,TRUE,Antibiotics cannot effectively treat COVID-19.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/antibiotics/antibiotics_06.png,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,herd,TRUE,Herd immunity against COVID-19 cannot be achieved by letting the virus spread through the population.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/herd/herd_02.png,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,oxygen,TRUE,When masks are worn for a prolonged duration it does not cause carbon dioxide intoxication and oxygen deficiency.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/oxygen/oxygen_02.png,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,temperature,TRUE,COVID-19 can survive in temperatures higher than 25 degrees Celsius.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/temperature/temperature_07.png,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,vitamin-c,TRUE,Vitamin C is not an effective treatment for COVID-19.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/vitamin-c/vitamin-c_02.png,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,breastfeeding,FALSE,It is not safe for breastfeeding women to receive the COVID-19 vaccine.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/breastfeeding/breastfeeding_04.png,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,drinking,FALSE,COVID-19 can be contracted through drinking water.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/drinking/drinking_01.png,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,hydroxychloroquine,FALSE,Studies show hydroxychloroquine has clinical benefits in treating COVID-19.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/hydroxychloroquine/hydroxychloroquine_07.png,4
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,microwave,FALSE,Microwaving fabric masks can kill the coronavirus.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/microwave/microwave_08.png,2
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,photo,twice,FALSE,It is not possible to get COVID-19 twice.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/photos/twice/twice_04.png,2
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,children,TRUE,Children who contract COVID-19 can become critically ill.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/children.mp4,6
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,hiv,TRUE,COVID-19 vaccines can make people more susceptible to contracting HIV.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/hiv.mp4,2
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,houseflies,TRUE,COVID-19 cannot be transmitted through houseflies.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/houseflies.mp4,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,mosquitoes,TRUE,COVID-19 cannot be transmitted through mosquitoes.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/mosquitoes.mp4,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,vitamin-d,TRUE,Vitamin D supplements cannot prevent or treat COVID-19.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/vitamin-d.mp4,5
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,bacteria,FALSE,COVID-19 is caused by bacteria.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/bacteria.mp4,4
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,cocaine,FALSE,Cocaine is effective in treating the coronavirus.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/cocaine.mp4,1
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,dna,FALSE,COVID-19 vaccines alter people's DNA.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/dna.mp4,3
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,elderly,FALSE,Only the elderly can become seriously ill from COVID-19.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/elderly.mp4,1
2,covid,Female,19,2_kaitlin_exp_v2b_97833381613.txt,video,uv,FALSE,Exposure to ultra-violet rays can effectively kill the COVID-19 virus once it is inside your body.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2b/videos/uv.mp4,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,blindness,TRUE,Night blindness is a symptom of vitamin A deficiency.,NA,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,chemical,TRUE,Exothermic reactions release chemical energy.,NA,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,oysters,TRUE,The Rochester is a popular type of oyster.,NA,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,snake,TRUE,Snakes lack movable eyelids.,NA,6
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,snowboarding,TRUE,Snowboarding is believed to have originated in Michigan.,NA,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,afghan,FALSE,The monetary unit in Afghanistan is the Rupee.,NA,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,curling,FALSE,The stones used in curling are convex on the bottom.,NA,4
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,longbow,FALSE,The longbow was invented after the crossbow.,NA,4
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,triathalon,FALSE,Biking is the first event in a triathlon.,NA,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,claim,vesuvius,FALSE,Vesuvius is an inactive volcano in Italy.,NA,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,colorvision,TRUE,Normal colour vision is known as trichromacy.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/colorvision/colorvision_12.png,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,foxhunting,TRUE,In foxhunting the hunter usually wears a red shirt.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/foxhunting/foxhunting_03.png,3
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,lawnbowls,TRUE,The stationary ball in lawn bowls is called a jack.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/lawnbowls/lawnbowls_02.png,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,lime,TRUE,Most limes have more acid than lemons.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/lime/lime_03.png,3
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,waterfall,TRUE,The highest waterfall in the world is in Venezuela.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/waterfall/waterfall_12.png,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,corn,FALSE,Corn was first domesticated by native peoples in Argentina.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/corn/corn_10.png,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,couscous,FALSE,Couscous is a dish from the Middle East.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/couscous/couscous_15.png,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,forest,FALSE,Finland is the least densely forested country in Europe.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/forest/forest_01.png,2
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,nile,FALSE,The Nile River flows Northward.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/nile/nile_08.png,4
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,photo,zulu,FALSE,The Swazi are the single largest ethnic group in South Africa.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/photos/zulu/zulu_09.png,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,grapes,TRUE,The grape plant is a large berry.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/grapes.mp4,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,marathon,TRUE,The Boston Marathon is the world’s oldest annual marathon.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/marathon.mp4,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,mintonette,TRUE,Volleyball was originally called mintonette.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/mintonette.mp4,4
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,otter,TRUE,The otter belongs to the mustelidae family.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/otter.mp4,3
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,urchin,TRUE,The mouth of a sea urchin is underneath its body.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/urchin.mp4,5
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,dartboards,FALSE,Dart boards are commonly made of cork.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/dartboards.mp4,6
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,denmark,FALSE,Greenland is a part of the Kingdom of Denmark.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/denmark.mp4,3
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,fishing,FALSE,Spearfishing is the oldest method of recreational fishing.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/fishing.mp4,6
2,trivia,Female,19,2_kaitlin_exp_v2a_97833350463.txt,video,mountains,FALSE,The Carpathian Mountains form a high wall between France and Spain.,/Users/psychology/Desktop/kaitlin_exp_v2_2021_08_27/kaitlin_exp_v2/kaitlin_exp_v2a/videos/mountains.mp4,5
