sample_size,scale,original_n,source,name,value,power,scale2,sd_item,new_sample
70,2,65,Low Variance,Decile 60,0.8,80,Medium Scale,3.64860626693663,46.868199817666
80,3,65,Low Variance,Decile 60,0.9,80,Large Scale,49.8106201499133,53.5636569344754
85,1,65,Medium Variance,Decile 60,0.833333333333333,80,Small Scale,0.429211106157529,56.9113854928801
85,2,65,Medium Variance,Decile 60,0.833333333333333,80,Medium Scale,9.19536085081316,56.9113854928801
85,3,65,Medium Variance,Decile 60,0.8,80,Large Scale,115.524105580494,56.9113854928801
80,1,65,High Variance,Decile 70,0.833333333333333,80,Small Scale,0.890704217389609,53.5636569344754
70,2,65,High Variance,Decile 70,0.833333333333333,80,Medium Scale,12.3202485733897,46.868199817666
75,3,65,High Variance,Decile 70,0.8,80,Large Scale,140.300111353799,50.2159283760707
70,1,65,Low Variance,Decile 70,0.833333333333333,80,Small Scale,0.249984389865379,46.868199817666
70,2,65,Low Variance,Decile 70,0.833333333333333,80,Medium Scale,3.64860626693663,46.868199817666
70,3,65,Low Variance,Decile 70,0.8,80,Large Scale,49.8106201499133,46.868199817666
80,1,65,Medium Variance,Decile 70,0.8,80,Small Scale,0.429211106157529,53.5636569344754
70,2,65,Medium Variance,Decile 70,0.833333333333333,80,Medium Scale,9.19536085081316,46.868199817666
70,3,65,Medium Variance,Decile 70,0.833333333333333,80,Large Scale,115.524105580494,46.868199817666
70,1,65,High Variance,Decile 80,0.833333333333333,80,Small Scale,0.890704217389609,46.868199817666
70,2,65,High Variance,Decile 80,0.866666666666667,80,Medium Scale,12.3202485733897,46.868199817666
65,3,65,High Variance,Decile 80,0.833333333333333,80,Large Scale,140.300111353799,43.5204712592612
60,1,65,Low Variance,Decile 80,0.8,80,Small Scale,0.249984389865379,40.1727427008565
70,2,65,Low Variance,Decile 80,0.833333333333333,80,Medium Scale,3.64860626693663,46.868199817666
70,3,65,Low Variance,Decile 80,0.8,80,Large Scale,49.8106201499133,46.868199817666
60,1,65,Medium Variance,Decile 80,0.8,80,Small Scale,0.429211106157529,40.1727427008565
70,2,65,Medium Variance,Decile 80,0.866666666666667,80,Medium Scale,9.19536085081316,46.868199817666
65,3,65,Medium Variance,Decile 80,0.8,80,Large Scale,115.524105580494,43.5204712592612
45,1,65,High Variance,Decile 90,0.833333333333333,80,Small Scale,0.890704217389609,30.1295570256424
55,2,65,High Variance,Decile 90,0.8,80,Medium Scale,12.3202485733897,36.8250141424518
50,3,65,High Variance,Decile 90,0.8,80,Large Scale,140.300111353799,33.4772855840471
60,1,65,Low Variance,Decile 90,0.866666666666667,80,Small Scale,0.249984389865379,40.1727427008565
60,2,65,Low Variance,Decile 90,0.8,80,Medium Scale,3.64860626693663,40.1727427008565
65,3,65,Low Variance,Decile 90,0.866666666666667,80,Large Scale,49.8106201499133,43.5204712592612
60,1,65,Medium Variance,Decile 90,0.866666666666667,80,Small Scale,0.429211106157529,40.1727427008565
55,2,65,Medium Variance,Decile 90,0.8,80,Medium Scale,9.19536085081316,36.8250141424518
55,3,65,Medium Variance,Decile 90,0.833333333333333,80,Large Scale,115.524105580494,36.8250141424518
155,1,70,Low Variance,Decile 0,0.833333333333333,80,Small Scale,0.296512351767133,99.7284486446064
160,2,70,Low Variance,Decile 0,0.8,80,Medium Scale,4.20298293675074,102.945495375078
160,3,70,Low Variance,Decile 0,0.8,80,Large Scale,63.5065083146479,102.945495375078
430,1,70,Medium Variance,Decile 0,0.8,80,Small Scale,0.463153428936593,276.666018820521
435,3,70,Medium Variance,Decile 0,0.8,80,Large Scale,120.119591771822,279.883065550992
385,1,70,High Variance,Decile 10,0.8,80,Small Scale,0.975923761265566,247.712598246281
450,3,70,High Variance,Decile 10,0.8,80,Large Scale,167.516162403756,289.534205742406
150,1,70,Low Variance,Decile 10,0.833333333333333,80,Small Scale,0.296512351767133,96.5114019141352
140,2,70,Low Variance,Decile 10,0.833333333333333,80,Medium Scale,4.20298293675074,90.0773084531929
140,3,70,Low Variance,Decile 10,0.8,80,Large Scale,63.5065083146479,90.0773084531929
150,1,70,Medium Variance,Decile 10,0.8,80,Small Scale,0.463153428936593,96.5114019141352
380,2,70,Medium Variance,Decile 10,0.8,80,Medium Scale,10.4385653579809,244.495551515809
290,3,70,Medium Variance,Decile 10,0.833333333333333,80,Large Scale,120.119591771822,186.588710367328
200,1,70,High Variance,Decile 20,0.8,80,Small Scale,0.975923761265566,128.681869218847
450,2,70,High Variance,Decile 20,0.8,80,Medium Scale,12.3790917151206,289.534205742406
345,3,70,High Variance,Decile 20,0.8,80,Large Scale,167.516162403756,221.976224402511
125,1,70,Low Variance,Decile 20,0.8,80,Small Scale,0.296512351767133,80.4261682617794
125,2,70,Low Variance,Decile 20,0.8,80,Medium Scale,4.20298293675074,80.4261682617794
120,3,70,Low Variance,Decile 20,0.8,80,Large Scale,63.5065083146479,77.2091215313082
130,1,70,Medium Variance,Decile 20,0.8,80,Small Scale,0.463153428936593,83.6432149922506
330,2,70,Medium Variance,Decile 20,0.8,80,Medium Scale,10.4385653579809,212.325084211098
225,3,70,Medium Variance,Decile 20,0.833333333333333,80,Large Scale,120.119591771822,144.767102871203
170,1,70,High Variance,Decile 30,0.8,80,Small Scale,0.975923761265566,109.37958883602
300,2,70,High Variance,Decile 30,0.833333333333333,80,Medium Scale,12.3790917151206,193.022803828271
215,3,70,High Variance,Decile 30,0.833333333333333,80,Large Scale,167.516162403756,138.333009410261
100,1,70,Low Variance,Decile 30,0.8,80,Small Scale,0.296512351767133,64.3409346094235
115,2,70,Low Variance,Decile 30,0.833333333333333,80,Medium Scale,4.20298293675074,73.992074800837
105,3,70,Low Variance,Decile 30,0.833333333333333,80,Large Scale,63.5065083146479,67.5579813398947
120,1,70,Medium Variance,Decile 30,0.8,80,Small Scale,0.463153428936593,77.2091215313082
190,2,70,Medium Variance,Decile 30,0.8,80,Medium Scale,10.4385653579809,122.247775757905
180,3,70,Medium Variance,Decile 30,0.833333333333333,80,Large Scale,120.119591771822,115.813682296962
155,1,70,High Variance,Decile 40,0.8,80,Small Scale,0.975923761265566,99.7284486446064
195,2,70,High Variance,Decile 40,0.8,80,Medium Scale,12.3790917151206,125.464822488376
160,3,70,High Variance,Decile 40,0.8,80,Large Scale,167.516162403756,102.945495375078
90,1,70,Low Variance,Decile 40,0.8,80,Small Scale,0.296512351767133,57.9068411484812
110,2,70,Low Variance,Decile 40,0.8,80,Medium Scale,4.20298293675074,70.7750280703659
105,3,70,Low Variance,Decile 40,0.833333333333333,80,Large Scale,63.5065083146479,67.5579813398947
110,1,70,Medium Variance,Decile 40,0.8,80,Small Scale,0.463153428936593,70.7750280703659
140,2,70,Medium Variance,Decile 40,0.8,80,Medium Scale,10.4385653579809,90.0773084531929
120,3,70,Medium Variance,Decile 40,0.8,80,Large Scale,120.119591771822,77.2091215313082
150,1,70,High Variance,Decile 50,0.8,80,Small Scale,0.975923761265566,96.5114019141352
120,2,70,High Variance,Decile 50,0.8,80,Medium Scale,12.3790917151206,77.2091215313082
110,3,70,High Variance,Decile 50,0.833333333333333,80,Large Scale,167.516162403756,70.7750280703659
90,1,70,Low Variance,Decile 50,0.8,80,Small Scale,0.296512351767133,57.9068411484812
95,2,70,Low Variance,Decile 50,0.9,80,Medium Scale,4.20298293675074,61.1238878789523
90,3,70,Low Variance,Decile 50,0.8,80,Large Scale,63.5065083146479,57.9068411484812
105,1,70,Medium Variance,Decile 50,0.8,80,Small Scale,0.463153428936593,67.5579813398947
110,2,70,Medium Variance,Decile 50,0.8,80,Medium Scale,10.4385653579809,70.7750280703659
105,3,70,Medium Variance,Decile 50,0.8,80,Large Scale,120.119591771822,67.5579813398947
100,1,70,High Variance,Decile 60,0.8,80,Small Scale,0.975923761265566,64.3409346094235
105,2,70,High Variance,Decile 60,0.8,80,Medium Scale,12.3790917151206,67.5579813398947
95,3,70,High Variance,Decile 60,0.8,80,Large Scale,167.516162403756,61.1238878789523
85,1,70,Low Variance,Decile 60,0.833333333333333,80,Small Scale,0.296512351767133,54.68979441801
75,2,70,Low Variance,Decile 60,0.8,80,Medium Scale,4.20298293675074,48.2557009570676
85,3,70,Low Variance,Decile 60,0.833333333333333,80,Large Scale,63.5065083146479,54.68979441801
105,1,70,Medium Variance,Decile 60,0.8,80,Small Scale,0.463153428936593,67.5579813398947
110,2,70,Medium Variance,Decile 60,0.8,80,Medium Scale,10.4385653579809,70.7750280703659
95,3,70,Medium Variance,Decile 60,0.8,80,Large Scale,120.119591771822,61.1238878789523
75,1,70,High Variance,Decile 70,0.8,80,Small Scale,0.975923761265566,48.2557009570676
90,2,70,High Variance,Decile 70,0.8,80,Medium Scale,12.3790917151206,57.9068411484812
80,3,70,High Variance,Decile 70,0.833333333333333,80,Large Scale,167.516162403756,51.4727476875388
85,1,70,Low Variance,Decile 70,0.966666666666667,80,Small Scale,0.296512351767133,54.68979441801
75,2,70,Low Variance,Decile 70,0.8,80,Medium Scale,4.20298293675074,48.2557009570676
75,3,70,Low Variance,Decile 70,0.8,80,Large Scale,63.5065083146479,48.2557009570676
95,1,70,Medium Variance,Decile 70,0.833333333333333,80,Small Scale,0.463153428936593,61.1238878789523
90,2,70,Medium Variance,Decile 70,0.8,80,Medium Scale,10.4385653579809,57.9068411484812
80,3,70,Medium Variance,Decile 70,0.8,80,Large Scale,120.119591771822,51.4727476875388
75,1,70,High Variance,Decile 80,0.866666666666667,80,Small Scale,0.975923761265566,48.2557009570676
70,2,70,High Variance,Decile 80,0.8,80,Medium Scale,12.3790917151206,45.0386542265965
70,3,70,High Variance,Decile 80,0.833333333333333,80,Large Scale,167.516162403756,45.0386542265965
75,1,70,Low Variance,Decile 80,0.833333333333333,80,Small Scale,0.296512351767133,48.2557009570676
75,2,70,Low Variance,Decile 80,0.8,80,Medium Scale,4.20298293675074,48.2557009570676
75,3,70,Low Variance,Decile 80,0.833333333333333,80,Large Scale,63.5065083146479,48.2557009570676
65,1,70,Medium Variance,Decile 80,0.833333333333333,80,Small Scale,0.463153428936593,41.8216074961253
70,2,70,Medium Variance,Decile 80,0.833333333333333,80,Medium Scale,10.4385653579809,45.0386542265965
75,3,70,Medium Variance,Decile 80,0.8,80,Large Scale,120.119591771822,48.2557009570676
50,1,70,High Variance,Decile 90,0.8,80,Small Scale,0.975923761265566,32.1704673047118
60,2,70,High Variance,Decile 90,0.8,80,Medium Scale,12.3790917151206,38.6045607656541
65,3,70,High Variance,Decile 90,0.8,80,Large Scale,167.516162403756,41.8216074961253
70,1,70,Low Variance,Decile 90,0.833333333333333,80,Small Scale,0.296512351767133,45.0386542265965
60,2,70,Low Variance,Decile 90,0.8,80,Medium Scale,4.20298293675074,38.6045607656541
55,3,70,Low Variance,Decile 90,0.833333333333333,80,Large Scale,63.5065083146479,35.3875140351829
55,1,70,Medium Variance,Decile 90,0.8,80,Small Scale,0.463153428936593,35.3875140351829
60,2,70,Medium Variance,Decile 90,0.833333333333333,80,Medium Scale,10.4385653579809,38.6045607656541
55,3,70,Medium Variance,Decile 90,0.8,80,Large Scale,120.119591771822,35.3875140351829
205,1,75,Low Variance,Decile 0,0.866666666666667,80,Small Scale,0.282911023524634,126.972559043528
210,2,75,Low Variance,Decile 0,0.866666666666667,80,Medium Scale,4.13733614829541,130.069450727517
205,3,75,Low Variance,Decile 0,0.9,80,Large Scale,58.0567815607448,126.972559043528
225,1,75,Medium Variance,Decile 0,0.8,80,Small Scale,0.434917881993621,139.360125779482
325,1,75,High Variance,Decile 10,0.8,80,Small Scale,0.980200330298362,201.297959459252
135,1,75,Low Variance,Decile 10,0.8,80,Small Scale,0.282911023524634,83.6160754676894
145,2,75,Low Variance,Decile 10,0.8,80,Medium Scale,4.13733614829541,89.8098588356664
165,3,75,Low Variance,Decile 10,0.866666666666667,80,Large Scale,58.0567815607448,102.19742557162
180,1,75,Medium Variance,Decile 10,0.833333333333333,80,Small Scale,0.434917881993621,111.488100623586
415,2,75,Medium Variance,Decile 10,0.8,80,Medium Scale,10.0453347426434,257.042009771045
310,3,75,Medium Variance,Decile 10,0.8,80,Large Scale,103.419314050224,192.007284407287
250,1,75,High Variance,Decile 20,0.8,80,Small Scale,0.980200330298362,154.844584199425
435,2,75,High Variance,Decile 20,0.8,80,Medium Scale,11.7856496112448,269.429576506999
305,3,75,High Variance,Decile 20,0.8,80,Large Scale,157.468904783576,188.910392723298
120,1,75,Low Variance,Decile 20,0.8,80,Small Scale,0.282911023524634,74.3254004157239
130,2,75,Low Variance,Decile 20,0.833333333333333,80,Medium Scale,4.13733614829541,80.5191837837009
135,3,75,Low Variance,Decile 20,0.8,80,Large Scale,58.0567815607448,83.6160754676894
170,1,75,Medium Variance,Decile 20,0.8,80,Small Scale,0.434917881993621,105.294317255609
320,2,75,Medium Variance,Decile 20,0.8,80,Medium Scale,10.0453347426434,198.201067775264
220,3,75,Medium Variance,Decile 20,0.8,80,Large Scale,103.419314050224,136.263234095494
185,1,75,High Variance,Decile 30,0.8,80,Small Scale,0.980200330298362,114.584992307574
290,2,75,High Variance,Decile 30,0.8,80,Medium Scale,11.7856496112448,179.619717671333
215,3,75,High Variance,Decile 30,0.833333333333333,80,Large Scale,157.468904783576,133.166342411505
120,1,75,Low Variance,Decile 30,0.8,80,Small Scale,0.282911023524634,74.3254004157239
120,2,75,Low Variance,Decile 30,0.8,80,Medium Scale,4.13733614829541,74.3254004157239
125,3,75,Low Variance,Decile 30,0.866666666666667,80,Large Scale,58.0567815607448,77.4222920997124
135,1,75,Medium Variance,Decile 30,0.8,80,Small Scale,0.434917881993621,83.6160754676894
205,2,75,Medium Variance,Decile 30,0.8,80,Medium Scale,10.0453347426434,126.972559043528
150,3,75,Medium Variance,Decile 30,0.8,80,Large Scale,103.419314050224,92.9067505196549
155,1,75,High Variance,Decile 40,0.8,80,Small Scale,0.980200330298362,96.0036422036434
200,2,75,High Variance,Decile 40,0.8,80,Medium Scale,11.7856496112448,123.87566735954
150,3,75,High Variance,Decile 40,0.8,80,Large Scale,157.468904783576,92.9067505196549
105,1,75,Low Variance,Decile 40,0.933333333333333,80,Small Scale,0.282911023524634,65.0347253637584
105,2,75,Low Variance,Decile 40,0.8,80,Medium Scale,4.13733614829541,65.0347253637584
105,3,75,Low Variance,Decile 40,0.833333333333333,80,Large Scale,58.0567815607448,65.0347253637584
105,1,75,Medium Variance,Decile 40,0.8,80,Small Scale,0.434917881993621,65.0347253637584
175,2,75,Medium Variance,Decile 40,0.8,80,Medium Scale,10.0453347426434,108.391208939597
95,3,75,Medium Variance,Decile 40,0.8,80,Large Scale,103.419314050224,58.8409419957814
145,1,75,High Variance,Decile 50,0.833333333333333,80,Small Scale,0.980200330298362,89.8098588356664
115,2,75,High Variance,Decile 50,0.8,80,Medium Scale,11.7856496112448,71.2285087317354
115,3,75,High Variance,Decile 50,0.8,80,Large Scale,157.468904783576,71.2285087317354
85,1,75,Low Variance,Decile 50,0.8,80,Small Scale,0.282911023524634,52.6471586278044
95,2,75,Low Variance,Decile 50,0.833333333333333,80,Medium Scale,4.13733614829541,58.8409419957814
95,3,75,Low Variance,Decile 50,0.833333333333333,80,Large Scale,58.0567815607448,58.8409419957814
95,1,75,Medium Variance,Decile 50,0.8,80,Small Scale,0.434917881993621,58.8409419957814
140,2,75,Medium Variance,Decile 50,0.8,80,Medium Scale,10.0453347426434,86.7129671516779
95,3,75,Medium Variance,Decile 50,0.8,80,Large Scale,103.419314050224,58.8409419957814
100,1,75,High Variance,Decile 60,0.8,80,Small Scale,0.980200330298362,61.9378336797699
90,2,75,High Variance,Decile 60,0.833333333333333,80,Medium Scale,11.7856496112448,55.7440503117929
100,3,75,High Variance,Decile 60,0.8,80,Large Scale,157.468904783576,61.9378336797699
85,1,75,Low Variance,Decile 60,0.933333333333333,80,Small Scale,0.282911023524634,52.6471586278044
85,2,75,Low Variance,Decile 60,0.8,80,Medium Scale,4.13733614829541,52.6471586278044
90,3,75,Low Variance,Decile 60,0.833333333333333,80,Large Scale,58.0567815607448,55.7440503117929
95,1,75,Medium Variance,Decile 60,0.8,80,Small Scale,0.434917881993621,58.8409419957814
130,2,75,Medium Variance,Decile 60,0.833333333333333,80,Medium Scale,10.0453347426434,80.5191837837009
95,3,75,Medium Variance,Decile 60,0.833333333333333,80,Large Scale,103.419314050224,58.8409419957814
90,1,75,High Variance,Decile 70,0.8,80,Small Scale,0.980200330298362,55.7440503117929
80,2,75,High Variance,Decile 70,0.8,80,Medium Scale,11.7856496112448,49.5502669438159
90,3,75,High Variance,Decile 70,0.866666666666667,80,Large Scale,157.468904783576,55.7440503117929
80,1,75,Low Variance,Decile 70,0.8,80,Small Scale,0.282911023524634,49.5502669438159
80,2,75,Low Variance,Decile 70,0.8,80,Medium Scale,4.13733614829541,49.5502669438159
70,3,75,Low Variance,Decile 70,0.8,80,Large Scale,58.0567815607448,43.3564835758389
85,1,75,Medium Variance,Decile 70,0.8,80,Small Scale,0.434917881993621,52.6471586278044
110,2,75,Medium Variance,Decile 70,0.833333333333333,80,Medium Scale,10.0453347426434,68.1316170477469
80,3,75,Medium Variance,Decile 70,0.8,80,Large Scale,103.419314050224,49.5502669438159
80,1,75,High Variance,Decile 80,0.833333333333333,80,Small Scale,0.980200330298362,49.5502669438159
70,2,75,High Variance,Decile 80,0.8,80,Medium Scale,11.7856496112448,43.3564835758389
65,3,75,High Variance,Decile 80,0.8,80,Large Scale,157.468904783576,40.2595918918504
80,1,75,Low Variance,Decile 80,0.8,80,Small Scale,0.282911023524634,49.5502669438159
75,2,75,Low Variance,Decile 80,0.833333333333333,80,Medium Scale,4.13733614829541,46.4533752598274
70,3,75,Low Variance,Decile 80,0.8,80,Large Scale,58.0567815607448,43.3564835758389
70,1,75,Medium Variance,Decile 80,0.833333333333333,80,Small Scale,0.434917881993621,43.3564835758389
60,2,75,Medium Variance,Decile 80,0.8,80,Medium Scale,10.0453347426434,37.1627002078619
75,3,75,Medium Variance,Decile 80,0.833333333333333,80,Large Scale,103.419314050224,46.4533752598274
60,1,75,High Variance,Decile 90,0.8,80,Small Scale,0.980200330298362,37.1627002078619
70,2,75,High Variance,Decile 90,0.833333333333333,80,Medium Scale,11.7856496112448,43.3564835758389
65,3,75,High Variance,Decile 90,0.833333333333333,80,Large Scale,157.468904783576,40.2595918918504
75,1,75,Low Variance,Decile 90,0.833333333333333,80,Small Scale,0.282911023524634,46.4533752598274
75,2,75,Low Variance,Decile 90,0.866666666666667,80,Medium Scale,4.13733614829541,46.4533752598274
70,3,75,Low Variance,Decile 90,0.833333333333333,80,Large Scale,58.0567815607448,43.3564835758389
70,1,75,Medium Variance,Decile 90,0.833333333333333,80,Small Scale,0.434917881993621,43.3564835758389
60,2,75,Medium Variance,Decile 90,0.8,80,Medium Scale,10.0453347426434,37.1627002078619
75,3,75,Medium Variance,Decile 90,0.9,80,Large Scale,103.419314050224,46.4533752598274
185,1,80,Low Variance,Decile 0,0.833333333333333,80,Small Scale,0.265048259847947,110.484799586914
180,2,80,Low Variance,Decile 0,0.833333333333333,80,Medium Scale,4.2196917880136,107.498723922403
245,3,80,Low Variance,Decile 0,0.866666666666667,80,Large Scale,57.7990538205745,146.317707561048
235,1,80,Medium Variance,Decile 0,0.8,80,Small Scale,0.452218661388853,140.345556232026
435,3,80,Medium Variance,Decile 0,0.8,80,Large Scale,106.386312922355,259.788582812473
405,1,80,High Variance,Decile 10,0.8,80,Small Scale,0.863107057750993,241.872128825406
500,3,80,High Variance,Decile 10,0.833333333333333,80,Large Scale,162.822771731927,298.607566451118
150,1,80,Low Variance,Decile 10,0.833333333333333,80,Small Scale,0.265048259847947,89.5822699353354
165,2,80,Low Variance,Decile 10,0.8,80,Medium Scale,4.2196917880136,98.540496928869
170,3,80,Low Variance,Decile 10,0.8,80,Large Scale,57.7990538205745,101.52657259338
205,1,80,Medium Variance,Decile 10,0.8,80,Small Scale,0.452218661388853,122.429102244958
425,2,80,Medium Variance,Decile 10,0.8,80,Medium Scale,11.206988794805,253.81643148345
330,3,80,Medium Variance,Decile 10,0.833333333333333,80,Large Scale,106.386312922355,197.080993857738
225,1,80,High Variance,Decile 20,0.8,80,Small Scale,0.863107057750993,134.373404903003
490,2,80,High Variance,Decile 20,0.8,80,Medium Scale,13.5763132739485,292.635415122096
365,3,80,High Variance,Decile 20,0.8,80,Large Scale,162.822771731927,217.983523509316
120,1,80,Low Variance,Decile 20,0.833333333333333,80,Small Scale,0.265048259847947,71.6658159482684
150,2,80,Low Variance,Decile 20,0.8,80,Medium Scale,4.2196917880136,89.5822699353354
125,3,80,Low Variance,Decile 20,0.833333333333333,80,Large Scale,57.7990538205745,74.6518916127795
190,1,80,Medium Variance,Decile 20,0.8,80,Small Scale,0.452218661388853,113.470875251425
390,2,80,Medium Variance,Decile 20,0.8,80,Medium Scale,11.206988794805,232.913901831872
255,3,80,Medium Variance,Decile 20,0.8,80,Large Scale,106.386312922355,152.28985889007
195,1,80,High Variance,Decile 30,0.8,80,Small Scale,0.863107057750993,116.456950915936
325,2,80,High Variance,Decile 30,0.833333333333333,80,Medium Scale,13.5763132739485,194.094918193227
285,3,80,High Variance,Decile 30,0.8,80,Large Scale,162.822771731927,170.206312877137
115,1,80,Low Variance,Decile 30,0.833333333333333,80,Small Scale,0.265048259847947,68.6797402837572
130,2,80,Low Variance,Decile 30,0.8,80,Medium Scale,4.2196917880136,77.6379672772907
110,3,80,Low Variance,Decile 30,0.833333333333333,80,Large Scale,57.7990538205745,65.693664619246
175,1,80,Medium Variance,Decile 30,0.9,80,Small Scale,0.452218661388853,104.512648257891
230,2,80,Medium Variance,Decile 30,0.8,80,Medium Scale,11.206988794805,137.359480567514
155,3,80,Medium Variance,Decile 30,0.8,80,Large Scale,106.386312922355,92.5683455998466
155,1,80,High Variance,Decile 40,0.8,80,Small Scale,0.863107057750993,92.5683455998466
290,2,80,High Variance,Decile 40,0.8,80,Medium Scale,13.5763132739485,173.192388541649
180,3,80,High Variance,Decile 40,0.8,80,Large Scale,162.822771731927,107.498723922403
115,1,80,Low Variance,Decile 40,0.866666666666667,80,Small Scale,0.265048259847947,68.6797402837572
125,2,80,Low Variance,Decile 40,0.833333333333333,80,Medium Scale,4.2196917880136,74.6518916127795
100,3,80,Low Variance,Decile 40,0.833333333333333,80,Large Scale,57.7990538205745,59.7215132902236
115,1,80,Medium Variance,Decile 40,0.8,80,Small Scale,0.452218661388853,68.6797402837572
190,2,80,Medium Variance,Decile 40,0.8,80,Medium Scale,11.206988794805,113.470875251425
125,3,80,Medium Variance,Decile 40,0.833333333333333,80,Large Scale,106.386312922355,74.6518916127795
150,1,80,High Variance,Decile 50,0.8,80,Small Scale,0.863107057750993,89.5822699353354
175,2,80,High Variance,Decile 50,0.833333333333333,80,Medium Scale,13.5763132739485,104.512648257891
120,3,80,High Variance,Decile 50,0.8,80,Large Scale,162.822771731927,71.6658159482684
105,1,80,Low Variance,Decile 50,0.833333333333333,80,Small Scale,0.265048259847947,62.7075889547348
120,2,80,Low Variance,Decile 50,0.9,80,Medium Scale,4.2196917880136,71.6658159482684
100,3,80,Low Variance,Decile 50,0.866666666666667,80,Large Scale,57.7990538205745,59.7215132902236
110,1,80,Medium Variance,Decile 50,0.833333333333333,80,Small Scale,0.452218661388853,65.693664619246
145,2,80,Medium Variance,Decile 50,0.8,80,Medium Scale,11.206988794805,86.5961942708242
120,3,80,Medium Variance,Decile 50,0.8,80,Large Scale,106.386312922355,71.6658159482684
115,1,80,High Variance,Decile 60,0.833333333333333,80,Small Scale,0.863107057750993,68.6797402837572
120,2,80,High Variance,Decile 60,0.8,80,Medium Scale,13.5763132739485,71.6658159482684
100,3,80,High Variance,Decile 60,0.8,80,Large Scale,162.822771731927,59.7215132902236
95,1,80,Low Variance,Decile 60,0.8,80,Small Scale,0.265048259847947,56.7354376257124
100,2,80,Low Variance,Decile 60,0.8,80,Medium Scale,4.2196917880136,59.7215132902236
85,3,80,Low Variance,Decile 60,0.8,80,Large Scale,57.7990538205745,50.7632862966901
110,1,80,Medium Variance,Decile 60,0.866666666666667,80,Small Scale,0.452218661388853,65.693664619246
135,2,80,Medium Variance,Decile 60,0.8,80,Medium Scale,11.206988794805,80.6240429418019
110,3,80,Medium Variance,Decile 60,0.8,80,Large Scale,106.386312922355,65.693664619246
100,1,80,High Variance,Decile 70,0.8,80,Small Scale,0.863107057750993,59.7215132902236
110,2,80,High Variance,Decile 70,0.833333333333333,80,Medium Scale,13.5763132739485,65.693664619246
90,3,80,High Variance,Decile 70,0.8,80,Large Scale,162.822771731927,53.7493619612013
85,1,80,Low Variance,Decile 70,0.866666666666667,80,Small Scale,0.265048259847947,50.7632862966901
95,2,80,Low Variance,Decile 70,0.866666666666667,80,Medium Scale,4.2196917880136,56.7354376257124
85,3,80,Low Variance,Decile 70,0.866666666666667,80,Large Scale,57.7990538205745,50.7632862966901
90,1,80,Medium Variance,Decile 70,0.8,80,Small Scale,0.452218661388853,53.7493619612013
115,2,80,Medium Variance,Decile 70,0.8,80,Medium Scale,11.206988794805,68.6797402837572
100,3,80,Medium Variance,Decile 70,0.8,80,Large Scale,106.386312922355,59.7215132902236
75,1,80,High Variance,Decile 80,0.8,80,Small Scale,0.863107057750993,44.7911349676677
70,2,80,High Variance,Decile 80,0.833333333333333,80,Medium Scale,13.5763132739485,41.8050593031565
70,3,80,High Variance,Decile 80,0.8,80,Large Scale,162.822771731927,41.8050593031565
80,1,80,Low Variance,Decile 80,0.866666666666667,80,Small Scale,0.265048259847947,47.7772106321789
80,2,80,Low Variance,Decile 80,0.8,80,Medium Scale,4.2196917880136,47.7772106321789
85,3,80,Low Variance,Decile 80,0.9,80,Large Scale,57.7990538205745,50.7632862966901
80,1,80,Medium Variance,Decile 80,0.8,80,Small Scale,0.452218661388853,47.7772106321789
75,2,80,Medium Variance,Decile 80,0.8,80,Medium Scale,11.206988794805,44.7911349676677
85,3,80,Medium Variance,Decile 80,0.866666666666667,80,Large Scale,106.386312922355,50.7632862966901
65,1,80,High Variance,Decile 90,0.833333333333333,80,Small Scale,0.863107057750993,38.8189836386454
60,2,80,High Variance,Decile 90,0.833333333333333,80,Medium Scale,13.5763132739485,35.8329079741342
70,3,80,High Variance,Decile 90,0.8,80,Large Scale,162.822771731927,41.8050593031565
80,1,80,Low Variance,Decile 90,0.9,80,Small Scale,0.265048259847947,47.7772106321789
75,2,80,Low Variance,Decile 90,0.8,80,Medium Scale,4.2196917880136,44.7911349676677
85,3,80,Low Variance,Decile 90,0.9,80,Large Scale,57.7990538205745,50.7632862966901
60,1,80,Medium Variance,Decile 90,0.8,80,Small Scale,0.452218661388853,35.8329079741342
60,2,80,Medium Variance,Decile 90,0.8,80,Medium Scale,11.206988794805,35.8329079741342
70,3,80,Medium Variance,Decile 90,0.8,80,Large Scale,106.386312922355,41.8050593031565
205,1,85,Low Variance,Decile 0,0.8,80,Small Scale,0.24716791652081,118.226125004159
230,2,85,Low Variance,Decile 0,0.8,80,Medium Scale,3.89004104694167,132.643945126617
265,3,85,Low Variance,Decile 0,0.866666666666667,80,Large Scale,54.2167547735512,152.828893298059
255,1,85,Medium Variance,Decile 0,0.8,80,Small Scale,0.394103475842347,147.061765249076
475,3,85,Medium Variance,Decile 0,0.8,80,Large Scale,106.429332773164,273.938582326709
140,1,85,Low Variance,Decile 10,0.833333333333333,80,Small Scale,0.24716791652081,80.739792685767
160,2,85,Low Variance,Decile 10,0.8,80,Medium Scale,3.89004104694167,92.2740487837337
155,3,85,Low Variance,Decile 10,0.866666666666667,80,Large Scale,54.2167547735512,89.390484759242
190,1,85,Medium Variance,Decile 10,0.8,80,Small Scale,0.394103475842347,109.575432930684
455,2,85,Medium Variance,Decile 10,0.8,80,Medium Scale,10.3169503472861,262.404326228743
