scale,original_n,source,name,power,scale2,sample_size,value,sd_item
1,20,Medium Variance,Decile 90,90,Small Scale,28.9777777777778,0.957037037037037,0.522807093747885
1,20,Medium Variance,Decile 90,95,Small Scale,38.3333333333333,0.996740740740741,0.522807093747885
1,30,High Variance,Decile 0,80,Small Scale,935.8,0.808,0.80130273588579
1,30,High Variance,Decile 0,85,Small Scale,765.866666666667,0.874555555555556,0.770817389152664
1,30,High Variance,Decile 0,90,Small Scale,886.286597938144,0.912,0.770817389152664
1,30,High Variance,Decile 0,95,Small Scale,390.2,0.9795,0.707781701587989
1,30,High Variance,Decile 10,80,Small Scale,229.088888888889,0.820851851851852,0.862184800146039
1,30,High Variance,Decile 10,85,Small Scale,269.155555555556,0.881111111111111,0.862184800146039
1,30,High Variance,Decile 10,90,Small Scale,302.088888888889,0.912259259259259,0.862184800146039
1,30,High Variance,Decile 10,95,Small Scale,376.533333333333,0.974111111111111,0.862184800146039
1,30,High Variance,Decile 20,80,Small Scale,128.511111111111,0.830333333333334,0.862184800146039
1,30,High Variance,Decile 20,85,Small Scale,151.666666666667,0.888777777777778,0.862184800146039
1,30,High Variance,Decile 20,90,Small Scale,166.533333333333,0.917555555555556,0.862184800146039
1,30,High Variance,Decile 20,95,Small Scale,202.977777777778,0.977037037037037,0.862184800146039
1,30,High Variance,Decile 30,80,Small Scale,98.1777777777778,0.838777777777778,0.862184800146039
1,30,High Variance,Decile 30,85,Small Scale,116,0.896407407407408,0.862184800146039
1,30,High Variance,Decile 30,90,Small Scale,126.244444444444,0.922703703703704,0.862184800146039
1,30,High Variance,Decile 30,95,Small Scale,153.688888888889,0.979407407407407,0.862184800146039
1,30,High Variance,Decile 40,80,Small Scale,76.1333333333333,0.851555555555556,0.862184800146039
1,30,High Variance,Decile 40,85,Small Scale,88.5777777777778,0.901814814814815,0.862184800146039
1,30,High Variance,Decile 40,90,Small Scale,96.3333333333333,0.929592592592593,0.862184800146039
1,30,High Variance,Decile 40,95,Small Scale,117.822222222222,0.981333333333333,0.862184800146039
1,30,High Variance,Decile 50,80,Small Scale,63.6888888888889,0.857814814814815,0.862184800146039
1,30,High Variance,Decile 50,85,Small Scale,74.2,0.902740740740741,0.862184800146039
1,30,High Variance,Decile 50,90,Small Scale,81.8666666666667,0.934222222222222,0.862184800146039
1,30,High Variance,Decile 50,95,Small Scale,99.8222222222222,0.984111111111111,0.862184800146039
1,30,High Variance,Decile 60,80,Small Scale,54.1777777777778,0.872481481481482,0.862184800146039
1,30,High Variance,Decile 60,85,Small Scale,61.9777777777778,0.916703703703704,0.862184800146039
1,30,High Variance,Decile 60,90,Small Scale,68.0444444444445,0.943037037037037,0.862184800146039
1,30,High Variance,Decile 60,95,Small Scale,82.4222222222222,0.984148148148148,0.862184800146039
1,30,High Variance,Decile 70,80,Small Scale,41.7555555555556,0.868222222222222,0.862184800146039
1,30,High Variance,Decile 70,85,Small Scale,50.1111111111111,0.918037037037037,0.862184800146039
1,30,High Variance,Decile 70,90,Small Scale,54.4222222222222,0.938407407407407,0.862184800146039
1,30,High Variance,Decile 70,95,Small Scale,68.3555555555556,0.988185185185185,0.862184800146039
1,30,High Variance,Decile 80,80,Small Scale,39.9333333333333,0.904296296296296,0.862184800146039
1,30,High Variance,Decile 80,85,Small Scale,42.5555555555556,0.922,0.862184800146039
1,30,High Variance,Decile 80,90,Small Scale,46.7333333333333,0.943444444444444,0.862184800146039
1,30,High Variance,Decile 80,95,Small Scale,59.1111111111111,0.986777777777778,0.862184800146039
1,30,High Variance,Decile 90,80,Small Scale,34.2,0.926259259259259,0.862184800146039
1,30,High Variance,Decile 90,85,Small Scale,39.1111111111111,0.963888888888889,0.862184800146039
1,30,High Variance,Decile 90,90,Small Scale,39.9111111111111,0.968111111111111,0.862184800146039
1,30,High Variance,Decile 90,95,Small Scale,45.0888888888889,0.985555555555555,0.862184800146039
1,30,Low Variance,Decile 0,80,Small Scale,103.577777777778,0.873703703703704,0.3363555355974
1,30,Low Variance,Decile 0,85,Small Scale,111.044444444444,0.914074074074074,0.3363555355974
1,30,Low Variance,Decile 0,90,Small Scale,116.333333333333,0.938074074074074,0.3363555355974
1,30,Low Variance,Decile 0,95,Small Scale,131.4,0.983555555555555,0.3363555355974
1,30,Low Variance,Decile 10,80,Small Scale,68.1333333333333,0.882777777777778,0.3363555355974
1,30,Low Variance,Decile 10,85,Small Scale,75.3555555555556,0.935777777777778,0.3363555355974
1,30,Low Variance,Decile 10,90,Small Scale,79.4,0.957518518518519,0.3363555355974
1,30,Low Variance,Decile 10,95,Small Scale,88.1333333333333,0.988518518518519,0.3363555355974
1,30,Low Variance,Decile 20,80,Small Scale,60.6222222222222,0.898888888888889,0.3363555355974
1,30,Low Variance,Decile 20,85,Small Scale,65.3777777777778,0.933851851851852,0.3363555355974
1,30,Low Variance,Decile 20,90,Small Scale,68.9777777777778,0.954074074074074,0.3363555355974
1,30,Low Variance,Decile 20,95,Small Scale,78.2888888888889,0.988962962962963,0.3363555355974
1,30,Low Variance,Decile 30,80,Small Scale,58.6222222222222,0.930518518518518,0.3363555355974
1,30,Low Variance,Decile 30,85,Small Scale,60.9333333333333,0.948555555555556,0.3363555355974
1,30,Low Variance,Decile 30,90,Small Scale,63.2222222222222,0.961666666666667,0.3363555355974
1,30,Low Variance,Decile 30,95,Small Scale,70.3555555555556,0.98662962962963,0.3363555355974
1,30,Low Variance,Decile 40,80,Small Scale,53.5555555555556,0.915185185185185,0.3363555355974
1,30,Low Variance,Decile 40,85,Small Scale,58.7777777777778,0.959037037037037,0.3363555355974
1,30,Low Variance,Decile 40,90,Small Scale,60.9111111111111,0.971592592592593,0.3363555355974
1,30,Low Variance,Decile 40,95,Small Scale,65.7777777777778,0.989148148148148,0.3363555355974
1,30,Low Variance,Decile 50,80,Small Scale,46.8444444444444,0.88962962962963,0.3363555355974
1,30,Low Variance,Decile 50,85,Small Scale,53.4222222222222,0.945296296296296,0.3363555355974
1,30,Low Variance,Decile 50,90,Small Scale,56.7333333333333,0.966222222222222,0.3363555355974
1,30,Low Variance,Decile 50,95,Small Scale,63.3333333333333,0.992962962962963,0.3363555355974
1,30,Low Variance,Decile 60,80,Small Scale,43.2444444444444,0.889592592592593,0.3363555355974
1,30,Low Variance,Decile 60,85,Small Scale,48.9777777777778,0.936518518518518,0.3363555355974
1,30,Low Variance,Decile 60,90,Small Scale,52.5777777777778,0.959518518518519,0.3363555355974
1,30,Low Variance,Decile 60,95,Small Scale,61,0.993481481481481,0.3363555355974
1,30,Low Variance,Decile 70,80,Small Scale,40.2,0.912777777777778,0.3363555355974
1,30,Low Variance,Decile 70,85,Small Scale,43.2888888888889,0.937703703703704,0.3363555355974
1,30,Low Variance,Decile 70,90,Small Scale,45.9111111111111,0.953851851851852,0.3363555355974
1,30,Low Variance,Decile 70,95,Small Scale,54.9555555555556,0.989666666666667,0.3363555355974
1,30,Low Variance,Decile 80,80,Small Scale,40,0.950592592592593,0.3363555355974
1,30,Low Variance,Decile 80,85,Small Scale,40.2888888888889,0.953074074074074,0.3363555355974
1,30,Low Variance,Decile 80,90,Small Scale,41.1777777777778,0.958888888888889,0.3363555355974
1,30,Low Variance,Decile 80,95,Small Scale,48.9333333333333,0.988259259259259,0.3363555355974
1,30,Low Variance,Decile 90,80,Small Scale,39.7777777777778,0.979296296296296,0.3363555355974
1,30,Low Variance,Decile 90,85,Small Scale,39.9777777777778,0.981185185185185,0.3363555355974
1,30,Low Variance,Decile 90,90,Small Scale,40,0.981259259259259,0.3363555355974
1,30,Low Variance,Decile 90,95,Small Scale,41.6444444444444,0.987185185185185,0.3363555355974
1,30,Medium Variance,Decile 0,80,Small Scale,164.422222222222,0.840074074074074,0.521913964585115
1,30,Medium Variance,Decile 0,85,Small Scale,179.911111111111,0.895,0.521913964585115
1,30,Medium Variance,Decile 0,90,Small Scale,189.311111111111,0.919,0.521913964585115
1,30,Medium Variance,Decile 0,95,Small Scale,220.266666666667,0.972814814814815,0.521913964585115
1,30,Medium Variance,Decile 10,80,Small Scale,109.288888888889,0.85462962962963,0.521913964585115
1,30,Medium Variance,Decile 10,85,Small Scale,120.088888888889,0.90362962962963,0.521913964585115
1,30,Medium Variance,Decile 10,90,Small Scale,127.888888888889,0.930592592592593,0.521913964585115
1,30,Medium Variance,Decile 10,95,Small Scale,148.311111111111,0.974962962962963,0.521913964585115
1,30,Medium Variance,Decile 20,80,Small Scale,81.6,0.868814814814815,0.521913964585115
1,30,Medium Variance,Decile 20,85,Small Scale,89.6666666666667,0.913296296296296,0.521913964585115
1,30,Medium Variance,Decile 20,90,Small Scale,95.2222222222222,0.935703703703704,0.521913964585115
1,30,Medium Variance,Decile 20,95,Small Scale,111.511111111111,0.977444444444444,0.521913964585115
1,30,Medium Variance,Decile 30,80,Small Scale,69.8666666666667,0.875592592592593,0.521913964585115
1,30,Medium Variance,Decile 30,85,Small Scale,77.3333333333333,0.922185185185185,0.521913964585115
1,30,Medium Variance,Decile 30,90,Small Scale,81.8222222222222,0.942296296296296,0.521913964585115
1,30,Medium Variance,Decile 30,95,Small Scale,95.0666666666667,0.979,0.521913964585115
1,30,Medium Variance,Decile 40,80,Small Scale,59.6666666666667,0.885703703703704,0.521913964585115
1,30,Medium Variance,Decile 40,85,Small Scale,64.3777777777778,0.915851851851852,0.521913964585115
1,30,Medium Variance,Decile 40,90,Small Scale,69.2444444444444,0.941296296296296,0.521913964585115
1,30,Medium Variance,Decile 40,95,Small Scale,81.5333333333333,0.981888888888889,0.521913964585115
1,30,Medium Variance,Decile 50,80,Small Scale,56.1555555555556,0.914814814814815,0.521913964585115
1,30,Medium Variance,Decile 50,85,Small Scale,59.8666666666667,0.93937037037037,0.521913964585115
1,30,Medium Variance,Decile 50,90,Small Scale,61.2888888888889,0.946851851851852,0.521913964585115
1,30,Medium Variance,Decile 50,95,Small Scale,71.9111111111111,0.981703703703704,0.521913964585115
1,30,Medium Variance,Decile 60,80,Small Scale,45.5333333333333,0.87337037037037,0.521913964585115
1,30,Medium Variance,Decile 60,85,Small Scale,54.5333333333333,0.940148148148148,0.521913964585115
1,30,Medium Variance,Decile 60,90,Small Scale,57.8444444444444,0.957259259259259,0.521913964585115
1,30,Medium Variance,Decile 60,95,Small Scale,65.5555555555556,0.982740740740741,0.521913964585115
1,30,Medium Variance,Decile 70,80,Small Scale,40.2222222222222,0.89437037037037,0.521913964585115
1,30,Medium Variance,Decile 70,85,Small Scale,43.6222222222222,0.919481481481481,0.521913964585115
1,30,Medium Variance,Decile 70,90,Small Scale,48.1333333333333,0.945592592592593,0.521913964585115
1,30,Medium Variance,Decile 70,95,Small Scale,59.4666666666667,0.986703703703704,0.521913964585115
1,30,Medium Variance,Decile 80,80,Small Scale,39.9777777777778,0.932777777777778,0.521913964585115
1,30,Medium Variance,Decile 80,85,Small Scale,40.6222222222222,0.937814814814815,0.521913964585115
1,30,Medium Variance,Decile 80,90,Small Scale,42.6666666666667,0.950111111111111,0.521913964585115
1,30,Medium Variance,Decile 80,95,Small Scale,52.4888888888889,0.98437037037037,0.521913964585115
1,30,Medium Variance,Decile 90,80,Small Scale,39.2222222222222,0.963703703703704,0.521913964585115
1,30,Medium Variance,Decile 90,85,Small Scale,39.9333333333333,0.969296296296296,0.521913964585115
1,30,Medium Variance,Decile 90,90,Small Scale,40.0222222222222,0.969851851851852,0.521913964585115
1,30,Medium Variance,Decile 90,95,Small Scale,44.0888888888889,0.983666666666667,0.521913964585115
1,40,High Variance,Decile 0,80,Small Scale,725.8,0.823888888888889,0.74995217084353
1,40,High Variance,Decile 0,85,Small Scale,793.2,0.879111111111111,0.74995217084353
1,40,High Variance,Decile 0,90,Small Scale,866.694444444445,0.911333333333333,0.74995217084353
1,40,High Variance,Decile 0,95,Small Scale,377.9,0.974,0.662841884936857
1,40,High Variance,Decile 10,80,Small Scale,317.4,0.822444444444445,0.854910440193195
1,40,High Variance,Decile 10,85,Small Scale,356.955555555556,0.880074074074074,0.854910440193195
1,40,High Variance,Decile 10,90,Small Scale,387.577777777778,0.908703703703704,0.854910440193195
1,40,High Variance,Decile 10,95,Small Scale,506.377777777778,0.969925925925926,0.854910440193195
1,40,High Variance,Decile 20,80,Small Scale,169.355555555556,0.832407407407407,0.854910440193195
1,40,High Variance,Decile 20,85,Small Scale,192.355555555556,0.888333333333333,0.854910440193195
1,40,High Variance,Decile 20,90,Small Scale,207.355555555556,0.915148148148148,0.854910440193195
1,40,High Variance,Decile 20,95,Small Scale,262.777777777778,0.970740740740741,0.854910440193195
1,40,High Variance,Decile 30,80,Small Scale,119.444444444444,0.842666666666667,0.854910440193195
1,40,High Variance,Decile 30,85,Small Scale,134.866666666667,0.893925925925926,0.854910440193195
1,40,High Variance,Decile 30,90,Small Scale,145.022222222222,0.918185185185185,0.854910440193195
1,40,High Variance,Decile 30,95,Small Scale,185.555555555556,0.972333333333333,0.854910440193195
1,40,High Variance,Decile 40,80,Small Scale,90.6666666666667,0.850925925925926,0.854910440193195
1,40,High Variance,Decile 40,85,Small Scale,102.444444444444,0.899407407407407,0.854910440193195
1,40,High Variance,Decile 40,90,Small Scale,110.733333333333,0.923962962962963,0.854910440193195
1,40,High Variance,Decile 40,95,Small Scale,141.244444444444,0.973703703703704,0.854910440193195
1,40,High Variance,Decile 50,80,Small Scale,74.4444444444445,0.851,0.854910440193195
1,40,High Variance,Decile 50,85,Small Scale,86.0444444444445,0.908444444444445,0.854910440193195
1,40,High Variance,Decile 50,90,Small Scale,92.5555555555556,0.930481481481482,0.854910440193195
1,40,High Variance,Decile 50,95,Small Scale,116.311111111111,0.973814814814815,0.854910440193195
1,40,High Variance,Decile 60,80,Small Scale,66.5777777777778,0.863185185185185,0.854910440193195
1,40,High Variance,Decile 60,85,Small Scale,75.1555555555556,0.906925925925926,0.854910440193195
1,40,High Variance,Decile 60,90,Small Scale,81.7555555555556,0.931666666666667,0.854910440193195
1,40,High Variance,Decile 60,95,Small Scale,102.511111111111,0.975222222222222,0.854910440193195
1,40,High Variance,Decile 70,80,Small Scale,59.3555555555556,0.886333333333333,0.854910440193195
1,40,High Variance,Decile 70,85,Small Scale,64.2444444444444,0.912444444444444,0.854910440193195
1,40,High Variance,Decile 70,90,Small Scale,68.5555555555556,0.930703703703704,0.854910440193195
1,40,High Variance,Decile 70,95,Small Scale,87.6888888888889,0.976111111111111,0.854910440193195
1,40,High Variance,Decile 80,80,Small Scale,46.6888888888889,0.866407407407407,0.854910440193195
1,40,High Variance,Decile 80,85,Small Scale,56.8222222222222,0.930481481481482,0.854910440193195
1,40,High Variance,Decile 80,90,Small Scale,59.4888888888889,0.943037037037037,0.854910440193195
1,40,High Variance,Decile 80,95,Small Scale,73.8222222222222,0.978444444444444,0.854910440193195
1,40,High Variance,Decile 90,80,Small Scale,40.1555555555556,0.883555555555556,0.854910440193195
1,40,High Variance,Decile 90,85,Small Scale,44.0222222222222,0.911444444444444,0.854910440193195
1,40,High Variance,Decile 90,90,Small Scale,49.9333333333333,0.942111111111111,0.854910440193195
1,40,High Variance,Decile 90,95,Small Scale,63.0888888888889,0.979777777777778,0.854910440193195
1,40,Low Variance,Decile 0,80,Small Scale,104.911111111111,0.869518518518519,0.28759376646784
1,40,Low Variance,Decile 0,85,Small Scale,113.6,0.917518518518519,0.28759376646784
1,40,Low Variance,Decile 0,90,Small Scale,118.622222222222,0.937222222222222,0.28759376646784
1,40,Low Variance,Decile 0,95,Small Scale,135.177777777778,0.981407407407407,0.28759376646784
1,40,Low Variance,Decile 10,80,Small Scale,79.8,0.875407407407407,0.28759376646784
1,40,Low Variance,Decile 10,85,Small Scale,87.2888888888889,0.925333333333333,0.28759376646784
1,40,Low Variance,Decile 10,90,Small Scale,92,0.948925925925926,0.28759376646784
1,40,Low Variance,Decile 10,95,Small Scale,103.155555555556,0.984222222222222,0.28759376646784
1,40,Low Variance,Decile 20,80,Small Scale,71.6222222222222,0.890925925925926,0.28759376646784
1,40,Low Variance,Decile 20,85,Small Scale,77.3555555555556,0.930777777777778,0.28759376646784
1,40,Low Variance,Decile 20,90,Small Scale,80.9555555555556,0.949370370370371,0.28759376646784
1,40,Low Variance,Decile 20,95,Small Scale,91.3555555555556,0.984111111111111,0.28759376646784
1,40,Low Variance,Decile 30,80,Small Scale,63.9111111111111,0.874851851851852,0.28759376646784
1,40,Low Variance,Decile 30,85,Small Scale,71.4666666666667,0.930296296296296,0.28759376646784
1,40,Low Variance,Decile 30,90,Small Scale,76.1555555555556,0.955777777777778,0.28759376646784
1,40,Low Variance,Decile 30,95,Small Scale,85.2222222222222,0.986407407407407,0.28759376646784
1,40,Low Variance,Decile 40,80,Small Scale,60.3777777777778,0.879740740740741,0.28759376646784
