"RT" "zRT" "Pp" "Type" "Prime" "Target" "accTarget" "accPrime"
0.573253632 -0.230550709718387 6 "R" "ridder" "harnas" 1 1
2.86697197 5.08700981985973 6 "R" "mixer" "keuken" 1 1
0.626987159 -0.10597949382125 6 "R" "chemie" "fysica" 1 1
0.520202219 -0.353540570824492 6 "R" "gamba" "scampi" 1 1
0.533380389 -0.322989427956108 6 "R" "patrijs" "jacht" 1 1
0.453283161 -0.508679994703201 6 "R" "vijgen" "dadels" 1 1
0.400325 -0.631453668343614 6 "R" "arbeid" "werk" 1 1
0.480196983 -0.446285290350756 6 "R" "oester" "mossel" 1 1
0.53325671 -0.323276154777725 6 "R" "specht" "snavel" 1 1
0.533275425 -0.323232767521468 6 "R" "radijs" "bitter" 1 1
2.080298424 3.26325311504986 6 "R" "servet" "tafel" 1 1
0.586862683 -0.199000649170972 6 "R" "cement" "mortel" 1 1
0.453281462 -0.508683933519571 6 "R" "oven" "pizza" 1 1
0.53368932 -0.322273228732887 6 "U" "ezel" "vijver" 1 1
0.480202854 -0.446271679526204 6 "U" "erwt" "balken" 1 1
0.453549653 -0.508062182429927 6 "U" "satijn" "gevaar" 1 1
0.573269904 -0.230512986104504 6 "U" "tenor" "bezem" 1 0
0.466997772 -0.476885212874972 6 "U" "alarm" "zetel" 1 1
0.493526906 -0.415382336298899 6 "U" "nonkel" "strand" 1 1
0.599947333 -0.168666315076572 6 "U" "taxi" "gewei" 1 1
0.493517548 -0.415404031086185 6 "U" "wrat" "terras" 1 1
0.88019079 0.481026160641744 6 "U" "sober" "getal" 1 1
0.666611612 -0.0141175490531547 6 "U" "eclair" "veulen" 1 1
2.39992094 4.00423863506275 6 "U" "libel" "karig" 1 0
0.560286105 -0.260613515861169 6 "U" "absurd" "tijger" 1 1
0.480200469 -0.446277208706336 6 "U" "heks" "glad" 1 1
0.546578526 -0.292391995301688 6 "U" "lepel" "hevig" 1 1
1.533265948 1.99505978259764 6 "U" "zomer" "smal" 1 1
0.466626167 -0.477746710142468 6 "U" "orgel" "gebak" 1 1
1.346971273 1.56317013240006 6 "U" "poema" "stad" 1 1
0.466868758 -0.477184307904556 6 "U" "eland" "pakje" 1 1
0.706878424 -0.0909907291752185 7 "R" "soepel" "lenig" 1 1
0.733284712 -0.0472154586363389 7 "R" "karton" "papier" 1 1
0.426856816 -0.555199164943703 7 "R" "pyjama" "nacht" 1 1
0.760203958 -0.00258982718247258 7 "R" "slap" "zwak" 1 0
0.599952757 -0.268247752217426 7 "R" "vracht" "lading" 1 1
0.45351848 -0.511000542455881 7 "R" "matras" "zacht" 1 1
0.466853261 -0.48889468472034 7 "R" "hagel" "winter" 1 1
4.146556854 5.61116831112605 7 "R" "netjes" "proper" 1 1
0.45353651 -0.510970653055 7 "R" "cape" "mantel" 1 1
0.386594087 -0.621945079954878 7 "R" "fazant" "vogel" 1 1
0.533522904 -0.37837246141294 7 "R" "louter" "alleen" 1 0
0.746824205 -0.0247702376710041 7 "R" "ekster" "zwart" 1 0
0.573271036 -0.312479624384309 7 "R" "marmer" "hard" 1 1
0.680242121 -0.135147309228446 7 "R" "ajuin" "wenen" 1 1
0.520128191 -0.400577671981182 7 "R" "cactus" "plant" 1 1
0.586618781 -0.290352275456698 7 "R" "sabel" "degen" 1 0
1.173248649 0.68213886672456 7 "R" "slogan" "leuze" 1 1
0.453294724 -0.511371476054526 7 "R" "saldo" "geld" 1 1
0.707230389 -0.0904072559094866 7 "U" "hengst" "opera" 1 1
0.599933803 -0.268279173387936 7 "U" "paniek" "geluid" 1 1
0.546864748 -0.356254894923189 7 "U" "lepra" "zijde" 1 0
0.58697027 -0.289769591284412 7 "U" "ijzel" "tante" 1 1
0.573245585 -0.312521816017244 7 "U" "okapi" "wapen" 1 0
0.600127876 -0.267957447059749 7 "U" "nummer" "scherp" 1 1
0.613511264 -0.24577101061602 7 "U" "vallei" "bizar" 1 0
0.906389236 0.239750182638345 7 "U" "matrak" "sappig" 1 1
1.666880369 1.5004614605542 7 "U" "venkel" "kerk" 1 1
0.533504784 -0.378402500012162 7 "U" "sauna" "lelijk" 1 0
0.600167871 -0.267891144974988 7 "U" "zakmes" "anijs" 1 1
0.359942228 -0.666127448112381 7 "U" "klank" "ziekte" 1 1
0.546858847 -0.356264677361048 7 "U" "tenger" "bestek" 1 1
0.640193462 -0.201538347697932 7 "U" "cadeau" "warm" 1 1
0.48016569 -0.466825881221544 7 "U" "sofa" "bergen" 1 1
0.453656137 -0.51077234027856 7 "U" "ananas" "brand" 1 1
0.546607614 -0.356681161213049 7 "U" "intens" "wortel" 1 0
0.720199704 -0.0689072528485131 7 "U" "balkon" "zebra" 1 1
0.573673964 -0.311811666729386 7 "R" "boete" "straf" 0 1
0.586849511 -0.289969780644423 7 "R" "nerts" "pels" 1 1
3.44014883 4.44011381223414 7 "R" "gezag" "macht" 1 1
0.613672197 -0.245504222432326 7 "R" "appel" "gezond" 1 1
1.546547651 1.30097877350903 7 "R" "kever" "insect" 1 1
0.85352838 0.152119604939701 7 "R" "ridder" "harnas" 1 1
0.426614881 -0.555600234949371 7 "R" "mixer" "keuken" 1 1
0.480326116 -0.466559933521834 7 "R" "chemie" "fysica" 1 1
0.906627297 0.240144830484333 7 "R" "gamba" "scampi" 1 0
0.559872746 -0.334690764757707 7 "R" "patrijs" "jacht" 0 1
0.693262875 -0.113562032684836 7 "R" "vijgen" "dadels" 1 0
0.626577675 -0.224110045754272 7 "R" "arbeid" "werk" 1 1
0.533545375 -0.378335209902835 7 "R" "oester" "mossel" 0 1
0.427000582 -0.55496083551458 7 "R" "specht" "snavel" 1 1
0.626596749 -0.224078425652641 7 "R" "radijs" "bitter" 1 0
0.413515747 -0.577315446669967 7 "R" "servet" "tafel" 1 1
1.226850033 0.770997061630954 7 "R" "cement" "mortel" 0 1
0.706796527 -0.0911264946918002 7 "R" "oven" "pizza" 1 0
0.720177531 -0.0689440103463354 7 "U" "ezel" "vijver" 1 1
0.666595578 -0.157769993331014 7 "U" "erwt" "balken" 1 1
0.640241742 -0.201458311077048 7 "U" "satijn" "gevaar" 0 1
0.493276179 -0.445091845643654 7 "U" "tenor" "bezem" 0 0
0.413272411 -0.577718839196469 7 "U" "alarm" "zetel" 1 1
0.453669429 -0.510750305341427 7 "U" "nonkel" "strand" 1 1
0.546846449 -0.356285230261332 7 "U" "taxi" "gewei" 0 1
0.480193675 -0.466779488826444 7 "U" "wrat" "terras" 1 1
0.520194411 -0.400467895157757 7 "U" "sober" "getal" 1 1
1.146831989 0.638346401905817 7 "U" "eclair" "veulen" 1 1
1.559929371 1.32316244481018 7 "U" "libel" "karig" 0 0
0.66661638 -0.157735508621246 7 "U" "absurd" "tijger" 1 1
2.026539564 2.096689849903 7 "U" "heks" "glad" 1 1
0.479966581 -0.467155956025762 7 "U" "lepel" "hevig" 1 1
0.520235777 -0.400399320284943 7 "U" "zomer" "smal" 1 1
0.986611128 0.372738773289207 7 "U" "orgel" "gebak" 1 1
0.586848795 -0.28997096760011 7 "U" "poema" "stad" 1 1
0.613276184 -0.24616071668142 7 "U" "eland" "pakje" 1 0
0.613266528 0.165917073998795 8 "R" "soepel" "lenig" 1 1
0.453516752 -0.685626037555184 8 "R" "karton" "papier" 1 1
0.480170071 -0.543551032739523 8 "R" "pyjama" "nacht" 1 1
0.453279853 -0.686888823122934 8 "R" "slap" "zwak" 1 1
0.533415437 -0.259727632326927 8 "R" "vracht" "lading" 1 1
0.466856182 -0.614520462242474 8 "R" "matras" "zacht" 1 1
0.480019182 -0.544355343654859 8 "R" "hagel" "winter" 1 1
0.586647034 0.024022372695724 8 "R" "netjes" "proper" 1 1
0.546619534 -0.189343446970445 8 "R" "cape" "mantel" 1 1
0.466619551 -0.615781819241373 8 "R" "fazant" "vogel" 1 1
0.693531394 0.593767400011792 8 "R" "louter" "alleen" 1 1
0.466859162 -0.614504577409732 8 "R" "ekster" "zwart" 1 1
0.640186548 0.309413723370593 8 "R" "marmer" "hard" 1 1
0.573642135 -0.0452999915491257 8 "R" "ajuin" "wenen" 1 1
0.466971725 -0.613904562501005 8 "R" "cactus" "plant" 1 1
0.693644345 0.594369483147064 8 "R" "sabel" "degen" 1 1
0.826612055 1.30315130647561 8 "R" "slogan" "leuze" 0 1
0.506909788 -0.401015485044903 8 "R" "saldo" "geld" 1 1
0.533667684 -0.258383034540073 8 "U" "hengst" "opera" 1 1
0.519947469 -0.331518376978923 8 "U" "paniek" "geluid" 1 1
0.626968622 0.23895582279532 8 "U" "lepra" "zijde" 1 1
0.506602645 -0.402652704904993 8 "U" "ijzel" "tante" 1 1
0.440200776 -0.756606591771536 8 "U" "okapi" "wapen" 1 0
0.546808481 -0.188336268617351 8 "U" "nummer" "scherp" 1 1
0.573525071 -0.0459239989518714 8 "U" "vallei" "bizar" 1 1
0.626840353 0.238272087355366 8 "U" "matrak" "sappig" 1 0
0.50661248 -0.402600279626461 8 "U" "venkel" "kerk" 1 1
0.506646276 -0.402420130697814 8 "U" "sauna" "lelijk" 1 1
0.693521798 0.593716248718168 8 "U" "zakmes" "anijs" 1 1
0.506607711 -0.40262570068933 8 "U" "klank" "ziekte" 1 1
0.599930227 0.0948281777604651 8 "U" "tenger" "bestek" 1 0
0.547004819 -0.187289692680767 8 "U" "cadeau" "warm" 1 1
0.600191891 0.096222972684883 8 "U" "sofa" "bergen" 1 1
0.533676803 -0.258334425885784 8 "U" "ananas" "brand" 1 1
0.546868384 -0.18801695682682 8 "U" "intens" "wortel" 1 1
0.506615102 -0.40258630310584 8 "U" "balkon" "zebra" 1 1
0.466594994 -0.615912719858038 8 "R" "boete" "straf" 1 1
0.733276844 0.805629757572238 8 "R" "nerts" "pels" 1 1
0.506590843 -0.40271561523923 8 "R" "gezag" "macht" 1 1
0.466843247 -0.614589412011443 8 "R" "appel" "gezond" 1 1
0.666575909 0.450081705138914 8 "R" "kever" "insect" 1 1
0.626587689 0.236925266758023 8 "R" "ridder" "harnas" 1 1
0.506872892 -0.401212158463988 8 "R" "mixer" "keuken" 1 1
0.773529172 1.02019401857259 8 "R" "chemie" "fysica" 1 1
0.546853125 -0.188098294633135 8 "R" "gamba" "scampi" 1 1
0.693277717 0.592415179637413 8 "R" "patrijs" "jacht" 0 0
0.480332732 -0.542683971404373 8 "R" "vijgen" "dadels" 1 1
0.493263602 -0.473756217321638 8 "R" "arbeid" "werk" 1 1
0.493578404 -0.472078171309208 8 "R" "oester" "mossel" 1 1
0.519937575 -0.33157111675582 8 "R" "specht" "snavel" 1 1
0.760190964 0.949094957107398 8 "R" "radijs" "bitter" 1 1
0.519937754 -0.33157016259976 8 "R" "servet" "tafel" 1 1
1.38683331 4.28939994222566 8 "R" "cement" "mortel" 1 1
0.453372866 -0.686393019113575 8 "R" "oven" "pizza" 1 1
0.506626189 -0.402527204065364 8 "U" "ezel" "vijver" 1 1
0.599957287 0.0949724205705371 8 "U" "erwt" "balken" 1 1
0.65353334 0.38055854168285 8 "U" "satijn" "gevaar" 1 1
0.506605566 -0.402637134570617 8 "U" "tenor" "bezem" 1 1
0.373663276 -1.11128345707758 8 "U" "alarm" "zetel" 1 1
0.453284621 -0.686863407390546 8 "U" "nonkel" "strand" 1 1
1.626835465 5.56872681807906 8 "U" "taxi" "gewei" 1 1
0.480334222 -0.542676028988002 8 "U" "wrat" "terras" 1 1
0.69339031 0.593015354460563 8 "U" "sober" "getal" 1 1
0.840189993 1.37552824409966 8 "U" "eclair" "veulen" 1 1
0.720181584 0.735825725753073 8 "U" "libel" "karig" 1 1
0.480180383 -0.543496064821657 8 "U" "absurd" "tijger" 1 1
0.439937145 -0.75801187175166 8 "U" "heks" "glad" 1 1
0.533657074 -0.258439590941213 8 "U" "lepel" "hevig" 1 1
0.666641772 0.450432786594929 8 "U" "zomer" "smal" 1 1
0.493280649 -0.473665348615677 8 "U" "orgel" "gebak" 1 1
0.426855206 -0.827744896236273 8 "U" "poema" "stad" 1 1
0.453503281 -0.685697844461854 8 "U" "eland" "pakje" 1 1
0.640321672 -0.534175133450269 9 "R" "soepel" "lenig" 1 1
0.946602702 0.431524472343718 9 "R" "karton" "papier" 1 1
0.54698205 -0.828473595781938 9 "R" "pyjama" "nacht" 1 1
0.573641598 -0.744416431045859 9 "R" "slap" "zwak" 1 1
0.626848757 -0.576655037296733 9 "R" "vracht" "lading" 1 1
0.880192459 0.222133947942704 9 "R" "matras" "zacht" 1 0
0.933636487 0.390642186182737 9 "R" "hagel" "winter" 1 1
0.54685986 -0.828858859063938 9 "R" "netjes" "proper" 1 1
1.026832938 0.684489232446421 9 "R" "cape" "mantel" 1 1
0.560336232 -0.78636805534706 9 "R" "fazant" "vogel" 1 1
0.613280773 -0.619434692309057 9 "R" "louter" "alleen" 1 1
0.573277414 -0.745564697868772 9 "R" "ekster" "zwart" 1 1
0.626600444 -0.57743796455218 9 "R" "marmer" "hard" 1 1
0.613273203 -0.619458560408285 9 "R" "ajuin" "wenen" 1 1
0.666498125 -0.451641160180084 9 "R" "cactus" "plant" 1 1
0.93366766 0.390740474195584 9 "R" "sabel" "degen" 0 0
2.666583538 5.85459887985245 9 "R" "slogan" "leuze" 0 1
0.800199389 -0.0300830312324378 9 "R" "saldo" "geld" 1 1
0.920188606 0.348241214171952 9 "U" "hengst" "opera" 1 1
0.70687294 -0.324339959287867 9 "U" "paniek" "geluid" 1 1
0.546606898 -0.829656444548357 9 "U" "lepra" "zijde" 1 1
0.533276141 -0.871688126301012 9 "U" "ijzel" "tante" 0 1
1.16019237 1.10496957010008 9 "U" "okapi" "wapen" 1 0
0.599947929 -0.661472954342173 9 "U" "nummer" "scherp" 1 1
0.573660612 -0.744356480182091 9 "U" "vallei" "bizar" 1 1
0.71993351 -0.283160173192578 9 "U" "matrak" "sappig" 1 0
0.60017854 -0.660745841233693 9 "U" "venkel" "kerk" 1 1
0.586598337 -0.703564022574216 9 "U" "sauna" "lelijk" 1 1
0.599942088 -0.661491370929702 9 "U" "zakmes" "anijs" 1 0
0.573498368 -0.744868033139982 9 "U" "klank" "ziekte" 1 1
0.760186076 -0.156244421608497 9 "U" "tenger" "bestek" 1 1
0.560203671 -0.786786018240301 9 "U" "cadeau" "warm" 1 1
0.666617155 -0.451265860331844 9 "U" "sofa" "bergen" 1 1
0.839946687 0.0952396177412062 9 "U" "ananas" "brand" 1 1
0.800184429 -0.0301301998935288 9 "U" "intens" "wortel" 1 1
0.626995564 -0.576192156973953 9 "U" "balkon" "zebra" 1 1
0.759916008 -0.157095942060604 9 "R" "boete" "straf" 1 1
0.706608474 -0.325173816715948 9 "R" "nerts" "pels" 1 0
1.253530383 1.39926295927829 9 "R" "gezag" "macht" 1 1
0.986962259 0.558777564985205 9 "R" "appel" "gezond" 1 1
0.999957025 0.599749872031401 9 "R" "kever" "insect" 0 1
0.800325334 -0.0296859284903849 9 "R" "ridder" "harnas" 1 1
0.866857588 0.180089294808248 9 "R" "mixer" "keuken" 1 1
0.999938071 0.599690110346754 9 "R" "chemie" "fysica" 1 1
0.599935055 -0.661513545875788 9 "R" "gamba" "scampi" 1 1
0.706819773 -0.324507594060877 9 "R" "patrijs" "jacht" 0 0
0.893524289 0.264169012848658 9 "R" "vijgen" "dadels" 1 1
0.560332537 -0.786379705627991 9 "R" "arbeid" "werk" 1 1
0.720383286 -0.281742036046129 9 "R" "oester" "mossel" 1 1
1.213524699 1.2731256230276 9 "R" "specht" "snavel" 1 1
0.773282468 -0.114951689271389 9 "R" "radijs" "bitter" 1 1
0.666592717 -0.451342912988244 9 "R" "servet" "tafel" 1 1
0.720341861 -0.281872648464959 9 "R" "cement" "mortel" 1 1
0.560192108 -0.7868224762101 9 "R" "oven" "pizza" 1 1
0.759952307 -0.156981491844766 9 "U" "ezel" "vijver" 1 1
1.053638935 0.769008148736518 9 "U" "erwt" "balken" 1 1
1.573449016 2.40796172777287 9 "U" "satijn" "gevaar" 1 1
0.73352921 -0.240293130037821 9 "U" "tenor" "bezem" 1 0
0.533279657 -0.871677040404461 9 "U" "alarm" "zetel" 1 1
0.733657479 -0.239888699757775 9 "U" "nonkel" "strand" 1 1
1.252934575 1.39738438537272 9 "U" "taxi" "gewei" 1 1
0.613270879 -0.619465887946278 9 "U" "wrat" "terras" 1 1
0.627018273 -0.576120555829253 9 "U" "sober" "getal" 1 1
1.200186968 1.23107195235499 9 "U" "eclair" "veulen" 1 0
0.999933898 0.599676952938817 9 "U" "libel" "karig" 1 1
0.986888111 0.558543777426209 9 "U" "absurd" "tijger" 1 1
0.8666085 0.179303923989141 9 "U" "heks" "glad" 1 1
0.666626275 -0.451237105105297 9 "U" "lepel" "hevig" 1 1
0.893515944 0.26414270118577 9 "U" "zomer" "smal" 1 1
1.440197706 1.98782229720307 9 "U" "orgel" "gebak" 1 1
0.679930747 -0.409288299573014 9 "U" "poema" "stad" 1 1
0.747009456 -0.197790111655631 9 "U" "eland" "pakje" 1 1
0.493520796 -0.652066900987423 10 "R" "soepel" "lenig" 1 1
0.306883365 -1.46081964515448 10 "R" "karton" "papier" 1 1
1.733268142 4.72010878091706 10 "R" "pyjama" "nacht" 0 1
0.520184696 -0.536524685368328 10 "R" "slap" "zwak" 1 1
0.613267541 -0.133170406833349 10 "R" "vracht" "lading" 1 0
0.560183883 -0.363196901775436 10 "R" "matras" "zacht" 1 1
0.400182962 -1.05652611893556 10 "R" "hagel" "winter" 1 0
0.573277771 -0.306457383903396 10 "R" "netjes" "proper" 1 1
0.680227697 0.156986876326288 10 "R" "cape" "mantel" 1 0
0.560172319 -0.36324701185616 10 "R" "fazant" "vogel" 1 1
0.426836759 -0.941027682471217 10 "R" "louter" "alleen" 0 1
0.533281922 -0.479770702998756 10 "R" "ekster" "zwart" 1 0
0.400384039 -1.05565479545737 10 "R" "marmer" "hard" 1 1
0.493265629 -0.653172611724895 10 "R" "ajuin" "wenen" 0 1
0.453271389 -0.826478958568449 10 "R" "cactus" "plant" 1 1
0.813516319 0.734564151319672 10 "R" "sabel" "degen" 1 1
0.63994354 -0.0175757628273049 10 "R" "slogan" "leuze" 0 0
0.439933956 -0.884273825766843 10 "R" "saldo" "geld" 1 1
0.519949377 -0.537544389111489 10 "U" "hengst" "opera" 1 1
0.586885691 -0.247490420077122 10 "U" "paniek" "geluid" 1 1
0.533275902 -0.479796789360393 10 "U" "lepra" "zijde" 1 1
0.49328348 -0.653095258296064 10 "U" "ijzel" "tante" 1 1
0.48020348 -0.709774595538469 10 "U" "okapi" "wapen" 1 1
0.640189946 -0.0165080159792504 10 "U" "nummer" "scherp" 1 0
0.53363359 -0.478246826150946 10 "U" "vallei" "bizar" 1 0
0.586650252 -0.248510643814203 10 "U" "matrak" "sappig" 1 1
0.706813216 0.272189444916913 10 "U" "venkel" "kerk" 1 0
0.573520005 -0.305407715510615 10 "U" "sauna" "lelijk" 1 1
0.773538589 0.561329346972897 10 "U" "zakmes" "anijs" 1 1
0.506609857 -0.595348299870801 10 "U" "klank" "ziekte" 1 0
0.640235782 -0.0163093956350729 10 "U" "tenger" "bestek" 1 1
0.520145476 -0.536694636714402 10 "U" "cadeau" "warm" 1 1
0.63993901 -0.0175953925977719 10 "U" "sofa" "bergen" 1 0
0.493299633 -0.653025262781196 10 "U" "ananas" "brand" 1 1
0.6268363 -0.0743731386894716 10 "U" "intens" "wortel" 1 1
0.626820505 -0.0744415828891464 10 "U" "balkon" "zebra" 1 1
0.893273115 1.0801728927461 10 "R" "boete" "straf" 0 1
1.186611652 2.35129168975044 10 "R" "nerts" "pels" 1 0
0.853559077 0.908080740371508 10 "R" "gezag" "macht" 1 1
0.613511145 -0.132114801843319 10 "R" "appel" "gezond" 1 1
0.560193241 -0.363156350916268 10 "R" "kever" "insect" 1 1
0.64019084 -0.0165041420245488 10 "R" "ridder" "harnas" 1 1
0.639919996 -0.017677785634341 10 "R" "mixer" "keuken" 1 1
0.54687953 -0.420848423983311 10 "R" "chemie" "fysica" 1 1
0.653270662 0.0401744238935418 10 "R" "gamba" "scampi" 1 1
0.666600525 0.0979364881421703 10 "R" "patrijs" "jacht" 1 0
0.586857796 -0.247611296997028 10 "R" "vijgen" "dadels" 1 1
0.560202062 -0.363118127029891 10 "R" "arbeid" "werk" 1 1
0.600199878 -0.189796284367531 10 "R" "oester" "mossel" 1 1
0.746807694 0.445496823081741 10 "R" "specht" "snavel" 1 0
0.626833141 -0.0743868275294067 10 "R" "radijs" "bitter" 1 1
0.53366226 -0.478122590936975 10 "R" "servet" "tafel" 1 1
0.906395137 1.1370343231926 10 "R" "cement" "mortel" 1 1
0.640199244 -0.0164677251170427 10 "R" "oven" "pizza" 1 1
0.679943621 0.155755894720289 10 "U" "ezel" "vijver" 1 1
0.666607201 0.0979654171372339 10 "U" "erwt" "balken" 1 1
0.560191035 -0.363165910137825 10 "U" "satijn" "gevaar" 1 1
0.546863139 -0.420919450819453 10 "U" "tenor" "bezem" 1 1
0.640433788 -0.0154513796679462 10 "U" "alarm" "zetel" 1 1
0.706865966 0.272418025577427 10 "U" "nonkel" "strand" 1 1
0.600194395 -0.189820043756377 10 "U" "taxi" "gewei" 1 1
1.693497896 4.5477730633905 10 "U" "wrat" "terras" 1 0
0.840185523 0.850129350670016 10 "U" "sober" "getal" 1 1
0.986604035 1.4846021503779 10 "U" "eclair" "veulen" 1 0
0.627004623 -0.073643747551654 10 "U" "libel" "karig" 0 1
0.57350415 -0.30547641970725 10 "U" "absurd" "tijger" 1 1
0.519943357 -0.537570475473125 10 "U" "heks" "glad" 1 1
0.706600785 0.271268921347361 10 "U" "lepel" "hevig" 1 1
0.879984081 1.02258775209535 10 "U" "zomer" "smal" 1 1
0.533694863 -0.477981312922287 10 "U" "orgel" "gebak" 1 0
0.560253799 -0.362893935984714 10 "U" "poema" "stad" 1 1
0.466994286 -0.76701376690134 10 "U" "eland" "pakje" 1 1
0.493187994 -0.843613451030576 11 "R" "hengst" "veulen" 1 1
0.480260998 -0.947437486908531 11 "R" "matrak" "wapen" 1 0
0.573260009 -0.200509689090826 11 "R" "eland" "gewei" 1 0
0.546584249 -0.414757845685885 11 "R" "erwt" "wortel" 1 1
0.573260784 -0.200503464626317 11 "R" "ijzel" "glad" 1 1
0.493547618 -0.840725106740954 11 "R" "sauna" "warm" 1 1
0.453650892 -1.16115833899669 11 "R" "wrat" "lelijk" 1 1
0.546599686 -0.41463386238444 11 "R" "orgel" "kerk" 1 1
0.560164332 -0.305688497740113 11 "R" "cadeau" "pakje" 1 1
0.746591628 1.19161484083399 11 "R" "sober" "karig" 1 1
0.53348577 -0.519959158786209 11 "R" "ezel" "balken" 1 1
0.559926808 -0.307596187685857 11 "R" "satijn" "zijde" 1 1
0.79992342 1.6199527072682 11 "R" "eclair" "gebak" 1 1
0.466604531 -1.05712031807627 11 "R" "poema" "tijger" 1 1
0.613280118 0.120914502009384 11 "R" "paniek" "brand" 1 1
0.480193734 -0.947977722238479 11 "R" "klank" "geluid" 1 1
0.533658087 -0.518575183236872 11 "R" "zakmes" "scherp" 1 1
0.653262496 0.442035654051044 11 "R" "intens" "hevig" 1 1
0.613640726 0.12381074936104 11 "U" "cement" "pels" 1 1
0.680183709 0.658255182887447 11 "U" "sabel" "leuze" 1 1
0.54684484 -0.412664891581662 11 "U" "soepel" "zwart" 1 1
0.720154703 0.97928490356915 11 "U" "vracht" "degen" 1 1
0.4668293 -1.05531507076899 11 "U" "matras" "vogel" 1 1
0.53352356 -0.5196556458652 11 "U" "servet" "winter" 1 1
0.640182972 0.336986579305251 11 "U" "kever" "fysica" 1 1
0.546590626 -0.414706628382438 11 "U" "mixer" "snavel" 1 1
0.64019078 0.33704928978123 11 "U" "vijgen" "lenig" 1 1
1.026833534 3.44239651532745 11 "U" "ajuin" "werk" 1 1
0.679931164 0.656226850772174 11 "U" "fazant" "lading" 1 1
0.533251524 -0.521840521254973 11 "U" "gezag" "proper" 1 1
0.453505158 -1.16232881139759 11 "U" "gamba" "mantel" 1 1
0.7601825 1.30077084135729 11 "U" "nerts" "pizza" 1 1
0.933633506 2.69385423598441 11 "U" "ridder" "mortel" 1 1
0.533531308 -0.519593417283247 11 "U" "patrijs" "hard" 1 1
1.106849432 4.08504956981581 11 "U" "netjes" "macht" 1 1
0.666492879 0.548296362979173 11 "U" "karton" "jacht" 1 1
0.560193658 -0.305452964003106 11 "R" "heks" "bezem" 1 1
0.506843328 -0.733939719628366 11 "R" "zomer" "strand" 1 1
0.559922159 -0.307633526441342 11 "R" "okapi" "zebra" 1 1
0.546595454 -0.414667851976441 11 "R" "libel" "vijver" 1 1
0.693260729 0.763284146589201 11 "R" "sofa" "zetel" 1 1
0.533272028 -0.521675842002993 11 "R" "lepra" "ziekte" 1 1
0.519931853 -0.628818352747034 11 "R" "tenger" "smal" 1 1
0.50654 -0.73637591881608 11 "R" "alarm" "gevaar" 1 1
0.533640921 -0.518713053117846 11 "R" "nummer" "getal" 1 1
0.61365658 0.12393808182597 11 "R" "taxi" "stad" 1 1
0.493505508 -0.841063316031869 11 "R" "balkon" "terras" 1 1
0.586983144 -0.0902914094071308 11 "R" "vallei" "bergen" 1 1
0.54680115 -0.413015790748608 11 "R" "absurd" "bizar" 1 1
0.45364055 -1.16124140146372 11 "R" "venkel" "anijs" 1 1
0.82657063 1.83397156262233 11 "R" "lepel" "bestek" 1 1
0.626589596 0.227810467737914 11 "R" "nonkel" "tante" 1 1
0.600186467 0.0157519653150573 11 "R" "tenor" "opera" 1 1
0.613312602 0.121175399435318 11 "R" "ananas" "sappig" 1 1
0.533255756 -0.521806531662973 11 "U" "boete" "mossel" 1 1
0.493253589 -0.843086620386132 11 "U" "appel" "wenen" 1 1
0.533642471 -0.518700604188829 11 "U" "louter" "harnas" 1 1
0.560186565 -0.305509931908603 11 "U" "marmer" "gezond" 1 1
0.65325433 0.441970068274041 11 "U" "oester" "straf" 1 1
0.666988313 0.552275474397724 11 "U" "chemie" "dadels" 1 1
0.560178518 -0.30557456192912 11 "U" "cactus" "zwak" 1 1
0.546844065 -0.41267111604617 11 "U" "slogan" "geld" 1 1
0.613223672 0.12046115217241 11 "U" "pyjama" "scampi" 1 1
0.533264279 -0.521738078616512 11 "U" "specht" "keuken" 1 1
0.506843209 -0.733940675384852 11 "U" "saldo" "plant" 1 1
0.613517463 0.122820754304616 11 "U" "slap" "nacht" 1 1
0.586591959 -0.093433237986246 11 "U" "radijs" "papier" 1 1
0.866960585 2.15836619669114 11 "U" "ekster" "tafel" 1 1
0.559880555 -0.307967671759301 11 "U" "hagel" "alleen" 1 1
0.573240101 -0.200669581528811 11 "U" "cape" "bitter" 1 1
0.58659178 -0.0934346756367587 11 "U" "oven" "insect" 1 0
0.573256195 -0.200540321487775 11 "U" "arbeid" "zacht" 1 1
0.66697073 0.0205155373806959 12 "R" "hengst" "veulen" 1 1
0.613250196 -0.183027203022684 12 "R" "matrak" "wapen" 1 1
0.693499327 0.121030236889024 12 "R" "eland" "gewei" 1 1
0.560157478 -0.384191199590251 12 "R" "erwt" "wortel" 1 1
0.520199835 -0.535587463750245 12 "R" "ijzel" "glad" 1 1
0.546919763 -0.434347826621898 12 "R" "sauna" "warm" 1 1
0.559928417 -0.385059093116022 12 "R" "wrat" "lelijk" 1 1
0.613245845 -0.183043688608317 12 "R" "orgel" "kerk" 1 1
0.62698102 -0.131002226037971 12 "R" "cadeau" "pakje" 1 1
0.733284295 0.271772249497848 12 "R" "sober" "karig" 1 1
1.06658864 1.53463534333183 12 "R" "ezel" "balken" 1 1
0.626590014 -0.13248371601635 12 "R" "satijn" "zijde" 1 1
0.746843517 0.323147040441248 12 "R" "eclair" "gebak" 1 1
0.586589515 -0.284042358079786 12 "R" "poema" "tijger" 1 1
0.573653162 -0.333057148968601 12 "R" "paniek" "brand" 1 1
