"RT" "zRT" "Pp" "Type" "Prime" "Target" "accTarget" "accPrime"
0.506629765 -0.587003356884622 12 "R" "klank" "geluid" 1 1
0.53326875 -0.486070406209476 12 "R" "zakmes" "scherp" 1 1
0.560198009 -0.384037630922983 12 "R" "intens" "hevig" 1 1
0.613260925 -0.182986551713042 12 "U" "cement" "pels" 1 1
0.62706691 -0.130676795803542 12 "U" "sabel" "leuze" 1 1
0.546989501 -0.434083595003682 12 "U" "soepel" "zwart" 1 1
0.746844172 0.323149522183052 12 "U" "vracht" "degen" 1 1
0.573270977 -0.33450521689438 12 "U" "matras" "vogel" 1 1
0.653261781 -0.0314265570055991 12 "U" "servet" "winter" 1 1
0.733254671 0.271660006567766 12 "U" "kever" "fysica" 1 1
0.560195565 -0.384046891040493 12 "U" "mixer" "snavel" 1 1
0.58694917 -0.28267965449423 12 "U" "vijgen" "lenig" 1 1
0.533497393 -0.485204096451757 12 "U" "ajuin" "werk" 1 1
0.65326345 -0.0314202333001473 12 "U" "fazant" "lading" 1 1
0.640171349 -0.0810251407118614 12 "U" "gezag" "proper" 1 1
0.546581686 -0.435628772917915 12 "U" "gamba" "mantel" 1 1
0.840362787 0.677483959287282 12 "U" "nerts" "pizza" 1 1
0.773246527 0.423185901006145 12 "U" "ridder" "mortel" 1 1
0.613241851 -0.183058821549944 12 "U" "patrijs" "hard" 1 1
0.800194144 0.52528823326369 12 "U" "netjes" "macht" 1 1
0.680128038 0.070367508819612 12 "U" "karton" "jacht" 1 1
0.720311224 0.222618337089092 12 "R" "heks" "bezem" 1 1
0.586790383 -0.283281285541316 12 "R" "zomer" "strand" 1 1
2.253220797 6.03068821366543 12 "R" "okapi" "zebra" 1 0
0.506899118 -0.585982800243174 12 "R" "libel" "vijver" 1 1
0.493637621 -0.636229535341362 12 "R" "sofa" "zetel" 1 1
0.53325659 -0.486116479461899 12 "R" "lepra" "ziekte" 1 1
0.546610475 -0.435519693735019 12 "R" "tenger" "smal" 1 1
0.693257391 0.120113561033898 12 "R" "alarm" "gevaar" 1 1
0.653268039 -0.0314028459518438 12 "R" "nummer" "getal" 1 1
0.599933684 -0.233482385487819 12 "R" "taxi" "stad" 1 1
0.679922342 0.069588143381249 12 "R" "balkon" "terras" 1 1
1.933452487 4.81911205711499 12 "R" "vallei" "bergen" 1 1
0.626588345 -0.132490039721801 12 "R" "absurd" "bizar" 1 1
0.52018261 -0.535652727876314 12 "R" "venkel" "anijs" 1 1
0.666976213 0.0205363120223932 12 "R" "lepel" "bestek" 1 1
0.506598234 -0.587122825282827 12 "R" "nonkel" "tante" 1 1
0.560177267 -0.384116220676418 12 "R" "tenor" "opera" 1 1
0.586562157 -0.284146015319901 12 "R" "ananas" "sappig" 1 1
0.586608827 -0.283969186480213 12 "U" "boete" "mossel" 1 1
0.866576791 0.776806691468335 12 "U" "appel" "wenen" 1 1
0.693619251 0.121484619185375 12 "U" "louter" "harnas" 1 1
0.506988585 -0.585643817046252 12 "U" "marmer" "gezond" 1 1
0.546862423 -0.43456508322502 12 "U" "oester" "straf" 1 1
0.613607824 -0.181672179575505 12 "U" "chemie" "dadels" 1 1
0.519989073 -0.536386023851172 12 "U" "cactus" "zwak" 1 1
0.573271513 -0.334503186033911 12 "U" "slogan" "geld" 1 1
0.679939806 0.0696543130589072 12 "U" "pyjama" "scampi" 1 1
0.573260486 -0.334544966441351 12 "U" "specht" "keuken" 1 1
0.519940317 -0.536570756375445 12 "U" "saldo" "plant" 1 1
0.546573579 -0.435659489682504 12 "U" "slap" "nacht" 1 1
0.680176616 0.0705515669163413 12 "U" "radijs" "papier" 1 1
0.613518655 -0.182010033674629 12 "U" "ekster" "tafel" 1 1
0.666601479 0.019116475330481 12 "U" "hagel" "alleen" 1 1
0.560183287 -0.384093411385334 12 "U" "cape" "bitter" 1 1
0.546842992 -0.434638705705928 12 "U" "oven" "insect" 1 1
0.613254607 -0.183010490101924 12 "U" "arbeid" "zacht" 1 1
0.439867556 -1.17072617736519 13 "R" "hengst" "veulen" 1 1
0.480301678 -0.832336450387252 13 "R" "matrak" "wapen" 1 1
1.200277567 5.19308051079737 13 "R" "eland" "gewei" 1 1
0.560186386 -0.163788125538444 13 "R" "erwt" "wortel" 1 1
0.400289506 -1.50195151060772 13 "R" "ijzel" "glad" 1 1
0.546853423 -0.275370558548291 13 "R" "sauna" "warm" 1 1
0.573260725 -0.0543700947814759 13 "R" "wrat" "lelijk" 1 0
0.506602585 -0.612226397323601 13 "R" "orgel" "kerk" 1 1
0.560188353 -0.163771663882792 13 "R" "cadeau" "pakje" 1 1
0.640317798 0.506824844097367 13 "R" "sober" "karig" 1 1
0.666595399 0.726739851229838 13 "R" "ezel" "balken" 1 1
0.66683799 0.728770074669766 13 "R" "satijn" "zijde" 1 0
0.466846794 -0.944939229873346 13 "R" "eclair" "gebak" 1 0
0.50698328 -0.609040393257237 13 "R" "poema" "tijger" 1 1
0.62691766 0.394680229227612 13 "R" "paniek" "brand" 1 1
0.693676233 0.953377047002133 13 "R" "klank" "geluid" 1 1
0.533265352 -0.389087968706148 13 "R" "zakmes" "scherp" 1 1
0.573648214 -0.0511272323071296 13 "R" "intens" "hevig" 1 1
0.440183252 -1.16808414439986 13 "U" "cement" "pels" 1 1
0.400197953 -1.50271770987561 13 "U" "sabel" "leuze" 1 1
0.560201943 -0.163657930328997 13 "U" "soepel" "zwart" 1 0
0.52016592 -0.498716000645263 13 "U" "vracht" "degen" 1 0
0.439976066 -1.16981806640697 13 "U" "matras" "vogel" 1 1
0.573557913 -0.0518829536935324 13 "U" "servet" "winter" 1 1
0.679924071 0.838286373225752 13 "U" "kever" "fysica" 1 1
0.533271492 -0.389036583568525 13 "U" "mixer" "snavel" 1 1
0.506596029 -0.612281263929832 13 "U" "vijgen" "lenig" 1 1
0.973255098 3.29314878227443 13 "U" "ajuin" "werk" 1 1
0.480193138 -0.833244812412924 13 "U" "fazant" "lading" 1 1
0.679878891 0.83790826564956 13 "U" "gezag" "proper" 1 1
0.60017848 0.170902306714197 13 "U" "gamba" "mantel" 1 0
0.65350008 0.617146240637799 13 "U" "nerts" "pizza" 1 0
0.733273089 1.28475976605869 13 "U" "ridder" "mortel" 1 1
0.426866889 -1.279527653422 13 "U" "patrijs" "hard" 1 1
0.573273718 -0.0542613574698897 13 "U" "netjes" "macht" 1 1
0.613638818 0.283550730262278 13 "U" "karton" "jacht" 1 1
0.599918306 0.168724932643189 13 "R" "heks" "bezem" 1 1
0.599926651 0.168794771238216 13 "R" "zomer" "strand" 1 1
0.78657186 1.73081264602353 13 "R" "okapi" "zebra" 1 1
0.480124444 -0.8338197066546 13 "R" "libel" "vijver" 1 0
0.506601274 -0.612237368971064 13 "R" "sofa" "zetel" 1 1
0.586841941 0.0592899464645883 13 "R" "lepra" "ziekte" 1 1
0.53329289 -0.388857505527016 13 "R" "tenger" "smal" 1 1
0.546597898 -0.277509025533824 13 "R" "alarm" "gevaar" 1 1
0.546857476 -0.27533663933611 13 "R" "nummer" "getal" 1 1
0.520176649 -0.498626210557061 13 "R" "taxi" "stad" 1 1
0.533634961 -0.385994742430613 13 "R" "balkon" "terras" 1 1
0.613518953 0.282547590275111 13 "R" "vallei" "bergen" 1 1
0.533264577 -0.389094454615213 13 "R" "absurd" "bizar" 1 1
0.58683002 0.0591901806297987 13 "R" "venkel" "anijs" 1 1
0.626969695 0.395115705715596 13 "R" "lepel" "bestek" 1 1
0.573642313 -0.0511766172740862 13 "R" "nonkel" "tante" 1 1
0.613459289 0.282048267335183 13 "R" "tenor" "opera" 1 0
0.666595221 0.726738361562982 13 "R" "ananas" "sappig" 1 1
0.666584194 0.726646077538133 13 "U" "boete" "mossel" 1 1
0.573243082 -0.0545177475474515 13 "U" "appel" "wenen" 1 1
0.626957774 0.395015939880806 13 "U" "louter" "harnas" 1 1
0.640293002 0.506617328482952 13 "U" "marmer" "gezond" 1 1
0.49326387 -0.723856968332081 13 "U" "oester" "straf" 1 1
0.693261862 0.949909211356843 13 "U" "chemie" "dadels" 1 1
0.533466339 -0.38740592560265 13 "U" "cactus" "zwak" 1 1
0.467216015 -0.941849250736801 13 "U" "slogan" "geld" 1 1
0.666602135 0.726796224240755 13 "U" "pyjama" "scampi" 1 1
0.520193994 -0.498481051727733 13 "U" "specht" "keuken" 1 1
0.573652387 -0.0510923088251586 13 "U" "saldo" "plant" 1 1
0.49352324 -0.721686322868671 13 "U" "slap" "nacht" 1 1
0.466856241 -0.944860168734075 13 "U" "radijs" "papier" 1 1
0.533525825 -0.386908092329579 13 "U" "ekster" "tafel" 1 1
0.640325725 0.506891184485956 13 "U" "hagel" "alleen" 1 1
0.573640585 -0.0511910787590718 13 "U" "cape" "bitter" 1 1
0.466976404 -0.94385453481026 13 "U" "oven" "insect" 1 1
0.627076149 0.39600661018474 13 "U" "arbeid" "zacht" 1 1
0.506618559 -0.631313628230763 14 "R" "soepel" "lenig" 1 1
0.759916604 1.30120893836188 14 "R" "karton" "papier" 1 1
0.626978993 0.286969238223593 14 "R" "pyjama" "nacht" 1 1
0.453249425 -1.03849030349688 14 "R" "slap" "zwak" 1 1
0.813515306 1.71013708920913 14 "R" "vracht" "lading" 1 1
0.586984754 -0.0181644607009268 14 "R" "matras" "zacht" 1 1
0.493707269 -0.729819557436895 14 "R" "hagel" "winter" 1 1
0.57359761 -0.120300890069047 14 "R" "netjes" "proper" 1 1
0.599911869 0.0804622044138325 14 "R" "cape" "mantel" 1 1
0.653510153 0.48938716615462 14 "R" "fazant" "vogel" 1 1
0.586842477 -0.0192499547212503 14 "R" "louter" "alleen" 1 1
0.613457561 0.183808266441723 14 "R" "ekster" "zwart" 1 1
0.56017375 -0.222717442004062 14 "R" "marmer" "hard" 1 1
0.653251827 0.487416283100478 14 "R" "ajuin" "wenen" 1 1
0.586586297 -0.0212044649943549 14 "R" "cactus" "plant" 1 1
0.680200696 0.693021097328906 14 "R" "sabel" "degen" 1 1
0.733648896 1.10080100200112 14 "R" "slogan" "leuze" 1 1
0.519934416 -0.529721078844838 14 "R" "saldo" "geld" 1 1
0.74685055 1.20152224630187 14 "U" "hengst" "opera" 1 1
0.733259499 1.0978301204459 14 "U" "paniek" "geluid" 1 1
0.733662724 1.10090650191546 14 "U" "lepra" "zijde" 1 1
0.746854901 1.20155544200098 14 "U" "ijzel" "tante" 1 1
0.480165362 -0.833136742029453 14 "U" "okapi" "wapen" 1 0
0.640180826 0.387691848194339 14 "U" "nummer" "scherp" 1 1
0.533650339 -0.425076249394429 14 "U" "vallei" "bizar" 1 1
0.453271776 -1.0383197778543 14 "U" "matrak" "sappig" 1 1
0.613265753 0.182344878564201 14 "U" "venkel" "kerk" 1 0
0.57351464 -0.12093390481399 14 "U" "sauna" "lelijk" 1 1
0.653272629 0.487574990738472 14 "U" "zakmes" "anijs" 1 1
0.519933522 -0.529727899565363 14 "U" "klank" "ziekte" 1 1
0.653269649 0.487552255003387 14 "U" "tenger" "bestek" 1 1
0.707013428 0.897587262306613 14 "U" "cadeau" "warm" 1 1
0.733509243 1.09973552763477 14 "U" "sofa" "bergen" 1 1
0.573262572 -0.122857042824454 14 "U" "ananas" "brand" 1 1
0.520186305 -0.527799306504367 14 "U" "intens" "wortel" 1 1
0.586976647 -0.0182263125815741 14 "U" "balkon" "zebra" 1 1
0.466582179 -0.936768839441249 14 "R" "boete" "straf" 1 1
0.533511639 -0.42613445290321 14 "R" "nerts" "pels" 1 0
0.440308541 -1.13722201838894 14 "R" "gezag" "macht" 1 1
0.48018083 -0.833018729831372 14 "R" "appel" "gezond" 1 1
1.040296435 3.44035040163267 14 "R" "kever" "insect" 1 1
0.519973516 -0.529422767689875 14 "R" "ridder" "harnas" 1 1
0.493255466 -0.733266561906094 14 "R" "mixer" "keuken" 1 1
0.480322212 -0.831940064161015 14 "R" "chemie" "fysica" 1 1
0.520179749 -0.527849325121552 14 "R" "gamba" "scampi" 1 0
0.546955228 -0.32356737972072 14 "R" "patrijs" "jacht" 1 1
0.506601691 -0.631442321646668 14 "R" "vijgen" "dadels" 1 1
0.413254172 -1.34363173867488 14 "R" "arbeid" "werk" 1 1
0.480196059 -0.832902541069762 14 "R" "oester" "mossel" 1 1
0.466856688 -0.934674489138495 14 "R" "specht" "snavel" 1 1
0.533643186 -0.425130822788072 14 "R" "radijs" "bitter" 1 1
0.453251839 -1.03847188602557 14 "R" "servet" "tafel" 1 1
0.546843112 -0.324422762161892 14 "R" "cement" "mortel" 1 1
0.453279674 -1.03825952052689 14 "R" "oven" "pizza" 1 1
0.507017434 -0.62827043483087 14 "U" "ezel" "vijver" 1 1
0.705893695 0.889044325107637 14 "U" "erwt" "balken" 1 1
0.559928238 -0.224590561397341 14 "U" "satijn" "gevaar" 1 1
0.933504105 2.6255845882447 14 "U" "tenor" "bezem" 1 0
0.386855036 -1.54504239724727 14 "U" "alarm" "zetel" 1 1
0.506851673 -0.629535098650762 14 "U" "nonkel" "strand" 1 1
0.600165784 0.082399434002384 14 "U" "taxi" "gewei" 1 1
0.653333187 0.488037014444923 14 "U" "wrat" "terras" 1 1
0.480187714 -0.832966208757439 14 "U" "sober" "getal" 1 1
0.519963622 -0.529498253382131 14 "U" "eclair" "veulen" 1 1
1.026980996 3.33876104135321 14 "U" "libel" "karig" 1 0
0.559929073 -0.224584190813853 14 "U" "absurd" "tijger" 1 1
0.400145143 -1.4436463059749 14 "U" "heks" "glad" 1 1
0.720196068 0.998163440410423 14 "U" "lepel" "hevig" 1 1
0.626849532 0.285981523123014 14 "U" "zomer" "smal" 1 1
0.533255637 -0.428087605135762 14 "U" "orgel" "gebak" 1 1
0.453652948 -1.03541164845381 14 "U" "poema" "stad" 1 1
0.679933667 0.690983815247102 14 "U" "eland" "pakje" 1 1
0.560181737 -0.189827888540092 15 "R" "soepel" "lenig" 1 1
0.54650712 -0.244066054274717 15 "R" "karton" "papier" 1 0
1.40014863 3.14176549752202 15 "R" "pyjama" "nacht" 1 1
0.493258476 -0.455268223843055 15 "R" "slap" "zwak" 1 1
0.600188732 -0.0311465868733369 15 "R" "vracht" "lading" 1 1
0.520175993 -0.348504228316848 15 "R" "matras" "zacht" 1 1
0.480153322 -0.50724770631264 15 "R" "hagel" "winter" 1 0
0.613259435 0.0206962512538347 15 "R" "netjes" "proper" 1 1
0.533272982 -0.296557131004611 15 "R" "cape" "mantel" 1 1
0.38685739 -0.877290993242165 15 "R" "fazant" "vogel" 1 1
0.426624238 -0.719562195969988 15 "R" "louter" "alleen" 1 0
0.706965446 0.392366050484675 15 "R" "ekster" "zwart" 1 1
0.586972177 -0.0835679234658566 15 "R" "marmer" "hard" 0 1
0.41327554 -0.77250765648749 15 "R" "ajuin" "wenen" 1 1
0.480429351 -0.506152881744642 15 "R" "cactus" "plant" 1 1
0.519744575 -0.350215378324552 15 "R" "sabel" "degen" 1 0
0.546803534 -0.242890375887669 15 "R" "slogan" "leuze" 0 0
0.519934714 -0.349461222607092 15 "R" "saldo" "geld" 1 1
0.693521917 0.339044458080278 15 "U" "hengst" "opera" 1 0
0.586577773 -0.0851322634044742 15 "U" "paniek" "geluid" 1 1
0.546874106 -0.242610463416832 15 "U" "lepra" "zijde" 1 1
0.613651872 0.0222527894037807 15 "U" "ijzel" "tante" 1 1
0.800165772 0.762030131614636 15 "U" "okapi" "wapen" 1 0
0.439936727 -0.666760352618735 15 "U" "nummer" "scherp" 1 1
0.559843779 -0.191168344511571 15 "U" "vallei" "bizar" 1 1
0.626846612 0.0745876003125829 15 "U" "matrak" "sappig" 0 0
0.453269243 -0.613879075397768 15 "U" "venkel" "kerk" 1 1
0.613246918 0.0206466045894708 15 "U" "sauna" "lelijk" 1 1
0.600163341 -0.0312472961850614 15 "U" "zakmes" "anijs" 1 1
1.973476648 5.41577873391382 15 "U" "klank" "ziekte" 1 1
0.573272407 -0.137905854523542 15 "U" "tenger" "bestek" 1 1
0.679928005 0.285126395728848 15 "U" "cadeau" "warm" 1 1
0.573275983 -0.137891670895535 15 "U" "sofa" "bergen" 1 1
0.413675338 -0.770921922116694 15 "U" "ananas" "brand" 1 1
1.613494039 3.98796569838055 15 "U" "intens" "wortel" 1 1
0.586595714 -0.0850611033177644 15 "U" "balkon" "zebra" 1 1
0.519925296 -0.349498577587118 15 "R" "boete" "straf" 1 1
0.600185931 -0.0311576965886748 15 "R" "nerts" "pels" 1 0
0.733271778 0.496705879153082 15 "R" "gezag" "macht" 1 1
0.400285542 -0.824030391231465 15 "R" "appel" "gezond" 1 1
0.533364236 -0.296195186712061 15 "R" "kever" "insect" 1 1
0.8133201 0.814204654834673 15 "R" "ridder" "harnas" 1 1
0.546599329 -0.243700322128492 15 "R" "mixer" "keuken" 1 1
0.533663988 -0.295006268685671 15 "R" "chemie" "fysica" 1 1
0.453515351 -0.612902927656839 15 "R" "gamba" "scampi" 1 0
0.719928741 0.443782872080252 15 "R" "patrijs" "jacht" 1 1
0.613500655 0.0216530115300824 15 "R" "vijgen" "dadels" 1 1
0.773496151 0.65624937564336 15 "R" "arbeid" "werk" 1 1
0.480306715 -0.506639297685435 15 "R" "oester" "mossel" 1 1
0.573258758 -0.137959991083572 15 "R" "specht" "snavel" 1 0
0.386989385 -0.876767456335344 15 "R" "radijs" "bitter" 1 1
0.493238002 -0.45534943066627 15 "R" "servet" "tafel" 1 1
0.653275549 0.179413721965275 15 "R" "cement" "mortel" 1 1
0.439907193 -0.666877494472639 15 "R" "oven" "pizza" 1 1
0.520023227 -0.349110150049545 15 "U" "ezel" "vijver" 1 1
0.906579077 1.18410136570911 15 "U" "erwt" "balken" 0 1
0.519913673 -0.349544678344479 15 "U" "satijn" "gevaar" 1 1
0.640322804 0.12803874524539 15 "U" "tenor" "bezem" 1 0
0.560171485 -0.189868551446783 15 "U" "alarm" "zetel" 1 1
0.74658823 0.549523441105507 15 "U" "nonkel" "strand" 1 0
0.533428133 -0.295941749553569 15 "U" "taxi" "gewei" 0 1
0.49325195 -0.4552941081709 15 "U" "wrat" "terras" 1 1
0.586848974 -0.0840565883208213 15 "U" "sober" "getal" 1 1
0.773629069 0.656776573481012 15 "U" "eclair" "veulen" 0 1
0.693266928 0.338033085283328 15 "U" "libel" "karig" 1 0
0.493255764 -0.455278980554228 15 "U" "absurd" "tijger" 1 1
0.506602228 -0.402342380837891 15 "U" "heks" "glad" 1 1
0.346839637 -1.03601496478311 15 "U" "lepel" "hevig" 1 1
0.466847122 -0.560024605358374 15 "U" "zomer" "smal" 1 1
0.546993732 -0.242135986156213 15 "U" "orgel" "gebak" 1 1
0.426948637 -0.718275519588035 15 "U" "poema" "stad" 1 1
0.466872275 -0.559924840035314 15 "U" "eland" "pakje" 1 1
0.573651493 -0.499443168061422 16 "R" "hengst" "veulen" 1 1
1.186956525 1.95803445761975 16 "R" "matrak" "wapen" 1 0
0.613262534 -0.340724028467864 16 "R" "eland" "gewei" 1 1
0.720199943 0.0877679555434732 16 "R" "erwt" "wortel" 1 1
0.466624469 -0.928294234170467 16 "R" "ijzel" "glad" 1 1
0.479951501 -0.874893591345255 16 "R" "sauna" "warm" 1 1
0.720341146 0.0883337477595381 16 "R" "wrat" "lelijk" 1 1
0.52021426 -0.713563055595317 16 "R" "orgel" "kerk" 1 1
0.573638856 -0.499493803786119 16 "R" "cadeau" "pakje" 1 1
0.893518031 0.782243463101091 16 "R" "sober" "karig" 1 0
0.95992744 1.04834210608795 16 "R" "ezel" "balken" 1 1
0.679982603 -0.0733805889126441 16 "R" "satijn" "zijde" 1 1
0.453286171 -0.981740019203041 16 "R" "eclair" "gebak" 1 1
0.786596596 0.353815485979546 16 "R" "poema" "tijger" 1 1
0.533652902 -0.659715197985469 16 "R" "paniek" "brand" 1 1
1.146602273 1.79633731473523 16 "R" "klank" "geluid" 1 1
0.586851418 -0.446551835599357 16 "R" "zakmes" "scherp" 1 1
1.639926195 3.77305760443324 16 "R" "intens" "hevig" 1 1
0.773295581 0.300519091761555 16 "U" "cement" "pels" 1 1
0.773269713 0.300415440188677 16 "U" "sabel" "leuze" 0 0
0.626969337 -0.285801665313146 16 "U" "soepel" "zwart" 1 1
0.386624038 -1.24885131257277 16 "U" "vracht" "degen" 1 1
0.573520064 -0.499969796427428 16 "U" "matras" "vogel" 1 1
0.760173678 0.247940388919837 16 "U" "servet" "winter" 0 1
0.626874447 -0.286181884029338 16 "U" "kever" "fysica" 1 1
0.83992821 0.567512164317683 16 "U" "mixer" "snavel" 1 1
0.626979768 -0.285759868902265 16 "U" "vijgen" "lenig" 1 1
0.640122294 -0.233098530897894 16 "U" "ajuin" "werk" 1 1
0.546900988 -0.606630887194913 16 "U" "fazant" "lading" 1 0
0.760205328 0.248067208630738 16 "U" "gezag" "proper" 1 1
0.640401602 -0.231979359971748 16 "U" "gamba" "mantel" 1 1
1.320214987 2.49199337155491 16 "U" "nerts" "pizza" 1 0
0.866668403 0.674658563866377 16 "U" "ridder" "mortel" 1 1
0.600181818 -0.393137697393851 16 "U" "patrijs" "hard" 1 1
0.560314476 -0.552883820201432 16 "U" "netjes" "macht" 1 1
0.733660281 0.141702747764624 16 "U" "karton" "jacht" 1 1
0.546953559 -0.606420238252675 16 "R" "heks" "bezem" 1 1
0.773499072 0.301334468374228 16 "R" "zomer" "strand" 1 1
0.54690069 -0.606632081263597 16 "R" "okapi" "zebra" 1 0
1.720168591 4.09458422253059 16 "R" "libel" "vijver" 1 1
0.560331404 -0.552815990689073 16 "R" "sofa" "zetel" 1 0
0.413531929 -1.14103295688257 16 "R" "lepra" "ziekte" 1 0
0.506855726 -0.76708992510403 16 "R" "tenger" "smal" 1 1
0.666989088 -0.125444848498652 16 "R" "alarm" "gevaar" 1 1
0.600198865 -0.393069391055407 16 "R" "nummer" "getal" 1 1
0.41351825 -1.14108776784072 16 "R" "taxi" "stad" 1 1
0.653694451 -0.178715686441252 16 "R" "balkon" "terras" 1 1
0.533660531 -0.65968462902577 16 "R" "vallei" "bergen" 1 1
1.039923072 1.36887995517611 16 "R" "absurd" "bizar" 1 1
0.653332293 -0.180166832503203 16 "R" "venkel" "anijs" 1 1
0.520318568 -0.71314509950038 16 "R" "lepel" "bestek" 1 1
0.746871293 0.194638505191453 16 "R" "nonkel" "tante" 1 1
0.546852291 -0.606826013244258 16 "R" "tenor" "opera" 1 0
0.546974599 -0.606335932195254 16 "R" "ananas" "sappig" 1 1
0.586602867 -0.447547765013712 16 "U" "boete" "mossel" 1 1
0.546867013 -0.606767023045715 16 "U" "appel" "wenen" 1 1
0.533291817 -0.661162044598769 16 "U" "louter" "harnas" 1 1
0.453567266 -0.980613687871733 16 "U" "marmer" "gezond" 1 1
0.453521669 -0.980796392401211 16 "U" "oester" "straf" 1 1
0.773658872 0.301974777688671 16 "U" "chemie" "dadels" 1 1
0.653273582 -0.180402084068661 16 "U" "cactus" "zwak" 1 1
0.893645406 0.782753847324664 16 "U" "slogan" "geld" 1 1
0.959926009 1.0483363721541 16 "U" "pyjama" "scampi" 1 1
0.786848426 0.354824554156367 16 "U" "specht" "keuken" 1 1
0.626857638 -0.286249236715611 16 "U" "saldo" "plant" 1 1
0.826846719 0.51509539001173 16 "U" "slap" "nacht" 1 1
0.573507249 -0.500021145387782 16 "U" "radijs" "papier" 1 1
0.466587692 -0.928441597472452 16 "U" "ekster" "tafel" 1 0
0.679996789 -0.0733237464349552 16 "U" "hagel" "alleen" 1 1
1.027031541 1.31722433955208 16 "U" "cape" "bitter" 1 0
0.653268754 -0.180421429584119 16 "U" "oven" "insect" 1 1
0.599946737 -0.394079653300912 16 "U" "arbeid" "zacht" 1 1
0.453285068 -0.445484936578937 17 "R" "hengst" "veulen" 1 1
0.480196118 -0.325805965273604 17 "R" "matrak" "wapen" 1 1
0.680169761 0.563517932620385 17 "R" "eland" "gewei" 1 1
0.880319655 1.45362565494231 17 "R" "erwt" "wortel" 1 1
0.573277771 0.0881472798966896 17 "R" "ijzel" "glad" 1 1
0.45366168 -0.443810065596896 17 "R" "sauna" "warm" 1 1
0.466983467 -0.384565340322009 17 "R" "wrat" "lelijk" 1 1
0.360182941 -0.859529233835957 17 "R" "orgel" "kerk" 1 1
0.386995643 -0.740287636303476 17 "R" "cadeau" "pakje" 1 1
0.573655188 0.0898257308792098 17 "R" "sober" "karig" 1 1
0.520178854 -0.147994519252258 17 "R" "ezel" "balken" 1 1
0.46685648 -0.385130077615022 17 "R" "satijn" "zijde" 1 1
0.453509659 -0.444486134234011 17 "R" "eclair" "gebak" 1 1
0.533656061 -0.088058609288543 17 "R" "poema" "tijger" 1 1
0.426610768 -0.564111031966886 17 "R" "paniek" "brand" 1 1
0.400202572 -0.681553708165311 17 "R" "klank" "geluid" 1 1
0.466623604 -0.38616572505805 17 "R" "zakmes" "scherp" 1 1
0.42687273 -0.56294603310281 17 "R" "intens" "hevig" 1 1
1.346501946 3.52683413352801 17 "U" "cement" "pels" 1 1
0.56019628 0.0299712003301182 17 "U" "sabel" "leuze" 1 1
0.426613301 -0.564099767195191 17 "U" "soepel" "zwart" 1 1
1.333525419 3.46912485044631 17 "U" "vracht" "degen" 1 1
0.466591209 -0.386309792282311 17 "U" "matras" "vogel" 1 1
1.546600461 4.41671336287525 17 "U" "servet" "winter" 1 1
0.53328371 -0.0897145307276734 17 "U" "kever" "fysica" 1 1
0.679949522 0.562538484514075 17 "U" "mixer" "snavel" 1 1
0.426864982 -0.562980490051524 17 "U" "vijgen" "lenig" 1 1
0.480184734 -0.325856592261749 17 "U" "ajuin" "werk" 1 1
0.426869065 -0.562962332111204 17 "U" "fazant" "lading" 1 1
0.49364996 -0.265973964267902 17 "U" "gezag" "proper" 1 1
0.45352751 -0.444406747167479 17 "U" "gamba" "mantel" 1 1
0.467008889 -0.384452283462149 17 "U" "nerts" "pizza" 1 1
0.599941134 0.20672473619738 17 "U" "ridder" "mortel" 1 1
0.45352602 -0.444413373503771 17 "U" "patrijs" "hard" 1 1
0.733510017 0.800733015913053 17 "U" "netjes" "macht" 1 1
0.426875591 -0.56293330964769 17 "U" "karton" "jacht" 1 1
0.613277733 0.266035333481088 17 "R" "heks" "bezem" 0 1
0.453523755 -0.444423446424374 17 "R" "zomer" "strand" 1 1
0.439939231 -0.50483661714765 17 "R" "okapi" "zebra" 1 1
1.319921136 3.40862380738829 17 "R" "libel" "vijver" 1 1
0.440195382 -0.503697460995109 17 "R" "sofa" "zetel" 1 1
0.466855913 -0.385132599180577 17 "R" "lepra" "ziekte" 1 1
0.466844946 -0.385181371684003 17 "R" "tenger" "smal" 1 1
0.426969796 -0.562514360647491 17 "R" "alarm" "gevaar" 1 1
0.506612301 -0.208327769244335 17 "R" "nummer" "getal" 1 1
0.453282207 -0.445497660034057 17 "R" "taxi" "stad" 1 1
0.49326542 -0.267684092695657 17 "R" "balkon" "terras" 1 1
0.533517301 -0.0886757035326664 17 "R" "vallei" "bergen" 1 1
0.600197315 0.207864025766087 17 "R" "absurd" "bizar" 1 1
0.439931095 -0.504872799612122 17 "R" "venkel" "anijs" 1 1
0.519961536 -0.148960977071115 17 "R" "lepel" "bestek" 1 1
0.439956576 -0.504759480367135 17 "R" "nonkel" "tante" 1 1
0.413294792 -0.623329914530238 17 "R" "tenor" "opera" 1 1
0.493278414 -0.267626305706553 17 "R" "ananas" "sappig" 1 1
0.493232578 -0.267830147820805 17 "U" "boete" "mossel" 1 1
0.546981215 -0.0287989102725198 17 "U" "appel" "wenen" 1 1
0.586850286 0.148507044128342 17 "U" "louter" "harnas" 1 1
0.640139341 0.385494426048904 17 "U" "marmer" "gezond" 1 1
0.466616929 -0.386195410155193 17 "U" "oester" "straf" 1 1
0.599937618 0.206709099822615 17 "U" "chemie" "dadels" 1 1
0.547002673 -0.0287034821355173 17 "U" "cactus" "zwak" 1 1
