variability,original_n,scale_size,name,power,n,sample_size,value,sd_item
Small Heterogeneity,90,Likert,Decile 90,90,100,101.524,0.948986666666667,0.16930952710027
Small Heterogeneity,90,Likert,Decile 90,95,100,111.984,0.986003333333333,0.16930952710027
Small Heterogeneity,90,Milliseconds,Decile 0,80,100,214.388,0.844863333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 0,85,100,228.972,0.900533333333334,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 0,90,100,238.09,0.927376666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 0,95,100,264.284,0.97675,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 10,80,100,168.462,0.85186,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 10,85,100,180.212,0.906516666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 10,90,100,187.218,0.93132,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 10,95,100,207.846,0.97858,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 20,80,100,151.58,0.85849,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 20,85,100,161.828,0.90915,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 20,90,100,168.148,0.93353,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 20,95,100,186.964,0.979416666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 30,80,100,140.65,0.860276666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 30,85,100,150.61,0.912653333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 30,90,100,156.378,0.935456666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 30,95,100,173.914,0.97992,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 40,80,100,131.162,0.864666666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 40,85,100,140.26,0.91384,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 40,90,100,145.794,0.936933333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 40,95,100,162.244,0.980426666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 50,80,100,122.29,0.865433333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 50,85,100,131.07,0.916773333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 50,90,100,136.424,0.939293333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 50,95,100,151.662,0.981136666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 60,80,100,116.498,0.87955,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 60,85,100,122.97,0.916653333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 60,90,100,127.86,0.939356666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 60,95,100,142.894,0.981753333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 70,80,100,106.408,0.866383333333334,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 70,85,100,115.946,0.925456666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 70,90,100,120.13,0.94418,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 70,95,100,133.138,0.98234,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 80,80,100,99.626,0.8841,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 80,85,100,104.484,0.916573333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 80,90,100,109.748,0.94297,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 80,95,100,122.916,0.983276666666667,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 90,80,100,91.562,0.890553333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 90,85,100,98.368,0.934213333333333,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 90,90,100,100.756,0.94586,48.3802102837325
Small Heterogeneity,90,Milliseconds,Decile 90,95,100,112.448,0.983333333333333,48.3802102837325
Small Heterogeneity,90,Percent,Decile 0,80,100,484.752,0.82588,3.57285980238323
Small Heterogeneity,90,Percent,Decile 0,85,100,516.708,0.885773333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 0,90,100,536.424,0.91517,3.57285980238323
Small Heterogeneity,90,Percent,Decile 0,95,100,592.302,0.97273,3.57285980238323
Small Heterogeneity,90,Percent,Decile 10,80,100,190.692,0.847716666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 10,85,100,204.154,0.903323333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 10,90,100,212.248,0.928733333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 10,95,100,235.832,0.977813333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 20,80,100,158.262,0.856496666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 20,85,100,169.136,0.907513333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 20,90,100,176.052,0.932496666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 20,95,100,195.884,0.97965,3.57285980238323
Small Heterogeneity,90,Percent,Decile 30,80,100,141.878,0.863596666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 30,85,100,151.328,0.911093333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 30,90,100,157.548,0.935656666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 30,95,100,175.236,0.98013,3.57285980238323
Small Heterogeneity,90,Percent,Decile 40,80,100,130.25,0.863953333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 40,85,100,139.774,0.914296666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 40,90,100,145.382,0.93731,3.57285980238323
Small Heterogeneity,90,Percent,Decile 40,95,100,161.79,0.980666666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 50,80,100,122.51,0.868083333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 50,85,100,130.876,0.9154,3.57285980238323
Small Heterogeneity,90,Percent,Decile 50,90,100,136.382,0.938913333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 50,95,100,151.852,0.981583333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 60,80,100,116.23,0.877343333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 60,85,100,123.264,0.917603333333333,3.57285980238323
Small Heterogeneity,90,Percent,Decile 60,90,100,128.02,0.93895,3.57285980238323
Small Heterogeneity,90,Percent,Decile 60,95,100,143.024,0.982126666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 70,80,100,106.586,0.86551,3.57285980238323
Small Heterogeneity,90,Percent,Decile 70,85,100,116.152,0.924306666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 70,90,100,120.688,0.944446666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 70,95,100,133.836,0.982456666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 80,80,100,100.154,0.87919,3.57285980238323
Small Heterogeneity,90,Percent,Decile 80,85,100,105.832,0.916276666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 80,90,100,111.308,0.94301,3.57285980238323
Small Heterogeneity,90,Percent,Decile 80,95,100,124.506,0.983526666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 90,80,100,92.124,0.892223333333334,3.57285980238323
Small Heterogeneity,90,Percent,Decile 90,85,100,98.594,0.933106666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 90,90,100,101.01,0.944906666666667,3.57285980238323
Small Heterogeneity,90,Percent,Decile 90,95,100,113.168,0.983916666666667,3.57285980238323
Small Heterogeneity,100,Likert,Decile 0,80,100,221.294,0.854013333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 0,85,100,233.338,0.907023333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 0,90,100,240.538,0.931966666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 0,95,100,261.828,0.979443333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 10,80,100,168.404,0.86381,0.166244908681575
Small Heterogeneity,100,Likert,Decile 10,85,100,177.792,0.914636666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 10,90,100,183.262,0.93714,0.166244908681575
Small Heterogeneity,100,Likert,Decile 10,95,100,199.738,0.981596666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 20,80,100,153.744,0.86874,0.166244908681575
Small Heterogeneity,100,Likert,Decile 20,85,100,162.452,0.918406666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 20,90,100,167.534,0.940406666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 20,95,100,182.236,0.982026666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 30,80,100,143.758,0.871326666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 30,85,100,151.664,0.919003333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 30,90,100,156.72,0.941853333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 30,95,100,170.758,0.982793333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 40,80,100,136.866,0.880293333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 40,85,100,143.498,0.920426666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 40,90,100,148.07,0.94235,0.166244908681575
Small Heterogeneity,100,Likert,Decile 40,95,100,161.734,0.983283333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 50,80,100,129.388,0.875546666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 50,85,100,137.294,0.924796666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 50,90,100,141.522,0.945086666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 50,95,100,154.132,0.983873333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 60,80,100,122.552,0.872846666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 60,85,100,130.1,0.923576666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 60,90,100,134.996,0.94746,0.166244908681575
Small Heterogeneity,100,Likert,Decile 60,95,100,146.734,0.984013333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 70,80,100,119.01,0.893566666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 70,85,100,123.354,0.922523333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 70,90,100,127.526,0.944596666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 70,95,100,140.068,0.984823333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 80,80,100,111.502,0.892266666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 80,85,100,118.28,0.936803333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 80,90,100,120.73,0.949046666666667,0.166244908681575
Small Heterogeneity,100,Likert,Decile 80,95,100,131.518,0.984813333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 90,80,100,101.926,0.876693333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 90,85,100,108.9,0.929513333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 90,90,100,113.744,0.955733333333333,0.166244908681575
Small Heterogeneity,100,Likert,Decile 90,95,100,122.724,0.985703333333333,0.166244908681575
Small Heterogeneity,100,Milliseconds,Decile 0,80,100,236.264,0.843613333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 0,85,100,251.726,0.898603333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 0,90,100,261.49,0.92644,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 0,95,100,288.568,0.977663333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 10,80,100,184.924,0.85129,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 10,85,100,197.41,0.90615,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 10,90,100,204.646,0.931093333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 10,95,100,225.528,0.97913,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 20,80,100,167.79,0.855853333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 20,85,100,179,0.908173333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 20,90,100,185.63,0.932943333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 20,95,100,204.738,0.98007,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 30,80,100,154.806,0.85903,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 30,85,100,165.072,0.91023,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 30,90,100,171.194,0.93447,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 30,95,100,189.142,0.980803333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 40,80,100,143.816,0.861873333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 40,85,100,153.292,0.912473333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 40,90,100,159.28,0.93692,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 40,95,100,175.86,0.98139,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 50,80,100,134.7,0.867296666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 50,85,100,143.382,0.914246666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 50,90,100,148.928,0.938503333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 50,95,100,164.568,0.982046666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 60,80,100,125.334,0.86352,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 60,85,100,134.852,0.918536666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 60,90,100,139.968,0.940893333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 60,95,100,154.368,0.98248,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 70,80,100,118.924,0.88068,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 70,85,100,124.91,0.916253333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 70,90,100,129.912,0.940276666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 70,95,100,144.302,0.983096666666667,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 80,80,100,109.302,0.87476,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 80,85,100,117.81,0.92736,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 80,90,100,121.3,0.94394,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 80,95,100,134.156,0.98352,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 90,80,100,100.104,0.879363333333333,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 90,85,100,105.824,0.9196,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 90,90,100,111.126,0.94743,47.2304647715761
Small Heterogeneity,100,Milliseconds,Decile 90,95,100,122.736,0.984166666666667,47.2304647715761
Small Heterogeneity,100,Percent,Decile 0,80,100,524.164,0.82549,3.55868701197214
Small Heterogeneity,100,Percent,Decile 0,85,100,557.766,0.886186666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 0,90,100,577.224,0.916403333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 0,95,100,630.964,0.972346666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 10,80,100,212.944,0.847263333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 10,85,100,227.21,0.902193333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 10,90,100,236.006,0.929593333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 10,95,100,260.132,0.977483333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 20,80,100,175.172,0.854743333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 20,85,100,186.99,0.907623333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 20,90,100,194.154,0.933203333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 20,95,100,214.21,0.97879,3.55868701197214
Small Heterogeneity,100,Percent,Decile 30,80,100,155.606,0.85937,3.55868701197214
Small Heterogeneity,100,Percent,Decile 30,85,100,166.16,0.91086,3.55868701197214
Small Heterogeneity,100,Percent,Decile 30,90,100,172.648,0.935696666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 30,95,100,190.998,0.980013333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 40,80,100,143.112,0.86435,3.55868701197214
Small Heterogeneity,100,Percent,Decile 40,85,100,152.558,0.914193333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 40,90,100,158.584,0.938206666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 40,95,100,175.384,0.98023,3.55868701197214
Small Heterogeneity,100,Percent,Decile 50,80,100,134.638,0.86754,3.55868701197214
Small Heterogeneity,100,Percent,Decile 50,85,100,143.592,0.916306666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 50,90,100,148.978,0.939153333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 50,95,100,165.11,0.98094,3.55868701197214
Small Heterogeneity,100,Percent,Decile 60,80,100,125.894,0.865216666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 60,85,100,135.236,0.91831,3.55868701197214
Small Heterogeneity,100,Percent,Decile 60,90,100,140.546,0.941196666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 60,95,100,155.208,0.981086666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 70,80,100,119.314,0.878156666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 70,85,100,126.1,0.917593333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 70,90,100,131.272,0.941476666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 70,95,100,145.778,0.982033333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 80,80,100,110.218,0.877063333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 80,85,100,118.6,0.92784,3.55868701197214
Small Heterogeneity,100,Percent,Decile 80,90,100,122.262,0.944073333333333,3.55868701197214
Small Heterogeneity,100,Percent,Decile 80,95,100,135.564,0.982566666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 90,80,100,99.96,0.87593,3.55868701197214
Small Heterogeneity,100,Percent,Decile 90,85,100,106.4,0.92044,3.55868701197214
Small Heterogeneity,100,Percent,Decile 90,90,100,111.74,0.948026666666667,3.55868701197214
Small Heterogeneity,100,Percent,Decile 90,95,100,123.532,0.98343,3.55868701197214
Medium Heterogeneity,20,Likert,Decile 0,80,100,90.936,0.867153333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 0,85,100,100.068,0.91907,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 0,90,100,105.298,0.942006666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 0,95,100,119.664,0.981723333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 10,80,100,60.198,0.894286666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 10,85,100,65.706,0.933863333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 10,90,100,69.172,0.95302,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 10,95,100,78.598,0.985846666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 20,80,100,51.146,0.901643333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 20,85,100,56.966,0.946836666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 20,90,100,59.438,0.96104,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 20,95,100,66.668,0.987116666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 30,80,100,43.372,0.89014,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 30,85,100,49.428,0.940516666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 30,90,100,53.11,0.963176666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 30,95,100,60.084,0.98981,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 40,80,100,40.54,0.91847,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 40,85,100,43.036,0.938823333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 40,90,100,45.81,0.956323333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 40,95,100,54.402,0.989906666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 50,80,100,39.978,0.955453333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 50,85,100,40.366,0.958723333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 50,90,100,41.354,0.965086666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 50,95,100,47.508,0.98854,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 60,80,100,39.446,0.975693333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 60,85,100,39.97,0.980376666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 60,90,100,40.096,0.9812,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 60,95,100,42.534,0.99003,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 70,80,100,36.946,0.965373333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 70,85,100,39.648,0.990163333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 70,90,100,39.93,0.991976666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 70,95,100,40.55,0.994203333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 80,80,100,28.554,0.904966666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 80,85,100,36.43,0.977013333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 80,90,100,38.726,0.992116666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 80,95,100,39.994,0.997833333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 90,80,100,21.25,0.885123333333333,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 90,85,100,26.786,0.934316666666667,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 90,90,100,31.512,0.96572,0.329565180189453
Medium Heterogeneity,20,Likert,Decile 90,95,100,38.882,0.997833333333333,0.329565180189453
Medium Heterogeneity,20,Milliseconds,Decile 0,80,100,137.364,0.835333333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 0,85,100,155.992,0.891806666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 0,90,100,168.128,0.919436666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 0,95,100,205.626,0.973083333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 10,80,100,76.034,0.860243333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 10,85,100,85.998,0.907303333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 10,90,100,92.592,0.931803333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 10,95,100,112.06,0.977,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 20,80,100,60.292,0.87256,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 20,85,100,67.864,0.91585,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 20,90,100,73.102,0.938623333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 20,95,100,88.238,0.979256666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 30,80,100,50.11,0.875953333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 30,85,100,57.694,0.925083333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 30,90,100,61.624,0.944106666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 30,95,100,73.998,0.980553333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 40,80,100,42.852,0.883576666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 40,85,100,48.776,0.924403333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 40,90,100,53.25,0.947296666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 40,95,100,64.146,0.982303333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 50,80,100,40.34,0.9072,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 50,85,100,43.18,0.9283,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 50,90,100,46.556,0.946953333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 50,95,100,57.624,0.984123333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 60,80,100,39.784,0.937763333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 60,85,100,40.55,0.943656666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 60,90,100,41.964,0.95211,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 60,95,100,51.366,0.984216666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 70,80,100,37.042,0.944943333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 70,85,100,39.742,0.967566666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 70,90,100,40.1,0.969633333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 70,95,100,44.718,0.985173333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 80,80,100,26.74,0.88497,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 80,85,100,35.994,0.963653333333333,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 80,90,100,38.71,0.9804,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 80,95,100,41.092,0.989426666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 90,80,100,20.232,0.892226666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 90,85,100,23.558,0.920686666666667,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 90,90,100,28.596,0.95328,99.2443353174047
Medium Heterogeneity,20,Milliseconds,Decile 90,95,100,38.49,0.994346666666667,99.2443353174047
Medium Heterogeneity,20,Percent,Decile 0,80,100,223.692,0.82428,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 0,85,100,254.42,0.883576666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 0,90,100,275.206,0.91472,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 0,95,100,328.898,0.97308,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 10,80,100,100.766,0.845793333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 10,85,100,114.94,0.900333333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 10,90,100,123.928,0.927383333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 10,95,100,147.474,0.978513333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 20,80,100,76.09,0.859353333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 20,85,100,86.198,0.909036666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 20,90,100,92.6,0.933566666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 20,95,100,110.408,0.981333333333333,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 30,80,100,61.006,0.87114,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 30,85,100,68.822,0.916976666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 30,90,100,74.192,0.941626666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 30,95,100,87.766,0.983246666666667,6.80576884464781
Medium Heterogeneity,20,Percent,Decile 40,80,100,49.28,0.878166666666667,6.80576884464781
