variability,original_n,scale_size,name,power,n,sample_size,value,sd_item
Small Heterogeneity,20,Milliseconds,Decile 90,85,100,27.486,0.936786666666667,72.309080030485
Small Heterogeneity,20,Milliseconds,Decile 90,90,100,32.274,0.968636666666667,72.309080030485
Small Heterogeneity,20,Milliseconds,Decile 90,95,100,39.036,0.998283333333333,72.309080030485
Small Heterogeneity,20,Percent,Decile 0,80,100,73.118,0.89313,4.23829927098201
Small Heterogeneity,20,Percent,Decile 0,85,100,78.804,0.93408,4.23829927098201
Small Heterogeneity,20,Percent,Decile 0,90,100,82.064,0.951496666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 0,95,100,91.89,0.98463,4.23829927098201
Small Heterogeneity,20,Percent,Decile 10,80,100,52.14,0.915303333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 10,85,100,56.854,0.955453333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 10,90,100,59.078,0.969346666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 10,95,100,64.2,0.98865,4.23829927098201
Small Heterogeneity,20,Percent,Decile 20,80,100,42.322,0.90477,4.23829927098201
Small Heterogeneity,20,Percent,Decile 20,85,100,46.6,0.94142,4.23829927098201
Small Heterogeneity,20,Percent,Decile 20,90,100,49.75,0.961413333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 20,95,100,57.236,0.99156,4.23829927098201
Small Heterogeneity,20,Percent,Decile 30,80,100,40.102,0.94097,4.23829927098201
Small Heterogeneity,20,Percent,Decile 30,85,100,40.988,0.948553333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 30,90,100,42.43,0.957966666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 30,95,100,50.524,0.989426666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 40,80,100,39.992,0.96958,4.23829927098201
Small Heterogeneity,20,Percent,Decile 40,85,100,40.102,0.970513333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 40,90,100,40.402,0.972503333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 40,95,100,44.72,0.988403333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 50,80,100,39.94,0.98528,4.23829927098201
Small Heterogeneity,20,Percent,Decile 50,85,100,40,0.985856666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 50,90,100,40,0.985856666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 50,95,100,41.354,0.990556666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 60,80,100,39.386,0.988333333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 60,85,100,39.966,0.993793333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 60,90,100,39.996,0.99399,4.23829927098201
Small Heterogeneity,20,Percent,Decile 60,95,100,40.24,0.994823333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 70,80,100,36.502,0.966766666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 70,85,100,39.512,0.994966666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 70,90,100,39.902,0.99754,4.23829927098201
Small Heterogeneity,20,Percent,Decile 70,95,100,40.026,0.998086666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 80,80,100,29.004,0.909183333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 80,85,100,36.742,0.98046,4.23829927098201
Small Heterogeneity,20,Percent,Decile 80,90,100,38.77,0.993946666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 80,95,100,39.962,0.99945,4.23829927098201
Small Heterogeneity,20,Percent,Decile 90,80,100,21.602,0.88314,4.23829927098201
Small Heterogeneity,20,Percent,Decile 90,85,100,27.73,0.938076666666667,4.23829927098201
Small Heterogeneity,20,Percent,Decile 90,90,100,32.426,0.969363333333333,4.23829927098201
Small Heterogeneity,20,Percent,Decile 90,95,100,39.086,0.998636666666667,4.23829927098201
Small Heterogeneity,30,Likert,Decile 0,80,100,76.674,0.918016666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 0,85,100,80.53,0.950446666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 0,90,100,82.884,0.96472,0.207031908852144
Small Heterogeneity,30,Likert,Decile 0,95,100,89.346,0.989423333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 10,80,100,60.096,0.952293333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 10,85,100,61.094,0.96106,0.207031908852144
Small Heterogeneity,30,Likert,Decile 10,90,100,62.11,0.96776,0.207031908852144
Small Heterogeneity,30,Likert,Decile 10,95,100,67.73,0.98938,0.207031908852144
Small Heterogeneity,30,Likert,Decile 20,80,100,57.386,0.965646666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 20,85,100,59.392,0.984016666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 20,90,100,59.81,0.98676,0.207031908852144
Small Heterogeneity,30,Likert,Decile 20,95,100,61.236,0.992146666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 30,80,100,51.108,0.926903333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 30,85,100,56.78,0.97868,0.207031908852144
Small Heterogeneity,30,Likert,Decile 30,90,100,58.54,0.99032,0.207031908852144
Small Heterogeneity,30,Likert,Decile 30,95,100,60.01,0.99676,0.207031908852144
Small Heterogeneity,30,Likert,Decile 40,80,100,43.868,0.891036666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 40,85,100,50.456,0.950343333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 40,90,100,54.464,0.976936666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 40,95,100,59.308,0.998123333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 50,80,100,40.7,0.90337,0.207031908852144
Small Heterogeneity,30,Likert,Decile 50,85,100,44.098,0.933493333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 50,90,100,47.618,0.956926666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 50,95,100,56.84,0.995626666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 60,80,100,40.04,0.935543333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 60,85,100,40.826,0.942353333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 60,90,100,42.472,0.953313333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 60,95,100,51.906,0.990706666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 70,80,100,40,0.961703333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 70,85,100,40.068,0.962276666666667,0.207031908852144
Small Heterogeneity,30,Likert,Decile 70,90,100,40.52,0.96529,0.207031908852144
Small Heterogeneity,30,Likert,Decile 70,95,100,46.448,0.9878,0.207031908852144
Small Heterogeneity,30,Likert,Decile 80,80,100,40,0.981533333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 80,85,100,40,0.981533333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 80,90,100,40.016,0.98164,0.207031908852144
Small Heterogeneity,30,Likert,Decile 80,95,100,42.048,0.988863333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 90,80,100,40,0.993323333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 90,85,100,40,0.993323333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 90,90,100,40,0.993323333333333,0.207031908852144
Small Heterogeneity,30,Likert,Decile 90,95,100,40.296,0.994343333333333,0.207031908852144
Small Heterogeneity,30,Milliseconds,Decile 0,80,100,96.592,0.874913333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 0,85,100,104.14,0.920323333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 0,90,100,108.8,0.941993333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 0,95,100,122.432,0.981576666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 10,80,100,72.492,0.89198,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 10,85,100,78.054,0.93172,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 10,90,100,81.466,0.950323333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 10,95,100,91.746,0.984546666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 20,80,100,62.156,0.899246666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 20,85,100,66.69,0.933736666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 20,90,100,70.098,0.95321,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 20,95,100,79.34,0.985923333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 30,80,100,58.826,0.925553333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 30,85,100,61.368,0.945946666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 30,90,100,63.378,0.957806666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 30,95,100,71.438,0.986326666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 40,80,100,53.756,0.921183333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 40,85,100,58.532,0.960763333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 40,90,100,59.866,0.96874,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 40,95,100,64.906,0.986746666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 50,80,100,45.984,0.887713333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 50,85,100,53.802,0.953883333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 50,90,100,56.938,0.97303,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 50,95,100,61.272,0.989606666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 60,80,100,41.41,0.886566666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 60,85,100,46.85,0.93251,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 60,90,100,51.426,0.961346666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 60,95,100,59.044,0.99195,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 70,80,100,40.08,0.918183333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 70,85,100,41.464,0.92987,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 70,90,100,44.258,0.94794,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 70,95,100,55.228,0.991016666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 80,80,100,40.006,0.951136666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 80,85,100,40.114,0.95204,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 80,90,100,40.782,0.9564,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 80,95,100,48.908,0.986746666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 90,80,100,39.942,0.977863333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 90,85,100,39.996,0.978343333333333,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 90,90,100,40.02,0.978496666666667,65.3742474372645
Small Heterogeneity,30,Milliseconds,Decile 90,95,100,42.482,0.987003333333333,65.3742474372645
Small Heterogeneity,30,Percent,Decile 0,80,100,94.146,0.882003333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 0,85,100,100.824,0.925073333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 0,90,100,105.1,0.945246666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 0,95,100,117.446,0.98293,3.86323767622427
Small Heterogeneity,30,Percent,Decile 10,80,100,68.152,0.896036666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 10,85,100,73.66,0.938383333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 10,90,100,76.706,0.95591,3.86323767622427
Small Heterogeneity,30,Percent,Decile 10,95,100,85.1,0.986063333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 20,80,100,60.374,0.918773333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 20,85,100,62.928,0.939653333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 20,90,100,65.492,0.95533,3.86323767622427
Small Heterogeneity,30,Percent,Decile 20,95,100,74.28,0.988156666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 30,80,100,57.7,0.94198,3.86323767622427
Small Heterogeneity,30,Percent,Decile 30,85,100,59.752,0.959483333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 30,90,100,60.622,0.96499,3.86323767622427
Small Heterogeneity,30,Percent,Decile 30,95,100,66.698,0.98748,3.86323767622427
Small Heterogeneity,30,Percent,Decile 40,80,100,51.448,0.916206666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 40,85,100,57.414,0.967596666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 40,90,100,59.006,0.977483333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 40,95,100,62.128,0.989463333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 50,80,100,44.382,0.886173333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 50,85,100,51.706,0.949693333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 50,90,100,55.542,0.974003333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 50,95,100,60.018,0.992713333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 60,80,100,40.702,0.89315,3.86323767622427
Small Heterogeneity,30,Percent,Decile 60,85,100,44.928,0.92991,3.86323767622427
Small Heterogeneity,30,Percent,Decile 60,90,100,49.276,0.95807,3.86323767622427
Small Heterogeneity,30,Percent,Decile 60,95,100,58.026,0.99425,3.86323767622427
Small Heterogeneity,30,Percent,Decile 70,80,100,40.044,0.927416666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 70,85,100,40.982,0.93545,3.86323767622427
Small Heterogeneity,30,Percent,Decile 70,90,100,43.248,0.950353333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 70,95,100,53.48,0.99103,3.86323767622427
Small Heterogeneity,30,Percent,Decile 80,80,100,40,0.960543333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 80,85,100,40.04,0.960873333333333,3.86323767622427
Small Heterogeneity,30,Percent,Decile 80,90,100,40.278,0.962456666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 80,95,100,46.886,0.987086666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 90,80,100,39.986,0.984316666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 90,85,100,39.998,0.98443,3.86323767622427
Small Heterogeneity,30,Percent,Decile 90,90,100,40.002,0.984456666666667,3.86323767622427
Small Heterogeneity,30,Percent,Decile 90,95,100,41.412,0.989323333333333,3.86323767622427
Small Heterogeneity,40,Likert,Decile 0,80,100,92.454,0.90085,0.189642401618311
Small Heterogeneity,40,Likert,Decile 0,85,100,98.158,0.94653,0.189642401618311
Small Heterogeneity,40,Likert,Decile 0,90,100,100.928,0.96297,0.189642401618311
Small Heterogeneity,40,Likert,Decile 0,95,100,107.674,0.98807,0.189642401618311
Small Heterogeneity,40,Likert,Decile 10,80,100,73.604,0.929583333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 10,85,100,77.826,0.966136666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 10,90,100,79.428,0.976233333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 10,95,100,83.07,0.9903,0.189642401618311
Small Heterogeneity,40,Likert,Decile 20,80,100,63.064,0.902646666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 20,85,100,67.776,0.94375,0.189642401618311
Small Heterogeneity,40,Likert,Decile 20,90,100,71.158,0.965746666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 20,95,100,77.946,0.993753333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 30,80,100,60.334,0.928343333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 30,85,100,61.904,0.942063333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 30,90,100,64.114,0.956576666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 30,95,100,72.734,0.991003333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 40,80,100,60.024,0.954983333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 40,85,100,60.388,0.958076666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 40,90,100,61.178,0.96326,0.189642401618311
Small Heterogeneity,40,Likert,Decile 40,95,100,67.762,0.988396666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 50,80,100,59.984,0.974486666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 50,85,100,60.028,0.974873333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 50,90,100,60.218,0.97613,0.189642401618311
Small Heterogeneity,40,Likert,Decile 50,95,100,63.654,0.98884,0.189642401618311
Small Heterogeneity,40,Likert,Decile 60,80,100,59.716,0.984536666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 60,85,100,59.996,0.987153333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 60,90,100,60.01,0.987246666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 60,95,100,61.286,0.991763333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 70,80,100,58.058,0.97683,0.189642401618311
Small Heterogeneity,40,Likert,Decile 70,85,100,59.784,0.993013333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 70,90,100,59.952,0.994123333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 70,95,100,60.308,0.995413333333333,0.189642401618311
Small Heterogeneity,40,Likert,Decile 80,80,100,51.238,0.924976666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 80,85,100,57.662,0.98424,0.189642401618311
Small Heterogeneity,40,Likert,Decile 80,90,100,59.24,0.99466,0.189642401618311
Small Heterogeneity,40,Likert,Decile 80,95,100,60.008,0.998136666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 90,80,100,42.418,0.883416666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 90,85,100,49.146,0.943876666666667,0.189642401618311
Small Heterogeneity,40,Likert,Decile 90,90,100,53.632,0.97367,0.189642401618311
Small Heterogeneity,40,Likert,Decile 90,95,100,59.258,0.998403333333333,0.189642401618311
Small Heterogeneity,40,Milliseconds,Decile 0,80,100,116.822,0.86903,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 0,85,100,125.184,0.916733333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 0,90,100,130.356,0.939493333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 0,95,100,145.452,0.981093333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 10,80,100,87.162,0.881603333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 10,85,100,93.802,0.92659,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 10,90,100,97.792,0.94715,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 10,95,100,109.31,0.98411,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 20,80,100,77.778,0.89967,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 20,85,100,82.226,0.93198,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 20,90,100,85.34,0.949233333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 20,95,100,95.946,0.98529,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 30,80,100,68.72,0.89055,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 30,85,100,75.604,0.942163333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 30,90,100,78.572,0.958666666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 30,95,100,86.354,0.985556666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 40,80,100,62.242,0.887106666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 40,85,100,67.938,0.931893333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 40,90,100,72.12,0.956293333333333,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 40,95,100,80.714,0.98757,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 50,80,100,60.172,0.912446666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 50,85,100,62.404,0.930266666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 50,90,100,65.55,0.949476666666667,59.6969578768242
Small Heterogeneity,40,Milliseconds,Decile 50,95,100,76.004,0.98832,59.6969578768242
