suj,congr,item,side,aff-ness,RT,liking
10,invalid,S,R,non-aff,79526.1,5
10,invalid,S,R,non-aff,222675.4,3
10,invalid,S,L,non-aff,160436.6,5
10,invalid,S,L,non-aff,244355,6
10,invalid,L,R,non-aff,126573.2,4
10,invalid,L,R,non-aff,139653,4
10,invalid,L,R,non-aff,229307.3,4
10,invalid,L,L,non-aff,112797.5,3
10,invalid,L,L,non-aff,195012,3
11,valid,G,R,aff,126537.6,6
11,valid,G,R,aff,198120,1
11,valid,G,L,aff,103834.1,5
11,valid,G,L,aff,212167.7,1
11,valid,K,R,aff,29331.8,9
11,valid,K,R,aff,69770.9,7
11,valid,K,R,aff,243055,8
11,valid,K,L,aff,250686.8,6
11,valid,G,R,non-aff,205671.8,6
11,valid,G,R,non-aff,281230.1,4
11,valid,G,L,non-aff,158336.9,3
11,valid,G,L,non-aff,227559.3,7
11,valid,K,R,non-aff,36987.6,5
11,valid,K,R,non-aff,191016.1,6
11,valid,K,L,non-aff,136513.4,9
11,valid,K,L,non-aff,175280.5,8
11,valid,K,L,non-aff,258078.6,6
11,invalid,G,R,aff,110898,4
11,invalid,G,R,aff,151417,2
11,invalid,G,L,aff,118409.8,2
11,invalid,G,L,aff,183488.3,6
11,invalid,K,R,aff,235047.2,7
11,invalid,K,R,aff,266374.4,9
11,invalid,K,L,aff,144433.2,6
11,invalid,G,R,non-aff,78018.7,6
11,invalid,G,R,non-aff,166496.7,3
11,invalid,G,R,non-aff,219759.5,6
11,invalid,G,L,non-aff,290397.9,6
11,invalid,K,R,non-aff,19284,8
11,invalid,K,R,non-aff,61683.1,7
11,invalid,K,L,non-aff,45147.4,5
11,invalid,K,L,non-aff,53315.2,6
11,invalid,K,L,non-aff,274438.3,7
11,valid,S,R,aff,23491.9,6
11,valid,S,R,aff,197680,8
11,valid,S,L,aff,31787.7,7
11,valid,S,L,aff,189960.1,7
11,valid,L,R,aff,91258.4,5
11,valid,L,R,aff,226263.3,5
11,valid,L,L,aff,15716.1,4
11,valid,L,L,aff,232351.2,4
11,valid,S,R,non-aff,168992.6,7
11,valid,S,R,non-aff,205175.8,7
11,valid,S,L,non-aff,77658.7,7
11,valid,S,L,non-aff,113689.9,7
11,valid,S,L,non-aff,219655.5,7
11,valid,L,R,non-aff,46563.4,4
11,valid,L,R,non-aff,127569.5,6
11,valid,L,R,non-aff,252206.8,1
11,valid,L,L,non-aff,120321.7,4
11,valid,L,L,non-aff,162056.8,4
11,invalid,S,R,aff,53875.2,7
11,invalid,S,R,aff,155600.9,8
11,invalid,S,L,aff,134593.4,7
11,invalid,S,L,aff,182920.3,6
11,invalid,L,R,aff,84722.5,5
11,invalid,L,L,aff,39995.5,4
11,invalid,L,L,aff,148441.1,4
11,invalid,L,L,aff,245982.9,5
11,invalid,S,R,non-aff,70266.8,7
11,invalid,S,R,non-aff,99274.2,7
11,invalid,S,R,non-aff,238967,6
11,invalid,S,L,non-aff,106626,8
11,invalid,S,L,non-aff,259806.6,7
11,invalid,L,R,non-aff,141841.2,7
11,invalid,L,R,non-aff,175448.5,4
11,invalid,L,L,non-aff,8548.2,1
11,invalid,L,L,non-aff,61307,4
12,valid,G,R,aff,90820.9,4
12,valid,G,R,aff,123900.5,9
12,valid,G,R,aff,202235.6,5
12,valid,G,L,aff,62093.2,4
12,valid,K,R,aff,12133.8,8
12,valid,K,R,aff,143132.3,4
12,valid,K,R,aff,275370.8,4
12,valid,K,L,aff,134420.4,5
12,valid,G,R,non-aff,349409.9,9
12,valid,G,L,non-aff,81085,5
12,valid,G,L,non-aff,184355.8,5
12,valid,G,L,non-aff,241659.2,4
12,valid,K,R,non-aff,263442.9,6
12,valid,K,R,non-aff,339362.1,7
12,valid,K,L,non-aff,32261.5,3
12,valid,K,L,non-aff,152380.2,5
12,valid,K,L,non-aff,367913.7,5
12,invalid,G,R,aff,112836.6,9
12,invalid,G,R,aff,174027.9,6
12,invalid,G,R,aff,193459.7,4
12,invalid,G,L,aff,21709.6,4
12,invalid,K,R,aff,220323.4,5
12,invalid,K,R,aff,306338.4,3
12,invalid,K,R,aff,357945.9,5
12,invalid,K,L,aff,42085.4,8
12,invalid,G,R,non-aff,51621.3,4
12,invalid,G,R,non-aff,328850.2,9
12,invalid,G,L,non-aff,102556.7,9
12,invalid,G,L,non-aff,253155,9
12,invalid,G,L,non-aff,317938.3,9
12,invalid,K,R,non-aff,231779.3,5
12,invalid,K,L,non-aff,71869.1,6
12,invalid,K,L,non-aff,162404.1,4
12,invalid,K,L,non-aff,211099.5,4
12,invalid,K,L,non-aff,287458.7,5
12,valid,S,R,aff,178531.9,5
12,valid,S,L,aff,197107.7,3
12,valid,S,L,aff,227011.3,4
12,valid,S,L,aff,255555,2
12,valid,L,R,aff,273522.8,5
12,valid,L,R,aff,333138.2,8
12,valid,L,L,aff,139324.3,5
12,valid,L,L,aff,265186.9,6
12,valid,S,R,non-aff,76637,8
12,valid,S,R,non-aff,89924.9,5
12,valid,S,R,non-aff,109660.7,4
12,valid,S,L,non-aff,64445.2,3
12,valid,S,L,non-aff,293690.6,1
12,valid,L,R,non-aff,119972.6,9
12,valid,L,R,non-aff,169180,5
12,valid,L,R,non-aff,343394,6
12,valid,L,L,non-aff,41373.4,5
12,valid,L,L,non-aff,160804.1,4
12,invalid,S,R,aff,11653.8,3
12,invalid,S,R,aff,31429.6,1
12,invalid,S,R,aff,188819.8,6
12,invalid,S,L,aff,301634.5,3
12,invalid,L,R,aff,23981.6,8
12,invalid,L,R,aff,285546.7,3
12,invalid,L,L,aff,55029.3,7
12,invalid,L,L,aff,322970.3,8
12,invalid,S,R,non-aff,130300.4,8
12,invalid,S,R,non-aff,359921.9,1
12,invalid,S,L,non-aff,207843.6,4
12,invalid,S,L,non-aff,246915.1,6
12,invalid,S,L,non-aff,352617.9,2
12,invalid,L,R,non-aff,312434.4,6
12,invalid,L,L,non-aff,149492.2,5
12,invalid,L,L,non-aff,217579.5,4
12,invalid,L,L,non-aff,236835.2,5
13,valid,G,R,aff,274202.8,2
13,valid,G,R,aff,299146.5,4
13,valid,G,L,aff,43437.4,7
13,valid,G,L,aff,160972.1,8
13,valid,G,L,aff,281978.7,2
13,valid,K,R,aff,200371.6,4
13,valid,K,R,aff,289058.6,4
13,valid,K,L,aff,228291.3,4
13,valid,K,L,aff,252563,3
13,valid,K,L,aff,260034.9,3
13,valid,G,R,non-aff,59421.2,7
13,valid,G,R,non-aff,208675.5,3
13,valid,G,L,non-aff,18101.7,6
13,valid,G,L,non-aff,51333.3,3
13,valid,K,R,non-aff,75357.1,1
13,valid,K,R,non-aff,108380.7,3
13,valid,K,R,non-aff,267506.9,8
13,valid,K,L,non-aff,244995.1,7
13,invalid,G,R,aff,67589.1,5
13,invalid,G,R,aff,100364.7,6
13,invalid,G,R,aff,116548.6,8
13,invalid,G,R,aff,184715.8,4
13,invalid,G,L,aff,177035.9,3
13,invalid,K,R,aff,192331.7,5
13,invalid,K,L,aff,125100.5,6
13,invalid,K,L,aff,134596.4,7
13,invalid,K,L,aff,169324,5
13,invalid,K,L,aff,236355.2,3
13,invalid,G,R,non-aff,9061.8,1
13,invalid,G,L,non-aff,26021.6,3
13,invalid,G,L,non-aff,152524.2,6
13,invalid,G,L,non-aff,219515.4,2
13,invalid,K,R,non-aff,34493.5,8
13,invalid,K,R,non-aff,92276.9,1
13,invalid,K,R,non-aff,143644.3,8
13,valid,S,R,aff,168444,2
13,valid,S,L,aff,88756.9,2
13,valid,S,L,aff,116276.6,3
13,valid,S,L,aff,201835.6,1
13,valid,S,L,aff,331882.2,3
13,valid,L,R,aff,160548.1,7
13,valid,L,R,aff,193611.7,7
13,valid,L,R,aff,316122.3,7
13,valid,L,L,aff,258419,7
13,valid,L,L,aff,307322.4,7
13,valid,S,R,non-aff,134076.4,3
13,valid,S,R,non-aff,227835.3,2
13,valid,L,R,non-aff,34165.5,7
13,valid,L,R,non-aff,324754.2,7
13,valid,L,L,non-aff,79453,6
13,valid,L,L,non-aff,291074.6,7
13,invalid,S,R,aff,12829.7,3
13,invalid,S,R,aff,176203.9,1
13,invalid,S,R,aff,184203.8,2
13,invalid,S,R,aff,298682.5,2
13,invalid,S,L,aff,68877.1,4
13,invalid,L,R,aff,107556.7,8
13,invalid,L,R,aff,151364.2,7
13,invalid,L,L,aff,24301.6,7
13,invalid,L,L,aff,125380.5,6
13,invalid,L,L,aff,270066.8,6
13,invalid,S,R,non-aff,43877.4,1
13,invalid,S,L,non-aff,219571.4,2
13,invalid,S,L,non-aff,245171.1,2
13,invalid,S,L,non-aff,339082.1,1
13,invalid,L,R,non-aff,57101.2,7
13,invalid,L,R,non-aff,97900.8,7
13,invalid,L,L,non-aff,210107.5,6
13,invalid,L,L,non-aff,237635.2,7
14,valid,G,R,aff,185184.7,5
14,valid,G,R,aff,254951.7,2
14,valid,G,L,aff,9275.4,3
14,valid,G,L,aff,124257.7,5
14,valid,G,L,aff,158217.1,2
14,valid,K,R,aff,205264.4,5
14,valid,K,L,aff,39274.9,2
14,valid,K,L,aff,117417.8,3
14,valid,K,L,aff,145241.4,1
14,valid,K,L,aff,198528.5,2
14,valid,G,R,non-aff,24395.2,6
14,valid,G,R,non-aff,233864,7
14,valid,G,L,non-aff,226880.1,7
14,valid,G,L,non-aff,248335.8,6
14,valid,K,R,non-aff,16395.3,2
14,valid,K,R,non-aff,60546.6,5
14,valid,K,R,non-aff,138505.4,4
14,valid,K,R,non-aff,164689.1,3
14,invalid,G,R,aff,82410.3,5
14,invalid,G,R,aff,96250.1,2
14,invalid,G,R,aff,110945.9,5
14,invalid,G,L,aff,74858.4,2
14,invalid,G,L,aff,241207.9,3
14,invalid,K,R,aff,171217,3
14,invalid,K,R,aff,219592.2,1
14,invalid,K,L,aff,46338.8,3
14,invalid,K,L,aff,53506.7,4
14,invalid,K,L,aff,177832.8,3
14,invalid,G,R,non-aff,32091.1,6
14,invalid,G,R,non-aff,131641.6,7
14,invalid,G,L,non-aff,89554.2,7
14,invalid,G,L,non-aff,103498,6
14,invalid,K,R,non-aff,151745.2,2
14,invalid,K,R,non-aff,191752.6,3
14,invalid,K,L,non-aff,67874.5,5
14,invalid,K,L,non-aff,211776.3,4
14,valid,S,R,aff,161129.1,7
14,valid,S,R,aff,219224.2,8
14,valid,S,R,aff,231792,4
14,valid,S,L,aff,121681.7,3
14,valid,S,L,aff,197624.6,3
14,valid,L,R,aff,8515.4,2
14,valid,L,R,aff,85714.2,5
14,valid,L,R,aff,253775.7,3
14,valid,L,R,aff,260943.6,5
14,valid,L,L,aff,29699.1,2
14,valid,S,R,non-aff,225592.1,2
14,valid,S,L,non-aff,64178.5,6
14,valid,S,L,non-aff,137425.5,9
14,valid,S,L,non-aff,153921.2,7
14,valid,L,R,non-aff,238711.9,2
14,valid,L,L,non-aff,37195,8
14,valid,L,L,non-aff,183664.8,2
14,valid,L,L,non-aff,190744.6,6
14,invalid,S,R,aff,15275.3,3
14,invalid,S,R,aff,146553.3,8
14,invalid,S,R,aff,246367.8,2
14,invalid,S,L,aff,23067.2,7
14,invalid,S,L,aff,107985.9,4
14,invalid,L,R,aff,49810.8,2
14,invalid,L,R,aff,78834.3,5
14,invalid,L,L,aff,56602.7,2
14,invalid,L,L,aff,71402.4,3
14,invalid,L,L,aff,100746,7
14,invalid,S,R,non-aff,115129.8,2
14,invalid,S,R,non-aff,168105,5
14,invalid,S,L,non-aff,175336.9,8
14,invalid,S,L,non-aff,204936.4,8
14,invalid,L,R,non-aff,129497.6,5
14,invalid,L,R,non-aff,211912.3,3
14,invalid,L,L,non-aff,43234.9,1
14,invalid,L,L,non-aff,93314.1,8
15,valid,G,R,aff,32731.1,1
15,valid,G,R,aff,231208.1,1
15,valid,G,L,aff,41138.9,2
15,valid,G,L,aff,117641.8,6
15,valid,K,R,aff,126273.6,5
15,valid,K,R,aff,217920.3,7
15,valid,K,R,aff,253231.7,5
15,valid,K,L,aff,239232,8
15,valid,G,R,non-aff,246351.8,2
15,valid,G,L,non-aff,132617.6,1
15,valid,G,L,non-aff,178160.9,1
15,valid,G,L,non-aff,201024.5,3
15,valid,K,R,non-aff,193368.6,7
15,valid,K,R,non-aff,209960.4,5
15,valid,K,L,non-aff,63282.6,8
15,valid,K,L,non-aff,185728.8,8
15,invalid,G,R,aff,47418.9,1
15,invalid,G,R,aff,55626.7,5
15,invalid,G,R,aff,87202.3,1
15,invalid,G,R,aff,110593.9,2
15,invalid,G,L,aff,260927.6,4
15,invalid,K,R,aff,18195.3,7
15,invalid,K,R,aff,149377.3,5
15,invalid,K,L,aff,72162.5,8
15,invalid,K,L,aff,225128.2,5
15,invalid,K,L,aff,267871.5,4
15,invalid,G,R,non-aff,157177.2,4
15,invalid,G,L,non-aff,24931.2,1
15,invalid,G,L,non-aff,171305,1
15,invalid,G,L,non-aff,274623.4,2
15,invalid,K,R,non-aff,9955.4,8
15,invalid,K,R,non-aff,164937.1,8
15,invalid,K,L,non-aff,80570.3,6
15,invalid,K,L,non-aff,95538.1,6
15,valid,S,R,aff,120601.7,9
15,valid,S,R,aff,228192.1,8
15,valid,S,R,aff,259519.7,3
15,valid,S,R,aff,282095.3,5
15,valid,S,L,aff,265871.6,2
15,valid,L,R,aff,143545.4,2
15,valid,L,R,aff,159769.2,3
15,valid,L,L,aff,243599.9,4
15,valid,L,L,aff,289487.2,4
15,valid,S,L,non-aff,71002.5,7
15,valid,S,L,non-aff,204720.5,1
15,valid,S,L,non-aff,220552.3,5
15,valid,S,L,non-aff,274031.4,4
15,valid,L,R,non-aff,21299.2,8
15,valid,L,R,non-aff,167057.1,3
15,valid,L,L,non-aff,36731,2
15,valid,L,L,non-aff,174408.9,6
15,invalid,S,R,aff,78434.4,2
15,invalid,S,R,aff,86658.3,3
15,invalid,S,R,aff,136521.5,5
15,invalid,S,L,aff,10275.4,7
15,invalid,S,L,aff,252055.8,4
15,invalid,L,L,aff,29507.1,2
15,invalid,L,L,aff,62202.6,4
15,invalid,L,L,aff,198128.6,5
15,invalid,L,L,aff,235808,4
15,invalid,S,R,non-aff,111369.9,1
15,invalid,S,R,non-aff,128825.6,5
15,invalid,S,L,non-aff,104106,7
15,invalid,S,L,non-aff,212840.4,4
15,invalid,L,R,non-aff,45690.9,6
15,invalid,L,R,non-aff,54346.8,2
15,invalid,L,R,non-aff,95842.1,3
15,invalid,L,R,non-aff,152425.3,7
16,valid,G,R,aff,25435.9,2
16,valid,G,R,aff,33491.8,3
16,valid,G,L,aff,117034.5,4
16,valid,G,L,aff,152914,5
16,valid,G,L,aff,256848.4,4
16,valid,K,R,aff,17780,5
16,valid,K,R,aff,264336.3,6
16,valid,K,L,aff,190881.4,4
16,valid,K,L,aff,206945.1,7
16,valid,K,L,aff,248624.5,7
16,valid,G,R,non-aff,96378.8,2
16,valid,G,R,non-aff,234944.7,3
16,valid,G,L,non-aff,145650.1,3
16,valid,G,L,non-aff,167121.8,3
16,valid,K,R,non-aff,50131.5,6
16,valid,K,R,non-aff,213905.1,6
16,valid,K,R,non-aff,272216.2,7
16,valid,K,L,non-aff,138794.2,5
16,invalid,G,R,aff,102906.7,2
16,invalid,G,R,aff,123930.4,3
16,invalid,G,R,aff,227904.8,3
16,invalid,G,L,aff,131466.3,4
16,invalid,G,L,aff,241520.6,4
16,invalid,K,R,aff,9436.1,6
16,invalid,K,R,aff,58355.4,7
16,invalid,K,L,aff,110378.6,5
16,invalid,K,L,aff,182657.5,6
16,invalid,K,L,aff,221009,4
16,invalid,G,R,non-aff,81251,2
16,invalid,G,R,non-aff,160001.8,3
16,invalid,G,L,non-aff,41499.6,4
16,invalid,G,L,non-aff,74091.1,3
16,invalid,K,R,non-aff,65763.3,7
16,invalid,K,R,non-aff,175345.6,6
16,invalid,K,L,non-aff,90074.9,6
16,invalid,K,L,non-aff,198161.3,4
16,valid,S,R,aff,24923.9,3
16,valid,S,R,aff,218505,4
16,valid,S,L,aff,59355.4,6
16,valid,S,L,aff,154266,4
16,valid,S,L,aff,225264.9,5
16,valid,L,R,aff,103218.7,4
16,valid,L,R,aff,231528.8,4
16,valid,L,R,aff,238472.7,6
16,valid,L,L,aff,45787.6,4
16,valid,L,L,aff,140346.1,6
16,valid,S,R,non-aff,9900.1,5
16,valid,S,R,non-aff,39171.7,3
16,valid,S,L,non-aff,52603.5,6
16,valid,S,L,non-aff,82971,5
16,valid,L,R,non-aff,89994.9,5
16,valid,L,R,non-aff,162313.8,7
16,valid,L,L,non-aff,67851.2,4
16,valid,L,L,non-aff,147410.1,6
16,invalid,S,R,aff,96506.8,3
16,invalid,S,R,aff,132978.3,6
16,invalid,S,R,aff,245104.6,6
16,invalid,S,L,aff,109954.6,4
16,invalid,S,L,aff,251880.5,5
16,invalid,L,R,aff,31987.8,4
16,invalid,L,R,aff,190561.4,4
16,invalid,L,R,aff,204217.2,6
16,invalid,L,L,aff,170049.7,3
16,invalid,L,L,aff,197481.3,5
16,invalid,S,R,non-aff,210857.1,6
16,invalid,S,R,non-aff,259904.4,5
16,invalid,S,L,non-aff,117082.5,4
16,invalid,S,L,non-aff,183297.5,6
16,invalid,L,R,non-aff,17292,6
16,invalid,L,L,non-aff,74891.1,4
16,invalid,L,L,non-aff,124466.4,6
16,invalid,L,L,non-aff,176481.6,5
17,valid,G,R,aff,11892.3,2
17,valid,G,R,aff,278617.3,3
17,valid,G,L,aff,189914.3,3
17,valid,G,L,aff,214466,3
17,valid,K,R,aff,237241.8,3
17,valid,K,L,aff,40244,5
17,valid,K,L,aff,143938.8,5
17,valid,K,L,aff,205098.1,5
17,valid,G,R,non-aff,129627,3
17,valid,G,R,non-aff,159978.6,3
17,valid,G,L,non-aff,89443.4,3
17,valid,G,L,non-aff,290961.2,3
17,valid,K,R,non-aff,262121.5,5
17,valid,K,R,non-aff,270897.4,3
17,valid,K,L,non-aff,221569.9,3
17,invalid,G,R,aff,32428.1,2
17,invalid,G,R,aff,47835.9,3
17,invalid,G,R,aff,72427.6,3
17,invalid,G,L,aff,122667.1,3
17,invalid,G,L,aff,175426.5,3
17,invalid,K,R,aff,97427.3,5
17,invalid,K,R,aff,228913.8,5
17,invalid,K,L,aff,80667.5,3
17,invalid,K,L,aff,152834.7,3
17,invalid,G,R,non-aff,182162.4,3
17,invalid,G,R,non-aff,254961.6,3
17,invalid,G,L,non-aff,64667.7,2
17,invalid,G,L,non-aff,167178.6,3
17,invalid,K,R,non-aff,113467.2,5
17,invalid,K,L,non-aff,105995.2,4
17,invalid,K,L,non-aff,136346.9,3
17,valid,S,R,aff,225041.9,4
17,valid,S,R,aff,257921.6,3
17,valid,S,L,aff,141178.8,5
17,valid,S,L,aff,188914.3,3
17,valid,S,L,aff,265201.4,3
17,valid,L,R,aff,97771.3,5
17,valid,L,R,aff,250593.6,5
17,valid,L,R,aff,273473.3,3
17,valid,L,L,aff,203082.2,3
17,valid,L,L,aff,291289.2,3
17,valid,S,R,non-aff,87891.5,3
17,valid,S,R,non-aff,171386.5,5
17,valid,S,L,non-aff,156914.7,3
17,valid,S,L,non-aff,243505.7,3
17,valid,L,R,non-aff,163834.6,3
17,valid,L,L,non-aff,149402.8,5
17,valid,L,L,non-aff,181530.4,3
17,invalid,S,R,aff,114771.2,3
17,invalid,S,R,aff,131387,5
17,invalid,S,R,aff,315448.9,3
17,invalid,S,L,aff,123523.1,3
17,invalid,S,L,aff,210650.1,3
17,invalid,L,R,aff,217426,3
17,invalid,L,R,aff,299121.1,5
17,invalid,L,R,aff,307761,5
17,invalid,L,L,aff,105875.3,3
17,invalid,L,L,aff,195754.2,3
17,invalid,S,R,non-aff,10796.4,1
17,invalid,S,R,non-aff,20492.2,5
17,invalid,L,R,non-aff,38228,3
17,invalid,L,L,non-aff,29308.1,3
17,invalid,L,L,non-aff,79363.6,3
18,valid,G,R,aff,137874.9,2
18,valid,G,L,aff,33900.1,3
18,valid,G,L,aff,144362.8,1
18,valid,G,L,aff,223089.9,7
18,valid,G,L,aff,245441.7,3
18,valid,K,R,aff,43372,5
18,valid,K,R,aff,70067.6,5
18,valid,K,L,aff,16732.2,6
18,valid,K,L,aff,95195.4,7
18,valid,K,L,aff,297737.1,8
18,valid,G,R,non-aff,51819.9,7
18,valid,G,R,non-aff,175946.5,3
18,valid,G,R,non-aff,272529.3,6
18,valid,G,L,non-aff,191922.3,5
18,valid,K,R,non-aff,121219.1,4
18,valid,K,R,non-aff,152226.7,6
18,valid,K,R,non-aff,200210.2,6
18,valid,K,L,non-aff,131690.9,8
18,invalid,G,R,aff,7996.4,1
18,invalid,G,R,aff,59923.8,6
18,invalid,G,L,aff,24228.2,4
18,invalid,G,L,aff,85603.5,2
18,invalid,G,L,aff,230417.8,4
18,invalid,K,R,aff,238689.8,8
18,invalid,K,L,aff,160226.6,5
18,invalid,K,L,aff,168082.5,6
18,invalid,K,L,aff,184226.4,4
18,invalid,K,L,aff,253849.6,6
18,invalid,G,R,non-aff,104955.3,4
18,invalid,G,R,non-aff,215234,3
18,invalid,G,R,non-aff,263361.4,7
18,invalid,G,L,non-aff,208298.1,8
18,invalid,K,R,non-aff,113483.2,8
18,invalid,K,R,non-aff,280673.3,7
18,invalid,K,R,non-aff,289121.2,6
18,invalid,K,L,non-aff,78851.6,6
18,valid,S,R,aff,88699.5,4
18,valid,S,R,aff,257081.6,7
18,valid,S,R,aff,265449.5,6
18,valid,S,L,aff,16732.3,9
18,valid,S,L,aff,274817.3,9
18,valid,L,R,aff,168898.6,5
18,valid,L,R,aff,175634.5,3
18,valid,L,R,aff,288721.2,3
18,valid,L,L,aff,49555.9,5
18,valid,L,L,aff,218618,3
18,valid,S,R,non-aff,136298.9,3
18,valid,S,L,non-aff,24572.2,6
18,valid,S,L,non-aff,129315,1
18,valid,S,L,non-aff,226169.9,7
18,valid,L,R,non-aff,242321.7,2
18,valid,L,R,non-aff,249257.6,3
18,valid,L,L,non-aff,97115.4,6
18,valid,L,L,non-aff,105579.3,6
18,invalid,S,R,aff,160098.6,9
18,invalid,S,R,aff,234257.8,4
18,invalid,S,L,aff,73539.6,8
18,invalid,S,L,aff,144090.8,6
18,invalid,S,L,aff,201858.2,8
18,invalid,L,R,aff,57763.8,5
18,invalid,L,R,aff,281737.3,3
18,invalid,L,L,aff,81315.5,3
18,invalid,L,L,aff,112891.2,3
18,invalid,L,L,aff,151706.7,4
18,invalid,S,R,non-aff,40844,7
18,invalid,S,R,non-aff,65579.7,5
18,invalid,S,R,non-aff,191530.3,6
18,invalid,S,L,non-aff,209554.1,2
18,invalid,L,R,non-aff,32348.1,7
18,invalid,L,R,non-aff,121027.1,2
18,invalid,L,L,non-aff,8348.4,4
18,invalid,L,L,non-aff,183794.4,3
19,valid,G,R,aff,87461.1,3
19,valid,G,R,aff,150348.1,4
19,valid,G,L,aff,9790.3,4
19,valid,G,L,aff,55021.6,6
19,valid,G,L,aff,243338.7,6
19,valid,K,R,aff,173275.8,6
19,valid,K,R,aff,235778.9,4
19,valid,K,L,aff,118020.6,7
19,valid,K,L,aff,272114.3,5
19,valid,K,L,aff,279322.2,4
19,valid,G,R,non-aff,165803.9,3
19,valid,G,R,non-aff,196075.5,5
19,valid,G,L,non-aff,78517.2,4
19,valid,G,L,non-aff,125324.5,3
19,valid,K,R,non-aff,188443.6,5
19,valid,K,R,non-aff,204443.3,8
19,valid,K,R,non-aff,265050.4,6
19,valid,K,L,non-aff,71293.3,8
19,invalid,G,R,aff,32101.9,3
19,invalid,G,R,aff,102684.9,6
19,invalid,G,R,aff,142452.3,6
19,invalid,G,R,aff,212043.2,5
19,invalid,G,L,aff,46981.7,4
19,invalid,K,R,aff,17406.2,7
19,invalid,K,L,aff,61965.5,4
19,invalid,K,L,aff,158660,6
19,invalid,K,L,aff,181235.7,6
19,invalid,K,L,aff,257498.5,4
19,invalid,G,R,non-aff,24606,3
19,invalid,G,L,non-aff,39509.8,5
19,invalid,G,L,non-aff,95053,3
19,invalid,G,L,non-aff,134468.4,5
19,invalid,K,R,non-aff,110420.7,5
19,invalid,K,R,non-aff,220659.1,9
19,invalid,K,R,non-aff,228779,8
19,invalid,K,L,non-aff,250522.6,6
19,valid,S,R,aff,192107.5,6
19,valid,S,L,aff,108964.8,7
19,valid,S,L,aff,208963.3,7
19,valid,S,L,aff,247890.7,3
19,valid,S,L,aff,265242.4,8
19,valid,L,R,aff,17918.1,3
19,valid,L,R,aff,132932.4,4
19,valid,L,R,aff,200083.4,4
19,valid,L,L,aff,272370.3,4
19,valid,L,L,aff,285978.1,3
19,valid,S,R,non-aff,69173.4,6
19,valid,S,R,non-aff,76645.3,5
19,valid,S,R,non-aff,140996.3,7
19,valid,S,L,non-aff,256034.6,8
19,valid,L,R,non-aff,9998.3,5
19,valid,L,R,non-aff,117644.6,6
19,valid,L,L,non-aff,35717.9,6
19,valid,L,L,non-aff,233786.9,6
19,invalid,S,R,aff,92901,7
19,invalid,S,R,aff,101428.9,7
19,invalid,S,R,aff,176587.7,6
19,invalid,S,L,aff,149404.2,7
19,invalid,L,R,aff,184411.6,5
19,invalid,L,R,aff,240906.8,3
19,invalid,L,L,aff,167571.9,3
19,invalid,L,L,aff,279162.2,3
19,invalid,L,L,aff,293962,4
19,invalid,S,R,non-aff,52909.6,4
19,invalid,S,L,non-aff,26190,4
19,invalid,S,L,non-aff,60869.5,7
19,invalid,S,L,non-aff,125788.5,7
19,invalid,L,R,non-aff,45597.7,6
19,invalid,L,R,non-aff,225603,4
19,invalid,L,L,non-aff,84589.1,6
19,invalid,L,L,non-aff,217883.1,4
20,valid,G,R,aff,27590,3
20,valid,G,R,aff,103828.8,3
20,valid,G,L,aff,66157.4,4
20,valid,G,L,aff,156428,3
20,valid,G,L,aff,234802.9,2
20,valid,K,R,aff,149156.1,5
20,valid,K,L,aff,35453.8,6
20,valid,K,L,aff,141564.3,7
20,valid,K,L,aff,164531.9,7
20,valid,K,L,aff,249378.6,5
20,valid,G,R,non-aff,171203.8,2
20,valid,G,R,non-aff,185651.6,2
20,valid,G,L,non-aff,73989.3,2
20,valid,G,L,non-aff,220635.1,2
20,valid,K,R,non-aff,178875.7,8
20,valid,K,R,non-aff,193003.5,5
20,valid,K,R,non-aff,241842.8,6
20,invalid,G,R,aff,81701.1,2
20,invalid,G,R,aff,118076.6,3
20,invalid,G,R,aff,271274.3,3
20,invalid,G,L,aff,200019.4,3
20,invalid,G,L,aff,214187.2,3
20,invalid,K,R,aff,10262.2,8
20,invalid,K,R,aff,43453.7,6
20,invalid,K,L,aff,59237.5,6
20,invalid,K,L,aff,207491.3,6
20,invalid,K,L,aff,256786.5,5
20,invalid,G,R,non-aff,89253,2
20,invalid,G,R,non-aff,133132.4,2
20,invalid,G,L,non-aff,110620.7,2
20,invalid,G,L,non-aff,126300.5,2
20,invalid,K,R,non-aff,18390.1,5
20,invalid,K,R,non-aff,228090.9,7
20,invalid,K,L,non-aff,51885.6,4
20,invalid,K,L,non-aff,264178.4,5
20,valid,S,R,aff,49573.7,9
20,valid,S,R,aff,177219.7,8
20,valid,S,R,aff,235666.9,9
20,valid,S,L,aff,220091.1,2
20,valid,S,L,aff,244178.7,3
20,valid,L,R,aff,17182.2,4
20,valid,L,R,aff,115500.7,8
20,valid,L,R,aff,157932.1,1
20,valid,L,R,aff,251626.6,5
20,valid,L,L,aff,57637.5,5
20,valid,S,L,non-aff,9526.3,9
20,valid,S,L,non-aff,75925.3,2
20,valid,S,L,non-aff,259466.5,2
20,valid,L,R,non-aff,141788.3,5
20,valid,L,L,non-aff,32085.9,3
20,valid,L,L,non-aff,228147,6
20,valid,L,L,non-aff,303457.8,5
20,invalid,S,R,aff,133028.4,9
20,invalid,S,R,aff,195179.5,2
20,invalid,S,R,aff,271242.3,4
20,invalid,S,L,aff,280658.2,8
