suj,congr,item,side,aff-ness,RT,liking
20,invalid,L,R,aff,107068.8,5
20,invalid,L,R,aff,288026.1,5
20,invalid,L,L,aff,91717,5
20,invalid,L,L,aff,123148.6,1
20,invalid,L,L,aff,150812.1,7
20,invalid,S,R,non-aff,99228.9,2
20,invalid,S,R,non-aff,202179.4,1
20,invalid,S,L,non-aff,40261.8,2
20,invalid,S,L,non-aff,212027.2,9
20,invalid,L,R,non-aff,83741.1,3
20,invalid,L,R,non-aff,186307.6,5
20,invalid,L,L,non-aff,24406,5
20,invalid,L,L,non-aff,295841.9,5
21,valid,G,R,aff,108988.7,4
21,valid,G,R,aff,157204.1,1
21,valid,G,R,aff,284930.1,1
21,valid,G,L,aff,54877.6,1
21,valid,G,L,aff,141916.3,1
21,valid,K,R,aff,93981,5
21,valid,K,R,aff,253674.6,9
21,valid,K,R,aff,261906.4,7
21,valid,K,L,aff,101412.9,5
21,valid,K,L,aff,134116.4,7
21,valid,G,R,non-aff,181451.7,3
21,valid,G,L,non-aff,16046.1,3
21,valid,G,L,non-aff,48261.7,2
21,valid,G,L,non-aff,163467.9,1
21,valid,K,R,non-aff,64125.4,7
21,valid,K,R,non-aff,171835.8,5
21,valid,K,L,non-aff,39909.8,8
21,valid,K,L,non-aff,118812.6,8
21,invalid,G,R,aff,8822.3,1
21,invalid,G,R,aff,79045.2,1
21,invalid,G,R,aff,188019.6,1
21,invalid,G,R,aff,211739.2,1
21,invalid,G,L,aff,31541.9,3
21,invalid,K,R,aff,245610.7,7
21,invalid,K,R,aff,277938.2,9
21,invalid,K,L,aff,24054,6
21,invalid,K,L,aff,86469.1,5
21,invalid,K,L,aff,220107.1,6
21,invalid,G,R,non-aff,227435,2
21,invalid,G,L,non-aff,125788.5,1
21,invalid,G,L,non-aff,150364.1,3
21,invalid,G,L,non-aff,268866.3,4
21,invalid,K,R,non-aff,204539.3,8
21,invalid,K,R,non-aff,236178.8,7
21,invalid,K,L,non-aff,72637.3,6
21,invalid,K,L,non-aff,196451.4,5
21,valid,S,R,aff,20894.1,7
21,valid,S,R,aff,78173.2,6
21,valid,S,R,aff,206763.3,7
21,valid,S,R,aff,293746,6
21,valid,S,L,aff,159076,6
21,valid,L,R,aff,37861.8,2
21,valid,L,R,aff,262186.5,4
21,valid,L,R,aff,277002.2,4
21,valid,L,L,aff,61949.5,4
21,valid,L,L,aff,239178.8,5
21,valid,S,L,non-aff,29958,8
21,valid,S,L,non-aff,101380.9,8
21,valid,S,L,non-aff,132332.4,7
21,valid,S,L,non-aff,269818.3,5
21,valid,L,R,non-aff,46125.7,4
21,valid,L,R,non-aff,167075.9,5
21,valid,L,L,non-aff,116468.6,3
21,valid,L,L,non-aff,284618.1,4
21,invalid,S,R,aff,11590.2,5
21,invalid,S,R,aff,141268.3,7
21,invalid,S,R,aff,214763.2,7
21,invalid,S,L,aff,197675.4,5
21,invalid,S,L,aff,254898.6,6
21,invalid,L,L,aff,85277.1,2
21,invalid,L,L,aff,123732.5,3
21,invalid,L,L,aff,182347.7,4
21,invalid,L,L,aff,222971,6
21,invalid,L,L,aff,246690.7,4
21,invalid,S,R,non-aff,69501.4,3
21,invalid,S,R,non-aff,150892.1,8
21,invalid,S,L,non-aff,190347.5,7
21,invalid,S,L,non-aff,231202.9,8
21,invalid,L,R,non-aff,53757.6,2
21,invalid,L,R,non-aff,93253,3
21,invalid,L,R,non-aff,109628.8,6
21,invalid,L,R,non-aff,174531.8,4
22,valid,G,R,aff,54500.3,6
22,valid,G,R,aff,310809.3,4
22,valid,G,L,aff,190018.7,7
22,valid,G,L,aff,235282.2,3
22,valid,G,L,aff,278537.7,8
22,valid,K,R,aff,42228.4,6
22,valid,K,R,aff,210234.5,2
22,valid,K,L,aff,104811.7,7
22,valid,K,L,aff,201738.6,6
22,valid,K,L,aff,320225.3,5
22,valid,G,R,non-aff,226826.3,6
22,valid,G,R,non-aff,260226,6
22,valid,G,L,non-aff,166387,6
22,valid,G,L,non-aff,302729.5,7
22,valid,K,R,non-aff,29124.6,7
22,valid,K,R,non-aff,74564,8
22,valid,K,L,non-aff,294769.6,4
22,invalid,G,R,aff,116307.6,7
22,invalid,G,R,aff,157387.1,7
22,invalid,G,R,aff,218522.4,3
22,invalid,G,L,aff,242874.1,5
22,invalid,K,R,aff,64516.1,7
22,invalid,K,R,aff,145707.2,6
22,invalid,K,L,aff,15444.7,7
22,invalid,K,L,aff,84787.9,3
22,invalid,K,L,aff,93443.8,3
22,invalid,G,R,non-aff,125571.5,6
22,invalid,G,R,non-aff,286705.6,6
22,invalid,G,L,non-aff,180066.8,6
22,invalid,G,L,non-aff,269105.8,7
22,invalid,K,R,non-aff,341409,1
22,invalid,K,R,non-aff,360168.8,7
22,invalid,K,L,non-aff,137187.3,5
22,invalid,K,L,non-aff,331681.1,7
22,valid,S,R,aff,114499.6,4
22,valid,S,R,aff,139483.3,6
22,valid,S,L,aff,107763.7,6
22,valid,S,L,aff,147427.2,7
22,valid,S,L,aff,210314.5,7
22,valid,L,R,aff,82371.9,7
22,valid,L,R,aff,131315.4,5
22,valid,L,R,aff,242674.1,2
22,valid,L,L,aff,155547.1,5
22,valid,S,R,non-aff,260673.9,4
22,valid,S,R,non-aff,305481.4,6
22,valid,S,L,non-aff,164675,7
22,valid,S,L,non-aff,225626.3,5
22,valid,L,R,non-aff,276721.8,5
22,valid,L,R,non-aff,291721.6,6
22,valid,L,L,non-aff,41820.4,5
22,valid,L,L,non-aff,53012.3,8
22,invalid,S,R,aff,62876.2,5
22,invalid,S,R,aff,100131.7,6
22,invalid,S,R,aff,217866.4,6
22,invalid,S,L,aff,30620.5,3
22,invalid,S,L,aff,267721.9,6
22,invalid,L,R,aff,73204,7
22,invalid,L,R,aff,123259.5,5
22,invalid,L,R,aff,315441.3,1
22,invalid,L,L,aff,91395.8,3
22,invalid,L,L,aff,234442.2,4
22,invalid,S,R,non-aff,172610.9,4
22,invalid,S,R,non-aff,180082.8,5
22,invalid,S,L,non-aff,10492.8,7
22,invalid,S,L,non-aff,249754.1,5
22,invalid,L,R,non-aff,19980.6,8
22,invalid,L,L,non-aff,188578.7,5
22,invalid,L,L,non-aff,284417.7,5
22,invalid,L,L,non-aff,298681.5,6
23,valid,G,R,aff,110674.8,6
23,valid,G,L,aff,33571.9,6
23,valid,G,L,aff,237272.9,7
23,valid,G,L,aff,283472.2,6
23,valid,K,R,aff,140906.3,7
23,valid,K,R,aff,222905.1,8
23,valid,K,L,aff,43083.8,6
23,valid,K,L,aff,172521.8,6
23,valid,K,L,aff,203609.4,8
23,valid,G,R,non-aff,125394.5,7
23,valid,G,R,non-aff,180161.7,7
23,valid,G,L,non-aff,17572.2,7
23,valid,G,L,non-aff,148210.2,6
23,valid,K,R,non-aff,213329.2,8
23,valid,K,R,non-aff,251664.6,7
23,valid,K,R,non-aff,258936.5,6
23,valid,K,L,non-aff,133026.4,7
23,invalid,G,R,aff,26244,5
23,invalid,G,R,aff,84587.2,5
23,invalid,G,L,aff,10204.3,6
23,invalid,G,L,aff,291144,6
23,invalid,K,R,aff,66971.4,6
23,invalid,K,R,aff,118146.7,6
23,invalid,K,L,aff,93563,6
23,invalid,K,L,aff,194897.5,5
23,invalid,K,L,aff,244192.8,6
23,invalid,G,R,non-aff,155482.1,6
23,invalid,G,R,non-aff,266080.4,6
23,invalid,G,L,non-aff,164273.9,6
23,invalid,G,L,non-aff,187729.6,5
23,invalid,K,R,non-aff,76403.3,5
23,invalid,K,R,non-aff,102506.9,6
23,invalid,K,L,non-aff,51251.7,5
23,invalid,K,L,non-aff,273144.3,6
23,valid,S,R,aff,187081.6,8
23,valid,S,R,aff,225705,6
23,valid,S,L,aff,54259.6,4
23,valid,S,L,aff,70507.4,8
23,valid,S,L,aff,126186.5,6
23,valid,L,R,aff,140786.3,6
23,valid,L,R,aff,195897.5,5
23,valid,L,R,aff,203417.4,6
23,valid,L,L,aff,148074.2,7
23,valid,L,L,aff,179137.7,7
23,valid,S,R,non-aff,10692.3,6
23,valid,S,R,non-aff,171993.8,8
23,valid,S,L,non-aff,156178.1,6
23,valid,S,L,non-aff,218865.1,7
23,valid,L,R,non-aff,110330.8,7
23,valid,L,R,non-aff,239648.8,7
23,valid,L,L,non-aff,232792.9,7
23,valid,L,L,non-aff,264168.5,7
23,invalid,S,R,aff,62667.5,7
23,invalid,S,R,aff,94387,5
23,invalid,S,R,aff,118962.7,4
23,invalid,S,L,aff,28988,6
23,invalid,S,L,aff,272744.3,6
23,invalid,L,R,aff,86875.1,4
23,invalid,L,R,aff,211233.3,6
23,invalid,L,L,aff,19620.2,7
23,invalid,L,L,aff,288128.1,6
23,invalid,S,R,non-aff,101738.9,6
23,invalid,S,R,non-aff,254880.6,6
23,invalid,S,L,non-aff,164242,5
23,invalid,S,L,non-aff,280520.2,5
23,invalid,L,L,non-aff,37131.9,4
23,invalid,L,L,non-aff,133066.4,5
23,invalid,L,L,non-aff,247264.7,6
24,valid,G,R,aff,155607,4
24,valid,G,L,aff,56929.2,5
24,valid,G,L,aff,226349.4,4
24,valid,G,L,aff,241333,5
24,valid,G,L,aff,292987.8,8
24,valid,K,R,aff,67545,5
24,valid,K,R,aff,204205.9,4
24,valid,K,L,aff,83528.6,6
24,valid,K,L,aff,196574,6
24,valid,K,L,aff,271860.3,9
24,valid,G,R,non-aff,13674.2,4
24,valid,G,R,non-aff,114127.9,4
24,valid,G,R,non-aff,181422.4,1
24,valid,G,L,non-aff,233717.2,6
24,valid,K,R,non-aff,189222.2,9
24,valid,K,R,non-aff,255332.7,1
24,valid,K,R,non-aff,301891.7,5
24,valid,K,L,non-aff,318707.3,9
24,invalid,G,R,aff,141751.3,6
24,invalid,G,R,aff,218781.6,7
24,invalid,G,L,aff,123623.7,5
24,invalid,G,L,aff,211733.7,6
24,invalid,G,L,aff,262860.5,5
24,invalid,K,R,aff,23577.9,9
24,invalid,K,L,aff,45441.5,6
24,invalid,K,L,aff,104944.1,6
24,invalid,K,L,aff,163078.8,6
24,invalid,K,L,aff,248476.9,3
24,invalid,G,R,non-aff,75504.8,4
24,invalid,G,R,non-aff,132767.5,7
24,invalid,G,R,non-aff,148567.1,2
24,invalid,G,L,non-aff,173382.6,4
24,invalid,K,R,non-aff,33721.7,9
24,invalid,K,R,non-aff,94368.3,9
24,invalid,K,R,non-aff,283420.1,7
24,invalid,K,L,non-aff,310075.5,2
24,valid,S,R,aff,79744.7,2
24,valid,S,R,aff,189654.2,2
24,valid,S,R,aff,276460.3,2
24,valid,S,L,aff,111976,8
24,valid,S,L,aff,203797.9,1
24,valid,L,R,aff,38865.6,7
24,valid,L,R,aff,182654.4,3
24,valid,L,R,aff,305907.6,5
24,valid,L,L,aff,21922,7
24,valid,L,L,aff,260988.6,6
24,valid,S,R,non-aff,213797.7,8
24,valid,S,L,non-aff,129575.6,8
24,valid,S,L,non-aff,163614.8,1
24,valid,S,L,non-aff,244397,5
24,valid,L,R,non-aff,86808.5,2
24,valid,L,R,non-aff,196654.1,3
24,valid,L,L,non-aff,48585.4,6
24,valid,L,L,non-aff,94032.4,4
24,invalid,S,R,aff,72440.9,1
24,invalid,S,R,aff,236229.2,6
24,invalid,S,L,aff,155887,7
24,invalid,S,L,aff,283148.2,1
24,invalid,S,L,aff,296907.8,2
24,invalid,L,R,aff,13842.2,5
24,invalid,L,R,aff,65545,5
24,invalid,L,L,aff,56889.2,4
24,invalid,L,L,aff,101296.2,5
24,invalid,L,L,aff,137799.4,6
24,invalid,S,R,non-aff,146063.2,8
24,invalid,S,R,non-aff,269196.4,7
24,invalid,S,R,non-aff,289820,1
24,invalid,S,L,non-aff,171878.6,2
24,invalid,L,R,non-aff,30337.8,7
24,invalid,L,R,non-aff,223677.4,6
24,invalid,L,L,non-aff,120447.8,5
24,invalid,L,L,non-aff,251868.8,4
25,valid,G,R,aff,75619.3,2
25,valid,G,R,aff,233160.9,3
25,valid,G,L,aff,19612.2,1
25,valid,K,R,aff,10124.3,6
25,valid,K,R,aff,29692,3
25,valid,K,R,aff,249112.7,1
25,valid,K,L,aff,101090.9,9
25,valid,G,R,non-aff,91883.1,4
25,valid,G,R,non-aff,316367.7,1
25,valid,G,L,non-aff,40323.8,5
25,valid,G,L,non-aff,287800.1,3
25,valid,G,L,non-aff,331655.5,2
25,valid,K,R,non-aff,57883.6,3
25,valid,K,R,non-aff,136602.4,6
25,valid,K,L,non-aff,119378.6,7
25,valid,K,L,non-aff,223305.1,7
25,valid,K,L,non-aff,277208.3,9
25,invalid,G,R,aff,241320.8,2
25,invalid,G,L,aff,301983.9,1
25,invalid,G,L,aff,308863.8,1
25,invalid,K,R,aff,83475.2,1
25,invalid,K,R,aff,163226,9
25,invalid,K,R,aff,295600,8
25,invalid,K,L,aff,154154.1,4
25,invalid,G,R,non-aff,67459.4,5
25,invalid,G,R,non-aff,146706.2,3
25,invalid,G,R,non-aff,170161.9,1
25,invalid,G,R,non-aff,215337.2,2
25,invalid,G,L,non-aff,187305.6,4
25,invalid,K,R,non-aff,109538.8,9
25,invalid,K,L,non-aff,126458.5,3
25,invalid,K,L,non-aff,205257.4,8
25,invalid,K,L,non-aff,257672.6,6
25,invalid,K,L,non-aff,268736.4,7
25,valid,S,R,aff,97123,2
25,valid,S,R,aff,280352.2,1
25,valid,S,R,aff,288024.1,6
25,valid,S,L,aff,254560.6,8
25,valid,L,R,aff,70427.4,8
25,valid,L,R,aff,126346.5,9
25,valid,L,L,aff,37915.9,3
25,valid,L,L,aff,59547.5,4
25,valid,S,R,non-aff,175129.8,1
25,valid,S,L,non-aff,50363.7,7
25,valid,S,L,non-aff,237416.9,1
25,valid,S,L,non-aff,273088.3,5
25,valid,S,L,non-aff,311959.8,1
25,valid,L,R,non-aff,88963.1,2
25,valid,L,R,non-aff,134802.4,9
25,valid,L,R,non-aff,262376.5,2
25,valid,L,L,non-aff,168129.9,4
25,valid,L,L,non-aff,297367.9,4
25,invalid,S,L,aff,106738.8,9
25,invalid,S,L,aff,183657.7,2
25,invalid,S,L,aff,192433.5,7
25,invalid,L,R,aff,150514.2,2
25,invalid,L,R,aff,221353.1,9
25,invalid,L,L,aff,116882.7,7
25,invalid,L,L,aff,229209,3
25,invalid,S,R,non-aff,27916,1
25,invalid,S,R,non-aff,80595.2,8
25,invalid,S,R,non-aff,143762.3,8
25,invalid,S,R,non-aff,244776.8,1
25,invalid,S,L,non-aff,9260.3,2
25,invalid,L,R,non-aff,205537.3,2
25,invalid,L,L,non-aff,158826.1,9
25,invalid,L,L,non-aff,199113.4,2
25,invalid,L,L,non-aff,303879.9,1
26,valid,G,R,aff,53028,8
26,valid,G,R,aff,134851.1,8
26,valid,G,L,aff,256641.7,7
26,valid,G,L,aff,309665.1,7
26,valid,K,R,aff,23836.4,1
26,valid,K,R,aff,33228.3,6
26,valid,K,R,aff,83963.7,5
26,valid,K,R,aff,282561.4,7
26,valid,G,R,non-aff,273113.6,4
26,valid,G,R,non-aff,317457.1,1
26,valid,G,L,non-aff,164842.8,3
26,valid,G,L,non-aff,216026.2,2
26,valid,G,L,non-aff,264785.7,1
26,valid,K,R,non-aff,194946.4,4
26,valid,K,L,non-aff,42716.2,4
26,valid,K,L,non-aff,125315.2,9
26,valid,K,L,non-aff,203866.3,3
26,valid,K,L,non-aff,226370.1,7
26,invalid,G,R,aff,300297.3,8
26,invalid,G,R,aff,327321,8
26,invalid,G,L,aff,106931.4,9
26,invalid,G,L,aff,356056.6,6
26,invalid,K,R,aff,12492.5,9
26,invalid,K,R,aff,60108,1
26,invalid,K,L,aff,245497.9,5
26,invalid,K,L,aff,345688.7,3
26,invalid,G,R,non-aff,95147.6,3
26,invalid,G,R,non-aff,115459.4,1
26,invalid,G,R,non-aff,145523,4
26,invalid,G,L,non-aff,72939.8,8
26,invalid,G,L,non-aff,290273.3,4
26,invalid,K,R,non-aff,182394.6,3
26,invalid,K,R,non-aff,337504.8,8
26,invalid,K,L,non-aff,154666.9,2
26,invalid,K,L,non-aff,174906.7,2
26,invalid,K,L,non-aff,236538,7
26,valid,S,R,aff,210954.3,1
26,valid,S,L,aff,132851.2,7
26,valid,S,L,aff,241161.9,9
26,valid,S,L,aff,321737,8
26,valid,L,R,aff,332592.9,9
26,valid,L,L,aff,108211.4,3
26,valid,L,L,aff,158690.9,2
26,valid,L,L,aff,231242,3
26,valid,S,R,non-aff,40076.2,1
26,valid,S,R,non-aff,48812.1,7
26,valid,S,R,non-aff,178746.6,9
26,valid,S,L,non-aff,21940.4,2
26,valid,S,L,non-aff,287265.4,2
26,valid,L,R,non-aff,12124.5,7
26,valid,L,R,non-aff,30668.3,3
26,valid,L,R,non-aff,142059.1,5
26,valid,L,R,non-aff,190706.5,3
26,valid,L,L,non-aff,340408.8,5
26,invalid,S,R,aff,278737.5,7
26,invalid,S,R,aff,313201.2,1
26,invalid,S,L,aff,84395.7,9
26,invalid,S,L,aff,349824.7,9
26,invalid,L,R,aff,92011.6,3
26,invalid,L,R,aff,297465.3,3
26,invalid,L,L,aff,62571.9,5
26,invalid,L,L,aff,150730.9,8
26,invalid,S,R,non-aff,119171.3,4
26,invalid,S,R,non-aff,168946.8,7
26,invalid,S,R,non-aff,249569.8,2
26,invalid,S,L,non-aff,203242.4,1
26,invalid,S,L,non-aff,220362.2,9
26,invalid,L,R,non-aff,101051.5,5
26,invalid,L,R,non-aff,306489.2,3
26,invalid,L,L,non-aff,74043.8,8
26,invalid,L,L,non-aff,257857.7,3
26,invalid,L,L,non-aff,270673.6,6
27,valid,G,R,aff,282590.1,4
27,valid,G,L,aff,41443.5,8
27,valid,G,L,aff,97906.3,1
27,valid,G,L,aff,163000.8,2
27,valid,K,R,aff,17532.1,1
27,valid,K,L,aff,122561.7,8
27,valid,K,L,aff,189592.2,9
27,valid,G,R,non-aff,180488.4,2
27,valid,G,R,non-aff,267302.5,2
27,valid,G,R,non-aff,292877.9,7
27,valid,G,L,non-aff,9940.2,3
27,valid,G,L,non-aff,33363.7,1
27,valid,K,R,non-aff,57651.2,1
27,valid,K,R,non-aff,65347,7
27,valid,K,R,non-aff,206743.8,9
27,valid,K,L,non-aff,24915.9,1
27,valid,K,L,non-aff,49203.4,9
27,invalid,G,R,aff,215687.6,1
27,invalid,G,L,aff,130281.5,2
27,invalid,G,L,aff,147609.1,6
27,invalid,G,L,aff,250422.8,4
27,invalid,K,R,aff,106434.1,8
27,invalid,K,R,aff,198520,9
27,invalid,K,L,aff,257486.7,1
27,invalid,K,L,aff,301269.7,6
27,invalid,G,R,non-aff,172448.6,2
27,invalid,G,R,non-aff,241263,3
27,invalid,G,R,non-aff,273670.3,1
27,invalid,G,L,non-aff,80866.7,8
27,invalid,K,R,non-aff,73106.8,7
27,invalid,K,R,non-aff,138545.3,9
27,invalid,K,L,non-aff,114113.9,1
27,invalid,K,L,non-aff,223967.4,1
27,invalid,K,L,non-aff,232503.2,9
27,valid,S,L,aff,25019.9,3
27,valid,S,L,aff,49203.3,8
27,valid,S,L,aff,114265.9,6
27,valid,S,L,aff,138433.3,1
27,valid,L,R,aff,57883.1,7
27,valid,L,R,aff,132145.5,9
27,valid,L,L,aff,204807.8,1
27,valid,L,L,aff,223471.4,5
27,valid,S,R,non-aff,9708.2,3
27,valid,S,R,non-aff,94090.3,2
27,valid,S,R,non-aff,105770.1,4
27,valid,S,R,non-aff,283462,2
27,valid,S,L,non-aff,155520.9,2
27,valid,L,R,non-aff,190184.2,8
27,valid,L,R,non-aff,246734.9,9
27,valid,L,R,non-aff,255494.7,3
27,valid,L,L,non-aff,31819.7,2
27,valid,L,L,non-aff,82474.6,3
27,invalid,S,R,aff,231063.3,1
27,invalid,S,R,aff,237919.1,1
27,invalid,S,L,aff,171704.6,7
27,invalid,S,L,aff,212919.6,8
27,invalid,L,R,aff,40627.5,1
27,invalid,L,R,aff,74250.8,7
27,invalid,L,R,aff,147721.1,9
27,invalid,L,R,aff,197648,1
27,invalid,S,R,non-aff,180256.4,2
27,invalid,S,R,non-aff,262558.5,2
27,invalid,S,R,non-aff,291029.9,2
27,invalid,S,L,non-aff,65411,4
27,invalid,S,L,non-aff,163048.8,2
27,invalid,L,L,non-aff,17980,9
27,invalid,L,L,non-aff,124001.6,6
27,invalid,L,L,non-aff,271150.3,7
27,invalid,L,L,non-aff,301869.6,4
27,invalid,L,L,non-aff,310621.5,1
28,valid,G,R,aff,90842.4,6
28,valid,G,R,aff,262606.5,1
28,valid,G,L,aff,161360.8,4
28,valid,G,L,aff,237583.1,2
28,valid,K,R,aff,122865.7,6
28,valid,K,R,aff,274222.3,8
28,valid,K,R,aff,374068,5
28,valid,K,L,aff,14140.2,8
28,valid,G,R,non-aff,72490.8,4
28,valid,G,R,non-aff,339596.8,4
28,valid,G,L,non-aff,284878.1,6
28,valid,G,L,non-aff,305165.6,4
28,valid,G,L,non-aff,385211.8,7
28,valid,K,R,non-aff,81946.6,8
28,valid,K,R,non-aff,398603.5,2
28,valid,K,L,non-aff,35547.7,9
28,valid,K,L,non-aff,146521.2,7
28,valid,K,L,non-aff,247750.9,7
28,invalid,G,R,aff,46059.4,7
28,invalid,G,R,aff,100762.2,4
28,invalid,G,L,aff,211791.7,2
28,invalid,G,L,aff,327509.1,2
28,invalid,K,R,aff,25611.9,5
28,invalid,K,R,aff,351044.6,9
28,invalid,K,L,aff,135945.4,2
28,invalid,K,L,aff,227263.3,4
28,invalid,G,R,non-aff,293549.8,7
28,invalid,G,R,non-aff,410723.2,3
28,invalid,G,R,non-aff,425866.8,6
28,invalid,G,L,non-aff,59387.1,5
28,invalid,G,L,non-aff,112233.9,3
28,invalid,K,R,non-aff,197224,8
28,invalid,K,R,non-aff,363500.3,8
28,invalid,K,L,non-aff,173216.6,8
28,invalid,K,L,non-aff,187624.3,3
28,invalid,K,L,non-aff,315589.3,5
28,valid,S,R,aff,157136.9,8
28,valid,S,R,aff,249342.8,1
28,valid,S,L,aff,286238,4
28,valid,S,L,aff,360164.3,4
28,valid,L,R,aff,208239.8,7
28,valid,L,R,aff,392027.6,3
28,valid,L,L,aff,78858.7,6
28,valid,L,L,aff,348308.6,6
28,valid,S,R,non-aff,101330.2,7
28,valid,S,R,non-aff,135153.4,8
28,valid,S,L,non-aff,369924.1,5
28,valid,S,L,non-aff,417643,2
28,valid,S,L,non-aff,427194.8,7
28,valid,L,R,non-aff,28075.8,3
28,valid,L,R,non-aff,52299.3,5
28,valid,L,R,non-aff,197744,7
28,valid,L,L,non-aff,90898.4,5
28,valid,L,L,non-aff,324429.1,4
28,invalid,S,R,aff,296933.8,7
28,invalid,S,R,aff,336036.9,6
28,invalid,S,L,aff,14260.2,4
28,invalid,S,L,aff,262710.5,5
28,invalid,L,R,aff,312709.4,7
28,invalid,L,L,aff,124737.6,9
28,invalid,L,L,aff,230119.3,3
28,invalid,L,L,aff,406251.3,3
28,invalid,S,R,non-aff,38667.6,2
28,invalid,S,R,non-aff,114001.9,7
28,invalid,S,R,non-aff,173008.6,3
28,invalid,S,L,non-aff,67954.9,7
28,invalid,S,L,non-aff,218303.6,8
28,invalid,L,R,non-aff,185992.3,2
28,invalid,L,R,non-aff,274038.3,4
28,invalid,L,R,non-aff,381715.8,4
28,invalid,L,L,non-aff,145073.2,4
28,invalid,L,L,non-aff,241935,2
29,valid,G,R,aff,52323.8,9
29,valid,G,R,aff,241745.7,8
29,valid,G,L,aff,23044.2,8
29,valid,G,L,aff,212306,3
29,valid,K,R,aff,37316,7
29,valid,K,R,aff,190050.3,4
29,valid,K,L,aff,7812.4,4
29,valid,G,R,non-aff,80955.5,7
29,valid,G,R,non-aff,96251.4,5
29,valid,G,L,non-aff,29580.1,3
29,valid,G,L,non-aff,59187.8,2
29,valid,G,L,non-aff,182210.4,2
29,valid,K,R,non-aff,167530.6,7
29,valid,K,R,non-aff,174842.5,9
29,valid,K,L,non-aff,89675.4,8
29,valid,K,L,non-aff,124731,4
29,valid,K,L,non-aff,248785.6,5
29,invalid,G,R,aff,14876.3,3
29,invalid,G,R,aff,44171.9,4
29,invalid,G,L,aff,66307.7,6
29,invalid,G,L,aff,205426.1,7
29,invalid,K,R,aff,226489.9,6
29,invalid,K,R,aff,234497.8,9
29,invalid,K,L,aff,110827.2,4
29,invalid,K,L,aff,197322.2,4
29,invalid,G,R,non-aff,117955.1,3
29,invalid,G,R,non-aff,132019,4
29,invalid,G,R,non-aff,160122.6,5
29,invalid,G,L,non-aff,73027.6,2
29,invalid,G,L,non-aff,262857.4,5
29,invalid,K,R,non-aff,104275.3,9
29,invalid,K,R,non-aff,256033.5,8
29,invalid,K,L,non-aff,138938.9,5
29,invalid,K,L,non-aff,153362.7,4
29,invalid,K,L,non-aff,219202,3
29,valid,S,R,aff,17828.2,5
29,valid,S,R,aff,172306.5,6
29,valid,S,L,aff,139818.8,5
29,valid,S,L,aff,257097.5,3
29,valid,L,R,aff,77131.5,6
29,valid,L,R,aff,208562.1,4
29,valid,L,L,aff,125691,4
29,valid,L,L,aff,186802.3,5
29,valid,S,R,non-aff,165202.6,8
29,valid,S,R,non-aff,234097.8,9
29,valid,S,L,non-aff,69883.6,3
29,valid,S,L,non-aff,104075.3,5
29,valid,S,L,non-aff,156314.7,4
29,valid,L,R,non-aff,33524,3
29,valid,L,R,non-aff,50451.8,6
29,valid,L,R,non-aff,264449.4,6
29,valid,L,L,non-aff,25748.1,7
29,valid,L,L,non-aff,90299.4,2
29,invalid,S,R,aff,224633.9,7
29,invalid,S,R,aff,272497.3,6
29,invalid,S,L,aff,10380.3,5
29,invalid,S,L,aff,110971.2,4
29,invalid,L,R,aff,242345.7,2
29,invalid,L,L,aff,117891.1,3
29,invalid,L,L,aff,202090.1,7
29,invalid,L,L,aff,217146,8
29,invalid,S,R,non-aff,148578.7,7
29,invalid,S,R,non-aff,179250.4,4
29,invalid,S,L,non-aff,63283.7,3
29,invalid,S,L,non-aff,83931.5,4
29,invalid,L,R,non-aff,97171.3,3
29,invalid,L,R,non-aff,132282.9,2
29,invalid,L,R,non-aff,194210.2,4
29,invalid,L,L,non-aff,43019.9,3
29,invalid,L,L,non-aff,249753.6,4
30,valid,G,R,aff,16460.3,4
30,valid,G,R,aff,51723.9,7
30,valid,G,R,aff,188786.3,4
30,valid,G,L,aff,244393.7,6
30,valid,K,R,aff,32732.1,9
30,valid,K,R,aff,149458.8,9
30,valid,K,R,aff,268505.4,9
30,valid,K,L,aff,86251.5,9
30,valid,G,R,non-aff,24524.2,6
30,valid,G,L,non-aff,8908.4,3
30,valid,G,L,non-aff,180882.4,6
30,valid,G,L,non-aff,220386,5
30,valid,G,L,non-aff,228057.9,4
30,valid,K,R,non-aff,110691.2,5
30,valid,K,R,non-aff,132978.9,6
30,valid,K,L,non-aff,125835,4
30,valid,K,L,non-aff,157898.7,8
30,valid,K,L,non-aff,236129.8,8
30,invalid,G,R,aff,59947.8,6
30,invalid,G,R,aff,69035.7,8
30,invalid,G,R,aff,279145.3,3
30,invalid,G,L,aff,141026.9,7
30,invalid,K,R,aff,166042.6,9
30,invalid,K,R,aff,212610.1,9
30,invalid,K,R,aff,259689.5,9
30,invalid,K,L,aff,41292,9
30,invalid,G,R,non-aff,173122.5,4
30,invalid,G,R,non-aff,296225.1,3
30,invalid,G,L,non-aff,195930.2,4
30,invalid,G,L,non-aff,204338.2,8
30,invalid,G,L,non-aff,287937.2,3
30,invalid,K,R,non-aff,94339.4,9
30,invalid,K,L,non-aff,77811.6,7
30,invalid,K,L,non-aff,102811.3,7
30,invalid,K,L,non-aff,118267.1,4
30,invalid,K,L,non-aff,251705.6,4
30,valid,S,R,aff,114747.1,8
30,valid,S,L,aff,99147.3,9
30,valid,S,L,aff,177114.4,8
30,valid,S,L,aff,290089.1,7
30,valid,L,R,aff,121563,3
30,valid,L,R,aff,129362.9,6
