,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean,std,nonmissing,,"reliability=0,91"
blikopener,can opener,20,20,12,20,17,20,12,7,16,15,18,18,18,18,20,13,17,20,20,16,20,20,16,16,20,13,20,13,16.96428571,3.382768348,28,,
bord,plate,20,17,7,19,17,20,20,20,11,20,18,20,12,13,20,17,20,20,16,11,20,11,19,20,18,13,20,20,17.10714286,3.813613876,28,,
broodrooster,toaster,20,20,9,20,20,20,15,12,20,18,18,17,20,16,20,15,17,20,19,16,20,12,16,12,17,13,20,17,17.10714286,3.166248928,28,,
fles,bottle,7,17,3,15,15,15,17,1,12,14,18,11,17,13,18,14,17,12,14,12,13,1,14,6,18,8,16,3,12.17857143,5.270839215,28,,
fornuis,stove,15,17,7,20,20,20,20,16,20,20,18,20,20,20,20,17,17,20,20,16,20,14,20,20,20,20,20,18,18.39285714,2.884688644,28,,
frigo,fridge,10,16,14,20,20,20,17,5,20,17,18,16,20,10,19,11,17,20,18,15,20,9,18,14,20,20,20,18,16.5,4.114113018,28,,
glas,glass,18,16,8,18,20,20,15,8,16,15,16,13,10,13,20,17,17,17,16,11,20,16,16,20,15,17,20,20,16,3.517153731,28,,
handdoek,towel,17,20,2,20,17,20,15,8,10,14,18,8,16,16,16,5,17,15,18,11,2,5,18,14,20,5,11,3,12.89285714,5.952523808,28,,
ketel,kettle,18,20,17,20,15,14,8,17,19,20,16,9,18,20,20,16,20,18,20,16,18,9,9,17,20,17,20,20,16.82142857,3.781569059,28,,
klopper,whisk,20,20,18,20,15,20,5,13,13,18,18,19,18,18,20,16,20,20,20,15,18,20,18,20,20,10,19,17,17.42857143,3.563483225,28,,
koffiezet,percolator,17,17,11,20,20,20,17,8,17,15,18,16,19,16,20,14,17,20,20,13,20,14,17,16,20,14,20,17,16.89285714,3.059160932,28,,
kom,bowl,20,16,19,20,15,20,19,11,18,19,18,14,17,13,18,17,20,20,20,17,8,20,19,19,15,12,20,20,17.28571429,3.207134903,28,,
lepel,spoon,18,17,13,18,18,20,20,11,12,20,18,19,15,13,20,17,20,20,20,16,20,16,20,20,20,18,20,20,17.82142857,2.762896647,28,,
mes,knife,18,17,12,18,18,20,20,14,13,20,18,16,19,13,20,16,20,20,20,16,20,12,20,20,18,16,20,20,17.64285714,2.724569768,28,,
microgolf,microwave oven,17,17,15,19,20,20,16,8,19,20,18,15,20,16,20,8,17,20,20,13,20,5,16,18,20,20,20,18,16.96428571,4.050442526,28,,
mixer,mixer,19,20,16,20,20,20,7,16,19,20,18,20,20,18,20,14,17,20,20,14,20,20,19,19,20,20,20,20,18.42857143,2.885834771,28
